"REF_DATE","GEO","DGUID","Target population","Sex","Antigen or vaccine","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2011","Canada","2021A000011124","Recommended vaccines during pregnancy","Total - Gender","Tetanus toxoid, reduced diphtheria toxoid and reduced acellular pertussis (Tdap)","Percentage vaccinated","Percent","239","units","0","v1546045925","1.1.1.16.1","","..","","","1"
"2011","Canada","2021A000011124","Recommended vaccines during pregnancy","Total - Gender","Tetanus toxoid, reduced diphtheria toxoid and reduced acellular pertussis (Tdap)","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546045926","1.1.1.16.2","","..","","","1"
"2011","Canada","2021A000011124","Recommended vaccines during pregnancy","Total - Gender","Tetanus toxoid, reduced diphtheria toxoid and reduced acellular pertussis (Tdap)","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546045927","1.1.1.16.3","","..","","","1"
"2011","Canada","2021A000011124","Recommended vaccines during pregnancy","Total - Gender","Influenza (flu)","Percentage vaccinated","Percent","239","units","0","v1546045928","1.1.1.17.1","","..","","","1"
"2011","Canada","2021A000011124","Recommended vaccines during pregnancy","Total - Gender","Influenza (flu)","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546045929","1.1.1.17.2","","..","","","1"
"2011","Canada","2021A000011124","Recommended vaccines during pregnancy","Total - Gender","Influenza (flu)","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546045930","1.1.1.17.3","","..","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 2-year-old children","Total - Gender","Diphtheria","Percentage vaccinated","Percent","239","units","0","v1546045931","1.2.1.1.1","70.9","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 2-year-old children","Total - Gender","Diphtheria","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546045932","1.2.1.1.2","65.7","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 2-year-old children","Total - Gender","Diphtheria","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546045933","1.2.1.1.3","75.6","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 2-year-old children","Total - Gender","Pertussis (whooping cough)","Percentage vaccinated","Percent","239","units","0","v1546045934","1.2.1.2.1","69.7","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 2-year-old children","Total - Gender","Pertussis (whooping cough)","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546045935","1.2.1.2.2","64.5","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 2-year-old children","Total - Gender","Pertussis (whooping cough)","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546045936","1.2.1.2.3","74.4","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 2-year-old children","Total - Gender","Tetanus","Percentage vaccinated","Percent","239","units","0","v1546045937","1.2.1.3.1","70.1","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 2-year-old children","Total - Gender","Tetanus","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546045938","1.2.1.3.2","64.9","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 2-year-old children","Total - Gender","Tetanus","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546045939","1.2.1.3.3","74.8","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 2-year-old children","Total - Gender","Polio","Percentage vaccinated","Percent","239","units","0","v1546045940","1.2.1.4.1","88.6","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 2-year-old children","Total - Gender","Polio","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546045941","1.2.1.4.2","84.5","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 2-year-old children","Total - Gender","Polio","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546045942","1.2.1.4.3","91.8","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 2-year-old children","Total - Gender","Haemophilus influenzae type B (Hib)","Percentage vaccinated","Percent","239","units","0","v1546045943","1.2.1.5.1","64.7","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 2-year-old children","Total - Gender","Haemophilus influenzae type B (Hib)","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546045944","1.2.1.5.2","59.3","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 2-year-old children","Total - Gender","Haemophilus influenzae type B (Hib)","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546045945","1.2.1.5.3","69.8","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 2-year-old children","Total - Gender","Measles","Percentage vaccinated","Percent","239","units","0","v1546045946","1.2.1.6.1","89.2","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 2-year-old children","Total - Gender","Measles","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546045947","1.2.1.6.2","85.4","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 2-year-old children","Total - Gender","Measles","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546045948","1.2.1.6.3","92.1","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 2-year-old children","Total - Gender","Mumps","Percentage vaccinated","Percent","239","units","0","v1546045949","1.2.1.7.1","88.8","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 2-year-old children","Total - Gender","Mumps","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546045950","1.2.1.7.2","84.9","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 2-year-old children","Total - Gender","Mumps","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546045951","1.2.1.7.3","91.7","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 2-year-old children","Total - Gender","Rubella","Percentage vaccinated","Percent","239","units","0","v1546045952","1.2.1.8.1","88.8","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 2-year-old children","Total - Gender","Rubella","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546045953","1.2.1.8.2","84.9","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 2-year-old children","Total - Gender","Rubella","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546045954","1.2.1.8.3","91.7","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 2-year-old children","Total - Gender","Hepatitis B","Percentage vaccinated","Percent","239","units","0","v1546045955","1.2.1.9.1","74.1","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 2-year-old children","Total - Gender","Hepatitis B","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546045956","1.2.1.9.2","58.8","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 2-year-old children","Total - Gender","Hepatitis B","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546045957","1.2.1.9.3","85.1","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 2-year-old children","Total - Gender","Varicella","Percentage vaccinated","Percent","239","units","0","v1546045958","1.2.1.10.1","70.8","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 2-year-old children","Total - Gender","Varicella","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546045959","1.2.1.10.2","66.0","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 2-year-old children","Total - Gender","Varicella","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546045960","1.2.1.10.3","75.2","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 2-year-old children","Total - Gender","Meningococcal type C","Percentage vaccinated","Percent","239","units","0","v1546045961","1.2.1.11.1","84.6","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 2-year-old children","Total - Gender","Meningococcal type C","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546045962","1.2.1.11.2","80.5","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 2-year-old children","Total - Gender","Meningococcal type C","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546045963","1.2.1.11.3","88.1","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 2-year-old children","Total - Gender","Pneumococcal","Percentage vaccinated","Percent","239","units","0","v1546045964","1.2.1.12.1","58.4","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 2-year-old children","Total - Gender","Pneumococcal","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546045965","1.2.1.12.2","53.4","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 2-year-old children","Total - Gender","Pneumococcal","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546045966","1.2.1.12.3","63.3","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 2-year-old children","Total - Gender","Rotavirus","Percentage vaccinated","Percent","239","units","0","v1546045967","1.2.1.13.1","","..","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 2-year-old children","Total - Gender","Rotavirus","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546045968","1.2.1.13.2","","..","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 2-year-old children","Total - Gender","Rotavirus","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546045969","1.2.1.13.3","","..","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 7-year-old children","Total - Gender","Diphtheria","Percentage vaccinated","Percent","239","units","0","v1546045970","1.3.1.1.1","67.9","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 7-year-old children","Total - Gender","Diphtheria","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546045971","1.3.1.1.2","62.4","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 7-year-old children","Total - Gender","Diphtheria","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546045972","1.3.1.1.3","72.9","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 7-year-old children","Total - Gender","Pertussis (whooping cough)","Percentage vaccinated","Percent","239","units","0","v1546045973","1.3.1.2.1","67.8","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 7-year-old children","Total - Gender","Pertussis (whooping cough)","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546045974","1.3.1.2.2","62.4","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 7-year-old children","Total - Gender","Pertussis (whooping cough)","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546045975","1.3.1.2.3","72.8","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 7-year-old children","Total - Gender","Tetanus","Percentage vaccinated","Percent","239","units","0","v1546045976","1.3.1.3.1","67.7","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 7-year-old children","Total - Gender","Tetanus","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546045977","1.3.1.3.2","62.2","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 7-year-old children","Total - Gender","Tetanus","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546045978","1.3.1.3.3","72.7","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 7-year-old children","Total - Gender","Polio","Percentage vaccinated","Percent","239","units","0","v1546045979","1.3.1.4.1","87.0","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 7-year-old children","Total - Gender","Polio","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546045980","1.3.1.4.2","82.5","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 7-year-old children","Total - Gender","Polio","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546045981","1.3.1.4.3","90.4","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 7-year-old children","Total - Gender","Haemophilus influenzae type B (Hib)","Percentage vaccinated","Percent","239","units","0","v1546045982","1.3.1.5.1","74.6","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 7-year-old children","Total - Gender","Haemophilus influenzae type B (Hib)","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546045983","1.3.1.5.2","69.4","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 7-year-old children","Total - Gender","Haemophilus influenzae type B (Hib)","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546045984","1.3.1.5.3","79.3","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 7-year-old children","Total - Gender","Measles","Percentage vaccinated","Percent","239","units","0","v1546045985","1.3.1.6.1","79.5","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 7-year-old children","Total - Gender","Measles","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546045986","1.3.1.6.2","74.4","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 7-year-old children","Total - Gender","Measles","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546045987","1.3.1.6.3","83.8","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 7-year-old children","Total - Gender","Mumps","Percentage vaccinated","Percent","239","units","0","v1546045988","1.3.1.7.1","79.2","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 7-year-old children","Total - Gender","Mumps","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546045989","1.3.1.7.2","74.2","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 7-year-old children","Total - Gender","Mumps","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546045990","1.3.1.7.3","83.5","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 7-year-old children","Total - Gender","Rubella","Percentage vaccinated","Percent","239","units","0","v1546045991","1.3.1.8.1","92.5","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 7-year-old children","Total - Gender","Rubella","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546045992","1.3.1.8.2","88.7","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 7-year-old children","Total - Gender","Rubella","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546045993","1.3.1.8.3","95.1","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 7-year-old children","Total - Gender","Hepatitis B","Percentage vaccinated","Percent","239","units","0","v1546045994","1.3.1.9.1","78.6","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 7-year-old children","Total - Gender","Hepatitis B","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546045995","1.3.1.9.2","64.6","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 7-year-old children","Total - Gender","Hepatitis B","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546045996","1.3.1.9.3","88.1","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 7-year-old children","Total - Gender","Varicella","Percentage vaccinated","Percent","239","units","0","v1546045997","1.3.1.10.1","58.5","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 7-year-old children","Total - Gender","Varicella","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546045998","1.3.1.10.2","53.2","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 7-year-old children","Total - Gender","Varicella","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546045999","1.3.1.10.3","63.7","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 14-year-old children","Total - Gender","Hepatitis B","Percentage vaccinated","Percent","239","units","0","v1546046000","1.4.1.9.1","","..","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 14-year-old children","Total - Gender","Hepatitis B","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546046001","1.4.1.9.2","","..","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 14-year-old children","Total - Gender","Hepatitis B","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546046002","1.4.1.9.3","","..","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 14-year-old children","Total - Gender","Human Papillomavirus (HPV)","Percentage vaccinated","Percent","239","units","0","v1546046003","1.4.1.14.1","","..","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 14-year-old children","Total - Gender","Human Papillomavirus (HPV)","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546046004","1.4.1.14.2","","..","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 14-year-old children","Total - Gender","Human Papillomavirus (HPV)","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546046005","1.4.1.14.3","","..","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 14-year-old children","Men+","Hepatitis B","Percentage vaccinated","Percent","239","units","0","v1546046006","1.4.2.9.1","","..","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 14-year-old children","Men+","Hepatitis B","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546046007","1.4.2.9.2","","..","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 14-year-old children","Men+","Hepatitis B","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546046008","1.4.2.9.3","","..","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 14-year-old children","Men+","Human Papillomavirus (HPV)","Percentage vaccinated","Percent","239","units","0","v1546046009","1.4.2.14.1","","..","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 14-year-old children","Men+","Human Papillomavirus (HPV)","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546046010","1.4.2.14.2","","..","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 14-year-old children","Men+","Human Papillomavirus (HPV)","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546046011","1.4.2.14.3","","..","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 14-year-old children","Women+","Hepatitis B","Percentage vaccinated","Percent","239","units","0","v1546046012","1.4.3.9.1","","..","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 14-year-old children","Women+","Hepatitis B","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546046013","1.4.3.9.2","","..","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 14-year-old children","Women+","Hepatitis B","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546046014","1.4.3.9.3","","..","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 14-year-old children","Women+","Human Papillomavirus (HPV)","Percentage vaccinated","Percent","239","units","0","v1546046015","1.4.3.14.1","44.2","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 14-year-old children","Women+","Human Papillomavirus (HPV)","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546046016","1.4.3.14.2","38.8","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 14-year-old children","Women+","Human Papillomavirus (HPV)","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546046017","1.4.3.14.3","49.8","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 17-year-old children","Total - Gender","Diphtheria","Percentage vaccinated","Percent","239","units","0","v1546046018","1.5.1.1.1","50.6","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 17-year-old children","Total - Gender","Diphtheria","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546046019","1.5.1.1.2","44.6","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 17-year-old children","Total - Gender","Diphtheria","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546046020","1.5.1.1.3","56.6","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 17-year-old children","Total - Gender","Pertussis (whooping cough)","Percentage vaccinated","Percent","239","units","0","v1546046021","1.5.1.2.1","47.9","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 17-year-old children","Total - Gender","Pertussis (whooping cough)","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546046022","1.5.1.2.2","41.9","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 17-year-old children","Total - Gender","Pertussis (whooping cough)","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546046023","1.5.1.2.3","54.0","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 17-year-old children","Total - Gender","Tetanus","Percentage vaccinated","Percent","239","units","0","v1546046024","1.5.1.3.1","51.1","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 17-year-old children","Total - Gender","Tetanus","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546046025","1.5.1.3.2","45.0","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 17-year-old children","Total - Gender","Tetanus","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546046026","1.5.1.3.3","57.1","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 17-year-old children","Total - Gender","Polio","Percentage vaccinated","Percent","239","units","0","v1546046027","1.5.1.4.1","83.5","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 17-year-old children","Total - Gender","Polio","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546046028","1.5.1.4.2","78.3","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 17-year-old children","Total - Gender","Polio","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546046029","1.5.1.4.3","87.6","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 17-year-old children","Total - Gender","Haemophilus influenzae type B (Hib)","Percentage vaccinated","Percent","239","units","0","v1546046030","1.5.1.5.1","63.4","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 17-year-old children","Total - Gender","Haemophilus influenzae type B (Hib)","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546046031","1.5.1.5.2","57.0","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 17-year-old children","Total - Gender","Haemophilus influenzae type B (Hib)","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546046032","1.5.1.5.3","69.4","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 17-year-old children","Total - Gender","Measles","Percentage vaccinated","Percent","239","units","0","v1546046033","1.5.1.6.1","77.1","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 17-year-old children","Total - Gender","Measles","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546046034","1.5.1.6.2","71.6","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 17-year-old children","Total - Gender","Measles","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546046035","1.5.1.6.3","81.8","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 17-year-old children","Total - Gender","Mumps","Percentage vaccinated","Percent","239","units","0","v1546046036","1.5.1.7.1","67.0","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 17-year-old children","Total - Gender","Mumps","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546046037","1.5.1.7.2","61.1","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 17-year-old children","Total - Gender","Mumps","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546046038","1.5.1.7.3","72.4","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 17-year-old children","Total - Gender","Rubella","Percentage vaccinated","Percent","239","units","0","v1546046039","1.5.1.8.1","93.7","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 17-year-old children","Total - Gender","Rubella","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546046040","1.5.1.8.2","89.9","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 17-year-old children","Total - Gender","Rubella","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546046041","1.5.1.8.3","96.1","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 17-year-old children","Total - Gender","Hepatitis B","Percentage vaccinated","Percent","239","units","0","v1546046042","1.5.1.9.1","71.6","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 17-year-old children","Total - Gender","Hepatitis B","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546046043","1.5.1.9.2","66.0","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 17-year-old children","Total - Gender","Hepatitis B","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546046044","1.5.1.9.3","76.7","","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 17-year-old children","Total - Gender","Meningococcal type C","Percentage vaccinated","Percent","239","units","0","v1546046045","1.5.1.11.1","","..","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 17-year-old children","Total - Gender","Meningococcal type C","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546046046","1.5.1.11.2","","..","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 17-year-old children","Total - Gender","Meningococcal type C","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546046047","1.5.1.11.3","","..","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 17-year-old children","Total - Gender","Human Papillomavirus (HPV)","Percentage vaccinated","Percent","239","units","0","v1546046048","1.5.1.14.1","21.7","E","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 17-year-old children","Total - Gender","Human Papillomavirus (HPV)","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546046049","1.5.1.14.2","15.2","E","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 17-year-old children","Total - Gender","Human Papillomavirus (HPV)","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546046050","1.5.1.14.3","30.0","E","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 17-year-old children","Total - Gender","Diphtheria, Tetanus, acellular Pertussis (Tdap) booster","Percentage vaccinated","Percent","239","units","0","v1546046051","1.5.1.15.1","","..","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 17-year-old children","Total - Gender","Diphtheria, Tetanus, acellular Pertussis (Tdap) booster","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546046052","1.5.1.15.2","","..","","","1"
"2011","Canada","2021A000011124","Recommended vaccines for 17-year-old children","Total - Gender","Diphtheria, Tetanus, acellular Pertussis (Tdap) booster","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546046053","1.5.1.15.3","","..","","","1"
"2011","Newfoundland and Labrador","2021A000210","Recommended vaccines during pregnancy","Total - Gender","Tetanus toxoid, reduced diphtheria toxoid and reduced acellular pertussis (Tdap)","Percentage vaccinated","Percent","239","units","0","v1546046054","2.1.1.16.1","","..","","","1"
"2011","Newfoundland and Labrador","2021A000210","Recommended vaccines during pregnancy","Total - Gender","Tetanus toxoid, reduced diphtheria toxoid and reduced acellular pertussis (Tdap)","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546046055","2.1.1.16.2","","..","","","1"
"2011","Newfoundland and Labrador","2021A000210","Recommended vaccines during pregnancy","Total - Gender","Tetanus toxoid, reduced diphtheria toxoid and reduced acellular pertussis (Tdap)","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546046056","2.1.1.16.3","","..","","","1"
"2011","Newfoundland and Labrador","2021A000210","Recommended vaccines during pregnancy","Total - Gender","Influenza (flu)","Percentage vaccinated","Percent","239","units","0","v1546046057","2.1.1.17.1","","..","","","1"
"2011","Newfoundland and Labrador","2021A000210","Recommended vaccines during pregnancy","Total - Gender","Influenza (flu)","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546046058","2.1.1.17.2","","..","","","1"
"2011","Newfoundland and Labrador","2021A000210","Recommended vaccines during pregnancy","Total - Gender","Influenza (flu)","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546046059","2.1.1.17.3","","..","","","1"
"2011","Newfoundland and Labrador","2021A000210","Recommended vaccines for 2-year-old children","Total - Gender","Diphtheria","Percentage vaccinated","Percent","239","units","0","v1546046060","2.2.1.1.1","","..","","","1"
"2011","Newfoundland and Labrador","2021A000210","Recommended vaccines for 2-year-old children","Total - Gender","Diphtheria","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546046061","2.2.1.1.2","","..","","","1"
