"REF_DATE","GEO","DGUID","Target population","Sex","Antigen or vaccine","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2011","British Columbia","2021A000259","Recommended vaccines for 7-year-old children","Total - Gender","Tetanus","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047267","11.3.1.3.2","","..","","","1"
"2011","British Columbia","2021A000259","Recommended vaccines for 7-year-old children","Total - Gender","Tetanus","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047268","11.3.1.3.3","","..","","","1"
"2011","British Columbia","2021A000259","Recommended vaccines for 7-year-old children","Total - Gender","Polio","Percentage vaccinated","Percent","239","units","0","v1546047269","11.3.1.4.1","","..","","","1"
"2011","British Columbia","2021A000259","Recommended vaccines for 7-year-old children","Total - Gender","Polio","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047270","11.3.1.4.2","","..","","","1"
"2011","British Columbia","2021A000259","Recommended vaccines for 7-year-old children","Total - Gender","Polio","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047271","11.3.1.4.3","","..","","","1"
"2011","British Columbia","2021A000259","Recommended vaccines for 7-year-old children","Total - Gender","Haemophilus influenzae type B (Hib)","Percentage vaccinated","Percent","239","units","0","v1546047272","11.3.1.5.1","","..","","","1"
"2011","British Columbia","2021A000259","Recommended vaccines for 7-year-old children","Total - Gender","Haemophilus influenzae type B (Hib)","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047273","11.3.1.5.2","","..","","","1"
"2011","British Columbia","2021A000259","Recommended vaccines for 7-year-old children","Total - Gender","Haemophilus influenzae type B (Hib)","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047274","11.3.1.5.3","","..","","","1"
"2011","British Columbia","2021A000259","Recommended vaccines for 7-year-old children","Total - Gender","Measles","Percentage vaccinated","Percent","239","units","0","v1546047275","11.3.1.6.1","","..","","","1"
"2011","British Columbia","2021A000259","Recommended vaccines for 7-year-old children","Total - Gender","Measles","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047276","11.3.1.6.2","","..","","","1"
"2011","British Columbia","2021A000259","Recommended vaccines for 7-year-old children","Total - Gender","Measles","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047277","11.3.1.6.3","","..","","","1"
"2011","British Columbia","2021A000259","Recommended vaccines for 7-year-old children","Total - Gender","Mumps","Percentage vaccinated","Percent","239","units","0","v1546047278","11.3.1.7.1","","..","","","1"
"2011","British Columbia","2021A000259","Recommended vaccines for 7-year-old children","Total - Gender","Mumps","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047279","11.3.1.7.2","","..","","","1"
"2011","British Columbia","2021A000259","Recommended vaccines for 7-year-old children","Total - Gender","Mumps","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047280","11.3.1.7.3","","..","","","1"
"2011","British Columbia","2021A000259","Recommended vaccines for 7-year-old children","Total - Gender","Rubella","Percentage vaccinated","Percent","239","units","0","v1546047281","11.3.1.8.1","","..","","","1"
"2011","British Columbia","2021A000259","Recommended vaccines for 7-year-old children","Total - Gender","Rubella","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047282","11.3.1.8.2","","..","","","1"
"2011","British Columbia","2021A000259","Recommended vaccines for 7-year-old children","Total - Gender","Rubella","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047283","11.3.1.8.3","","..","","","1"
"2011","British Columbia","2021A000259","Recommended vaccines for 7-year-old children","Total - Gender","Hepatitis B","Percentage vaccinated","Percent","239","units","0","v1546047284","11.3.1.9.1","","..","","","1"
"2011","British Columbia","2021A000259","Recommended vaccines for 7-year-old children","Total - Gender","Hepatitis B","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047285","11.3.1.9.2","","..","","","1"
"2011","British Columbia","2021A000259","Recommended vaccines for 7-year-old children","Total - Gender","Hepatitis B","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047286","11.3.1.9.3","","..","","","1"
"2011","British Columbia","2021A000259","Recommended vaccines for 7-year-old children","Total - Gender","Varicella","Percentage vaccinated","Percent","239","units","0","v1546047287","11.3.1.10.1","","..","","","1"
"2011","British Columbia","2021A000259","Recommended vaccines for 7-year-old children","Total - Gender","Varicella","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047288","11.3.1.10.2","","..","","","1"
"2011","British Columbia","2021A000259","Recommended vaccines for 7-year-old children","Total - Gender","Varicella","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047289","11.3.1.10.3","","..","","","1"
"2011","British Columbia","2021A000259","Recommended vaccines for 14-year-old children","Total - Gender","Hepatitis B","Percentage vaccinated","Percent","239","units","0","v1546047290","11.4.1.9.1","","..","","","1"
"2011","British Columbia","2021A000259","Recommended vaccines for 14-year-old children","Total - Gender","Hepatitis B","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047291","11.4.1.9.2","","..","","","1"
"2011","British Columbia","2021A000259","Recommended vaccines for 14-year-old children","Total - Gender","Hepatitis B","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047292","11.4.1.9.3","","..","","","1"
"2011","British Columbia","2021A000259","Recommended vaccines for 14-year-old children","Total - Gender","Human Papillomavirus (HPV)","Percentage vaccinated","Percent","239","units","0","v1546047293","11.4.1.14.1","","..","","","1"
"2011","British Columbia","2021A000259","Recommended vaccines for 14-year-old children","Total - Gender","Human Papillomavirus (HPV)","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047294","11.4.1.14.2","","..","","","1"
"2011","British Columbia","2021A000259","Recommended vaccines for 14-year-old children","Total - Gender","Human Papillomavirus (HPV)","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047295","11.4.1.14.3","","..","","","1"
"2011","British Columbia","2021A000259","Recommended vaccines for 14-year-old children","Men+","Hepatitis B","Percentage vaccinated","Percent","239","units","0","v1546047296","11.4.2.9.1","","..","","","1"
"2011","British Columbia","2021A000259","Recommended vaccines for 14-year-old children","Men+","Hepatitis B","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047297","11.4.2.9.2","","..","","","1"
"2011","British Columbia","2021A000259","Recommended vaccines for 14-year-old children","Men+","Hepatitis B","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047298","11.4.2.9.3","","..","","","1"
"2011","British Columbia","2021A000259","Recommended vaccines for 14-year-old children","Men+","Human Papillomavirus (HPV)","Percentage vaccinated","Percent","239","units","0","v1546047299","11.4.2.14.1","","..","","","1"
"2011","British Columbia","2021A000259","Recommended vaccines for 14-year-old children","Men+","Human Papillomavirus (HPV)","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047300","11.4.2.14.2","","..","","","1"
"2011","British Columbia","2021A000259","Recommended vaccines for 14-year-old children","Men+","Human Papillomavirus (HPV)","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047301","11.4.2.14.3","","..","","","1"
"2011","British Columbia","2021A000259","Recommended vaccines for 14-year-old children","Women+","Hepatitis B","Percentage vaccinated","Percent","239","units","0","v1546047302","11.4.3.9.1","","..","","","1"
"2011","British Columbia","2021A000259","Recommended vaccines for 14-year-old children","Women+","Hepatitis B","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047303","11.4.3.9.2","","..","","","1"
"2011","British Columbia","2021A000259","Recommended vaccines for 14-year-old children","Women+","Hepatitis B","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047304","11.4.3.9.3","","..","","","1"
"2011","British Columbia","2021A000259","Recommended vaccines for 14-year-old children","Women+","Human Papillomavirus (HPV)","Percentage vaccinated","Percent","239","units","0","v1546047305","11.4.3.14.1","","..","","","1"
"2011","British Columbia","2021A000259","Recommended vaccines for 14-year-old children","Women+","Human Papillomavirus (HPV)","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047306","11.4.3.14.2","","..","","","1"
"2011","British Columbia","2021A000259","Recommended vaccines for 14-year-old children","Women+","Human Papillomavirus (HPV)","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047307","11.4.3.14.3","","..","","","1"
"2011","British Columbia","2021A000259","Recommended vaccines for 17-year-old children","Total - Gender","Diphtheria","Percentage vaccinated","Percent","239","units","0","v1546047308","11.5.1.1.1","","..","","","1"
"2011","British Columbia","2021A000259","Recommended vaccines for 17-year-old children","Total - Gender","Diphtheria","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047309","11.5.1.1.2","","..","","","1"
"2011","British Columbia","2021A000259","Recommended vaccines for 17-year-old children","Total - Gender","Diphtheria","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047310","11.5.1.1.3","","..","","","1"
"2011","British Columbia","2021A000259","Recommended vaccines for 17-year-old children","Total - Gender","Pertussis (whooping cough)","Percentage vaccinated","Percent","239","units","0","v1546047311","11.5.1.2.1","","..","","","1"
"2011","British Columbia","2021A000259","Recommended vaccines for 17-year-old children","Total - Gender","Pertussis (whooping cough)","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047312","11.5.1.2.2","","..","","","1"
"2011","British Columbia","2021A000259","Recommended vaccines for 17-year-old children","Total - Gender","Pertussis (whooping cough)","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047313","11.5.1.2.3","","..","","","1"
"2011","British Columbia","2021A000259","Recommended vaccines for 17-year-old children","Total - Gender","Tetanus","Percentage vaccinated","Percent","239","units","0","v1546047314","11.5.1.3.1","","..","","","1"
"2011","British Columbia","2021A000259","Recommended vaccines for 17-year-old children","Total - Gender","Tetanus","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047315","11.5.1.3.2","","..","","","1"
"2011","British Columbia","2021A000259","Recommended vaccines for 17-year-old children","Total - Gender","Tetanus","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047316","11.5.1.3.3","","..","","","1"
"2011","British Columbia","2021A000259","Recommended vaccines for 17-year-old children","Total - Gender","Polio","Percentage vaccinated","Percent","239","units","0","v1546047317","11.5.1.4.1","","..","","","1"
"2011","British Columbia","2021A000259","Recommended vaccines for 17-year-old children","Total - Gender","Polio","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047318","11.5.1.4.2","","..","","","1"
"2011","British Columbia","2021A000259","Recommended vaccines for 17-year-old children","Total - Gender","Polio","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047319","11.5.1.4.3","","..","","","1"
"2011","British Columbia","2021A000259","Recommended vaccines for 17-year-old children","Total - Gender","Haemophilus influenzae type B (Hib)","Percentage vaccinated","Percent","239","units","0","v1546047320","11.5.1.5.1","","..","","","1"
"2011","British Columbia","2021A000259","Recommended vaccines for 17-year-old children","Total - Gender","Haemophilus influenzae type B (Hib)","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047321","11.5.1.5.2","","..","","","1"
"2011","British Columbia","2021A000259","Recommended vaccines for 17-year-old children","Total - Gender","Haemophilus influenzae type B (Hib)","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047322","11.5.1.5.3","","..","","","1"
"2011","British Columbia","2021A000259","Recommended vaccines for 17-year-old children","Total - Gender","Measles","Percentage vaccinated","Percent","239","units","0","v1546047323","11.5.1.6.1","","..","","","1"
"2011","British Columbia","2021A000259","Recommended vaccines for 17-year-old children","Total - Gender","Measles","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047324","11.5.1.6.2","","..","","","1"
"2011","British Columbia","2021A000259","Recommended vaccines for 17-year-old children","Total - Gender","Measles","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047325","11.5.1.6.3","","..","","","1"
"2011","British Columbia","2021A000259","Recommended vaccines for 17-year-old children","Total - Gender","Mumps","Percentage vaccinated","Percent","239","units","0","v1546047326","11.5.1.7.1","","..","","","1"
"2011","British Columbia","2021A000259","Recommended vaccines for 17-year-old children","Total - Gender","Mumps","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047327","11.5.1.7.2","","..","","","1"
"2011","British Columbia","2021A000259","Recommended vaccines for 17-year-old children","Total - Gender","Mumps","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047328","11.5.1.7.3","","..","","","1"
"2011","British Columbia","2021A000259","Recommended vaccines for 17-year-old children","Total - Gender","Rubella","Percentage vaccinated","Percent","239","units","0","v1546047329","11.5.1.8.1","","..","","","1"
"2011","British Columbia","2021A000259","Recommended vaccines for 17-year-old children","Total - Gender","Rubella","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047330","11.5.1.8.2","","..","","","1"
"2011","British Columbia","2021A000259","Recommended vaccines for 17-year-old children","Total - Gender","Rubella","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047331","11.5.1.8.3","","..","","","1"
"2011","British Columbia","2021A000259","Recommended vaccines for 17-year-old children","Total - Gender","Hepatitis B","Percentage vaccinated","Percent","239","units","0","v1546047332","11.5.1.9.1","","..","","","1"
"2011","British Columbia","2021A000259","Recommended vaccines for 17-year-old children","Total - Gender","Hepatitis B","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047333","11.5.1.9.2","","..","","","1"
"2011","British Columbia","2021A000259","Recommended vaccines for 17-year-old children","Total - Gender","Hepatitis B","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047334","11.5.1.9.3","","..","","","1"
"2011","British Columbia","2021A000259","Recommended vaccines for 17-year-old children","Total - Gender","Meningococcal type C","Percentage vaccinated","Percent","239","units","0","v1546047335","11.5.1.11.1","","..","","","1"
"2011","British Columbia","2021A000259","Recommended vaccines for 17-year-old children","Total - Gender","Meningococcal type C","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047336","11.5.1.11.2","","..","","","1"
"2011","British Columbia","2021A000259","Recommended vaccines for 17-year-old children","Total - Gender","Meningococcal type C","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047337","11.5.1.11.3","","..","","","1"
"2011","British Columbia","2021A000259","Recommended vaccines for 17-year-old children","Total - Gender","Human Papillomavirus (HPV)","Percentage vaccinated","Percent","239","units","0","v1546047338","11.5.1.14.1","","..","","","1"
"2011","British Columbia","2021A000259","Recommended vaccines for 17-year-old children","Total - Gender","Human Papillomavirus (HPV)","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047339","11.5.1.14.2","","..","","","1"
"2011","British Columbia","2021A000259","Recommended vaccines for 17-year-old children","Total - Gender","Human Papillomavirus (HPV)","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047340","11.5.1.14.3","","..","","","1"
"2011","British Columbia","2021A000259","Recommended vaccines for 17-year-old children","Total - Gender","Diphtheria, Tetanus, acellular Pertussis (Tdap) booster","Percentage vaccinated","Percent","239","units","0","v1546047341","11.5.1.15.1","","..","","","1"
"2011","British Columbia","2021A000259","Recommended vaccines for 17-year-old children","Total - Gender","Diphtheria, Tetanus, acellular Pertussis (Tdap) booster","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047342","11.5.1.15.2","","..","","","1"
"2011","British Columbia","2021A000259","Recommended vaccines for 17-year-old children","Total - Gender","Diphtheria, Tetanus, acellular Pertussis (Tdap) booster","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047343","11.5.1.15.3","","..","","","1"
"2011","Yukon","2021A000260","Recommended vaccines during pregnancy","Total - Gender","Tetanus toxoid, reduced diphtheria toxoid and reduced acellular pertussis (Tdap)","Percentage vaccinated","Percent","239","units","0","v1546047344","12.1.1.16.1","","..","","","1"
"2011","Yukon","2021A000260","Recommended vaccines during pregnancy","Total - Gender","Tetanus toxoid, reduced diphtheria toxoid and reduced acellular pertussis (Tdap)","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047345","12.1.1.16.2","","..","","","1"
"2011","Yukon","2021A000260","Recommended vaccines during pregnancy","Total - Gender","Tetanus toxoid, reduced diphtheria toxoid and reduced acellular pertussis (Tdap)","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047346","12.1.1.16.3","","..","","","1"
"2011","Yukon","2021A000260","Recommended vaccines during pregnancy","Total - Gender","Influenza (flu)","Percentage vaccinated","Percent","239","units","0","v1546047347","12.1.1.17.1","","..","","","1"
"2011","Yukon","2021A000260","Recommended vaccines during pregnancy","Total - Gender","Influenza (flu)","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047348","12.1.1.17.2","","..","","","1"
"2011","Yukon","2021A000260","Recommended vaccines during pregnancy","Total - Gender","Influenza (flu)","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047349","12.1.1.17.3","","..","","","1"
"2011","Yukon","2021A000260","Recommended vaccines for 2-year-old children","Total - Gender","Diphtheria","Percentage vaccinated","Percent","239","units","0","v1546047350","12.2.1.1.1","","..","","","1"
"2011","Yukon","2021A000260","Recommended vaccines for 2-year-old children","Total - Gender","Diphtheria","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047351","12.2.1.1.2","","..","","","1"
"2011","Yukon","2021A000260","Recommended vaccines for 2-year-old children","Total - Gender","Diphtheria","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047352","12.2.1.1.3","","..","","","1"
"2011","Yukon","2021A000260","Recommended vaccines for 2-year-old children","Total - Gender","Pertussis (whooping cough)","Percentage vaccinated","Percent","239","units","0","v1546047353","12.2.1.2.1","","..","","","1"
"2011","Yukon","2021A000260","Recommended vaccines for 2-year-old children","Total - Gender","Pertussis (whooping cough)","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047354","12.2.1.2.2","","..","","","1"
"2011","Yukon","2021A000260","Recommended vaccines for 2-year-old children","Total - Gender","Pertussis (whooping cough)","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047355","12.2.1.2.3","","..","","","1"
"2011","Yukon","2021A000260","Recommended vaccines for 2-year-old children","Total - Gender","Tetanus","Percentage vaccinated","Percent","239","units","0","v1546047356","12.2.1.3.1","","..","","","1"
"2011","Yukon","2021A000260","Recommended vaccines for 2-year-old children","Total - Gender","Tetanus","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047357","12.2.1.3.2","","..","","","1"
"2011","Yukon","2021A000260","Recommended vaccines for 2-year-old children","Total - Gender","Tetanus","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047358","12.2.1.3.3","","..","","","1"
"2011","Yukon","2021A000260","Recommended vaccines for 2-year-old children","Total - Gender","Polio","Percentage vaccinated","Percent","239","units","0","v1546047359","12.2.1.4.1","","..","","","1"
"2011","Yukon","2021A000260","Recommended vaccines for 2-year-old children","Total - Gender","Polio","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047360","12.2.1.4.2","","..","","","1"
"2011","Yukon","2021A000260","Recommended vaccines for 2-year-old children","Total - Gender","Polio","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047361","12.2.1.4.3","","..","","","1"
"2011","Yukon","2021A000260","Recommended vaccines for 2-year-old children","Total - Gender","Haemophilus influenzae type B (Hib)","Percentage vaccinated","Percent","239","units","0","v1546047362","12.2.1.5.1","","..","","","1"
"2011","Yukon","2021A000260","Recommended vaccines for 2-year-old children","Total - Gender","Haemophilus influenzae type B (Hib)","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047363","12.2.1.5.2","","..","","","1"
"2011","Yukon","2021A000260","Recommended vaccines for 2-year-old children","Total - Gender","Haemophilus influenzae type B (Hib)","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047364","12.2.1.5.3","","..","","","1"
"2011","Yukon","2021A000260","Recommended vaccines for 2-year-old children","Total - Gender","Measles","Percentage vaccinated","Percent","239","units","0","v1546047365","12.2.1.6.1","","..","","","1"
"2011","Yukon","2021A000260","Recommended vaccines for 2-year-old children","Total - Gender","Measles","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047366","12.2.1.6.2","","..","","","1"
"2011","Yukon","2021A000260","Recommended vaccines for 2-year-old children","Total - Gender","Measles","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047367","12.2.1.6.3","","..","","","1"
"2011","Yukon","2021A000260","Recommended vaccines for 2-year-old children","Total - Gender","Mumps","Percentage vaccinated","Percent","239","units","0","v1546047368","12.2.1.7.1","","..","","","1"
"2011","Yukon","2021A000260","Recommended vaccines for 2-year-old children","Total - Gender","Mumps","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047369","12.2.1.7.2","","..","","","1"
"2011","Yukon","2021A000260","Recommended vaccines for 2-year-old children","Total - Gender","Mumps","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047370","12.2.1.7.3","","..","","","1"
"2011","Yukon","2021A000260","Recommended vaccines for 2-year-old children","Total - Gender","Rubella","Percentage vaccinated","Percent","239","units","0","v1546047371","12.2.1.8.1","","..","","","1"
"2011","Yukon","2021A000260","Recommended vaccines for 2-year-old children","Total - Gender","Rubella","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047372","12.2.1.8.2","","..","","","1"
"2011","Yukon","2021A000260","Recommended vaccines for 2-year-old children","Total - Gender","Rubella","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047373","12.2.1.8.3","","..","","","1"
"2011","Yukon","2021A000260","Recommended vaccines for 2-year-old children","Total - Gender","Hepatitis B","Percentage vaccinated","Percent","239","units","0","v1546047374","12.2.1.9.1","","..","","","1"
"2011","Yukon","2021A000260","Recommended vaccines for 2-year-old children","Total - Gender","Hepatitis B","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047375","12.2.1.9.2","","..","","","1"
"2011","Yukon","2021A000260","Recommended vaccines for 2-year-old children","Total - Gender","Hepatitis B","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047376","12.2.1.9.3","","..","","","1"
"2011","Yukon","2021A000260","Recommended vaccines for 2-year-old children","Total - Gender","Varicella","Percentage vaccinated","Percent","239","units","0","v1546047377","12.2.1.10.1","","..","","","1"
"2011","Yukon","2021A000260","Recommended vaccines for 2-year-old children","Total - Gender","Varicella","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047378","12.2.1.10.2","","..","","","1"
"2011","Yukon","2021A000260","Recommended vaccines for 2-year-old children","Total - Gender","Varicella","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047379","12.2.1.10.3","","..","","","1"
"2011","Yukon","2021A000260","Recommended vaccines for 2-year-old children","Total - Gender","Meningococcal type C","Percentage vaccinated","Percent","239","units","0","v1546047380","12.2.1.11.1","","..","","","1"
"2011","Yukon","2021A000260","Recommended vaccines for 2-year-old children","Total - Gender","Meningococcal type C","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047381","12.2.1.11.2","","..","","","1"
"2011","Yukon","2021A000260","Recommended vaccines for 2-year-old children","Total - Gender","Meningococcal type C","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047382","12.2.1.11.3","","..","","","1"
"2011","Yukon","2021A000260","Recommended vaccines for 2-year-old children","Total - Gender","Pneumococcal","Percentage vaccinated","Percent","239","units","0","v1546047383","12.2.1.12.1","","..","","","1"
"2011","Yukon","2021A000260","Recommended vaccines for 2-year-old children","Total - Gender","Pneumococcal","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047384","12.2.1.12.2","","..","","","1"
"2011","Yukon","2021A000260","Recommended vaccines for 2-year-old children","Total - Gender","Pneumococcal","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047385","12.2.1.12.3","","..","","","1"
"2011","Yukon","2021A000260","Recommended vaccines for 2-year-old children","Total - Gender","Rotavirus","Percentage vaccinated","Percent","239","units","0","v1546047386","12.2.1.13.1","","..","","","1"
"2011","Yukon","2021A000260","Recommended vaccines for 2-year-old children","Total - Gender","Rotavirus","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047387","12.2.1.13.2","","..","","","1"
"2011","Yukon","2021A000260","Recommended vaccines for 2-year-old children","Total - Gender","Rotavirus","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047388","12.2.1.13.3","","..","","","1"
"2011","Yukon","2021A000260","Recommended vaccines for 7-year-old children","Total - Gender","Diphtheria","Percentage vaccinated","Percent","239","units","0","v1546047389","12.3.1.1.1","","..","","","1"
"2011","Yukon","2021A000260","Recommended vaccines for 7-year-old children","Total - Gender","Diphtheria","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047390","12.3.1.1.2","","..","","","1"
"2011","Yukon","2021A000260","Recommended vaccines for 7-year-old children","Total - Gender","Diphtheria","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047391","12.3.1.1.3","","..","","","1"
"2011","Yukon","2021A000260","Recommended vaccines for 7-year-old children","Total - Gender","Pertussis (whooping cough)","Percentage vaccinated","Percent","239","units","0","v1546047392","12.3.1.2.1","","..","","","1"
"2011","Yukon","2021A000260","Recommended vaccines for 7-year-old children","Total - Gender","Pertussis (whooping cough)","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047393","12.3.1.2.2","","..","","","1"
"2011","Yukon","2021A000260","Recommended vaccines for 7-year-old children","Total - Gender","Pertussis (whooping cough)","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047394","12.3.1.2.3","","..","","","1"
"2011","Yukon","2021A000260","Recommended vaccines for 7-year-old children","Total - Gender","Tetanus","Percentage vaccinated","Percent","239","units","0","v1546047395","12.3.1.3.1","","..","","","1"
"2011","Yukon","2021A000260","Recommended vaccines for 7-year-old children","Total - Gender","Tetanus","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047396","12.3.1.3.2","","..","","","1"
"2011","Yukon","2021A000260","Recommended vaccines for 7-year-old children","Total - Gender","Tetanus","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047397","12.3.1.3.3","","..","","","1"
"2011","Yukon","2021A000260","Recommended vaccines for 7-year-old children","Total - Gender","Polio","Percentage vaccinated","Percent","239","units","0","v1546047398","12.3.1.4.1","","..","","","1"
"2011","Yukon","2021A000260","Recommended vaccines for 7-year-old children","Total - Gender","Polio","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047399","12.3.1.4.2","","..","","","1"
"2011","Yukon","2021A000260","Recommended vaccines for 7-year-old children","Total - Gender","Polio","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047400","12.3.1.4.3","","..","","","1"
"2011","Yukon","2021A000260","Recommended vaccines for 7-year-old children","Total - Gender","Haemophilus influenzae type B (Hib)","Percentage vaccinated","Percent","239","units","0","v1546047401","12.3.1.5.1","","..","","","1"
"2011","Yukon","2021A000260","Recommended vaccines for 7-year-old children","Total - Gender","Haemophilus influenzae type B (Hib)","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047402","12.3.1.5.2","","..","","","1"
"2011","Yukon","2021A000260","Recommended vaccines for 7-year-old children","Total - Gender","Haemophilus influenzae type B (Hib)","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047403","12.3.1.5.3","","..","","","1"
"2011","Yukon","2021A000260","Recommended vaccines for 7-year-old children","Total - Gender","Measles","Percentage vaccinated","Percent","239","units","0","v1546047404","12.3.1.6.1","","..","","","1"
"2011","Yukon","2021A000260","Recommended vaccines for 7-year-old children","Total - Gender","Measles","Low 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047405","12.3.1.6.2","","..","","","1"
"2011","Yukon","2021A000260","Recommended vaccines for 7-year-old children","Total - Gender","Measles","High 95% confidence interval, percentage vaccinated","Percent","239","units","0","v1546047406","12.3.1.6.3","","..","","","1"
