Geography,Year,Immunization Type,Birth Cohort,Immunization Percent,Standard Error,Standard Score,Alberta Percent
Z5.2.C.07,2022,MMR Dose 2 by Age 7,2015,76.68,3.89,0.6700000000000002,74.08
Z5.2.C.07,2023,MMR Dose 2 by Age 7,2016,79.62,4.04,1.7300000000000002,72.63000000000001
Z5.2.C.08,2014,MMR Dose 1 by Age 13,2001,90.96000000000001,2.2600000000000002,-2.4000000000000004,96.38000000000001
Z5.2.C.08,2015,MMR Dose 1 by Age 13,2002,91.2,2.25,-2.3600000000000003,96.51
Z5.2.C.08,2016,MMR Dose 1 by Age 13,2003,89.01,2.59,-2.9600000000000004,96.66000000000001
Z5.2.C.08,2017,MMR Dose 1 by Age 13,2004,92.36000000000001,2.1,-2.18,96.92
Z5.2.C.08,2018,MMR Dose 1 by Age 13,2005,87.96000000000001,2.71,-3.37,97.09
Z5.2.C.08,2019,MMR Dose 1 by Age 13,2006,90.59,2.18,-2.85,96.81000000000002
Z5.2.C.08,2020,MMR Dose 1 by Age 13,2007,86.98,2.51,-3.72,96.30000000000001
Z5.2.C.08,2021,MMR Dose 1 by Age 13,2008,85.58,2.85,-3.53,95.64000000000001
Z5.2.C.08,2022,MMR Dose 1 by Age 13,2009,92.25,2.02,-1.4800000000000002,95.25
Z5.2.C.08,2023,MMR Dose 1 by Age 13,2010,89.4,2.47,-2.25,94.95
Z5.2.C.08,2014,MMR Dose 1 by Age 17,1997,90.69000000000001,2.27,-2.43,96.23
Z5.2.C.08,2015,MMR Dose 1 by Age 17,1998,92.18,2.13,-2.03,96.51
Z5.2.C.08,2016,MMR Dose 1 by Age 17,1999,91.37,2.2600000000000002,-2.3600000000000003,96.71000000000001
Z5.2.C.08,2017,MMR Dose 1 by Age 17,2000,87.79,2.6,-3.51,96.94000000000001
Z5.2.C.08,2018,MMR Dose 1 by Age 17,2001,91.88000000000001,2.12,-2.4200000000000004,97.03
Z5.2.C.08,2019,MMR Dose 1 by Age 17,2002,91.77,2.18,-2.5,97.22
Z5.2.C.08,2020,MMR Dose 1 by Age 17,2003,90.7,2.3600000000000003,-2.9800000000000004,97.75
Z5.2.C.08,2021,MMR Dose 1 by Age 17,2004,93.7,1.87,-2.22,97.84000000000002
Z5.2.C.08,2022,MMR Dose 1 by Age 17,2005,87.96000000000001,2.71,-3.64,97.83000000000001
Z5.2.C.08,2023,MMR Dose 1 by Age 17,2006,90.59,2.18,-3.06,97.27
Z5.2.C.08,2014,MMR Dose 1 by Age 2,2012,79.82000000000001,3.09,-2.66,88.05
Z5.2.C.08,2015,MMR Dose 1 by Age 2,2013,76.26,3.3800000000000003,-3.21,87.11000000000001
Z5.2.C.08,2016,MMR Dose 1 by Age 2,2014,76.41000000000001,3.35,-3.25,87.29
Z5.2.C.08,2017,MMR Dose 1 by Age 2,2015,75.45,3.41,-3.4000000000000004,87.05
Z5.2.C.08,2018,MMR Dose 1 by Age 2,2016,74.47,3.53,-3.47,86.73
Z5.2.C.08,2019,MMR Dose 1 by Age 2,2017,69.55,3.62,-4.8100000000000005,86.96000000000001
Z5.2.C.08,2020,MMR Dose 1 by Age 2,2018,71.14000000000001,3.83,-4.05,86.65
Z5.2.C.08,2021,MMR Dose 1 by Age 2,2019,66.24000000000001,4.15,-4.09,83.2
Z5.2.C.08,2022,MMR Dose 1 by Age 2,2020,60.160000000000004,4.4,-4.98,82.07
Z5.2.C.08,2023,MMR Dose 1 by Age 2,2021,68.48,3.95,-3.3400000000000003,81.67
Z5.2.C.08,2014,MMR Dose 2 by Age 13,2001,84.85000000000001,2.8600000000000003,-2.41,91.76
Z5.2.C.08,2015,MMR Dose 2 by Age 13,2002,88.7,2.53,-1.1800000000000002,91.68
Z5.2.C.08,2016,MMR Dose 2 by Age 13,2003,84.67,2.9000000000000004,-2.24,91.18
Z5.2.C.08,2017,MMR Dose 2 by Age 13,2004,88.82000000000001,2.3800000000000003,-1.11,91.45
Z5.2.C.08,2018,MMR Dose 2 by Age 13,2005,85.11000000000001,2.97,-2.1,91.34000000000002
Z5.2.C.08,2019,MMR Dose 2 by Age 13,2006,86.54,2.58,-1.9100000000000001,91.46000000000001
Z5.2.C.08,2020,MMR Dose 2 by Age 13,2007,87.18,2.4000000000000004,-1.6,91.01
Z5.2.C.08,2021,MMR Dose 2 by Age 13,2008,81.63000000000001,3.05,-2.68,89.81000000000002
Z5.2.C.08,2022,MMR Dose 2 by Age 13,2009,84.83000000000001,2.81,-1.7800000000000002,89.83000000000001
Z5.2.C.08,2023,MMR Dose 2 by Age 13,2010,85.49000000000001,2.89,-1.4300000000000002,89.61000000000001
Z5.2.C.08,2014,MMR Dose 2 by Age 17,1997,90.65,2.13,-0.8200000000000001,92.41000000000001
Z5.2.C.08,2015,MMR Dose 2 by Age 17,1998,90.12,2.33,-1.1300000000000001,92.75
Z5.2.C.08,2016,MMR Dose 2 by Age 17,1999,92.30000000000001,2.02,-0.45,93.22
Z5.2.C.08,2017,MMR Dose 2 by Age 17,2000,85.38000000000001,2.81,-2.8800000000000003,93.49000000000001
Z5.2.C.08,2018,MMR Dose 2 by Age 17,2001,87.56,2.59,-2.24,93.37
Z5.2.C.08,2019,MMR Dose 2 by Age 17,2002,89.35000000000001,2.47,-1.7100000000000002,93.56
Z5.2.C.08,2020,MMR Dose 2 by Age 17,2003,88.65,2.51,-2.27,94.32000000000001
Z5.2.C.08,2021,MMR Dose 2 by Age 17,2004,91.47,2.05,-1.4000000000000001,94.35000000000001
Z5.2.C.08,2022,MMR Dose 2 by Age 17,2005,85.11000000000001,2.97,-2.8600000000000003,93.60000000000001
Z5.2.C.08,2023,MMR Dose 2 by Age 17,2006,87.07,2.53,-2.19,92.62
Z5.2.C.08,2023,MMR Dose 2 by Age 2,2021,53.71,4.19,-3.73,69.32
Z5.2.C.08,2014,MMR Dose 2 by Age 7,2007,70.42,3.4600000000000004,-2.9400000000000004,80.57
Z5.2.C.08,2015,MMR Dose 2 by Age 7,2008,72.43,3.62,-2.45,81.30000000000001
Z5.2.C.08,2016,MMR Dose 2 by Age 7,2009,75.22,3.5,-1.9700000000000002,82.10000000000001
Z5.2.C.08,2017,MMR Dose 2 by Age 7,2010,75.71000000000001,3.45,-1.7200000000000002,81.63000000000001
Z5.2.C.08,2018,MMR Dose 2 by Age 7,2011,67.78,3.79,-3.51,81.08
Z5.2.C.08,2019,MMR Dose 2 by Age 7,2012,76.36999999999999,3.45,-1.55,81.72
Z5.2.C.08,2020,MMR Dose 2 by Age 7,2013,71.49000000000001,3.56,-1.7200000000000002,77.60000000000001
Z5.2.C.08,2021,MMR Dose 2 by Age 7,2014,68.48,3.75,-1.6700000000000002,74.73
Z5.2.C.08,2022,MMR Dose 2 by Age 7,2015,58.900000000000006,3.85,-3.9400000000000004,74.08
Z5.2.C.08,2023,MMR Dose 2 by Age 7,2016,55.410000000000004,4.06,-4.24,72.63000000000001
Z5.3.A.01,2014,MMR Dose 1 by Age 13,2001,92.67,3.4000000000000004,-1.09,96.38000000000001
Z5.3.A.01,2015,MMR Dose 1 by Age 13,2002,91.54,4.51,-1.1,96.51
Z5.3.A.01,2016,MMR Dose 1 by Age 13,2003,98.43,1.3900000000000001,1.2800000000000002,96.66000000000001
Z5.3.A.01,2017,MMR Dose 1 by Age 13,2004,87.48,4.65,-2.03,96.92
Z5.3.A.01,2018,MMR Dose 1 by Age 13,2005,94.02,2.85,-1.08,97.09
Z5.3.A.01,2019,MMR Dose 1 by Age 13,2006,98.08,1.56,0.8200000000000001,96.81000000000002
Z5.3.A.01,2020,MMR Dose 1 by Age 13,2007,91.03,3.31,-1.59,96.30000000000001
Z5.3.A.01,2021,MMR Dose 1 by Age 13,2008,86.36000000000001,4.53,-2.05,95.64000000000001
Z5.3.A.01,2022,MMR Dose 1 by Age 13,2009,89.49000000000001,3.6,-1.6,95.25
Z5.3.A.01,2023,MMR Dose 1 by Age 13,2010,97.17,1.7900000000000003,1.2400000000000002,94.95
Z5.3.A.01,2014,MMR Dose 1 by Age 17,1997,81.77,4.66,-3.11,96.23
Z5.3.A.01,2015,MMR Dose 1 by Age 17,1998,95.86000000000001,2.37,-0.27,96.51
Z5.3.A.01,2016,MMR Dose 1 by Age 17,1999,91.94000000000001,3.64,-1.31,96.71000000000001
Z5.3.A.01,2017,MMR Dose 1 by Age 17,2000,98.31000000000002,2.01,0.68,96.94000000000001
Z5.3.A.01,2018,MMR Dose 1 by Age 17,2001,92.67,3.4000000000000004,-1.2800000000000002,97.03
Z5.3.A.01,2019,MMR Dose 1 by Age 17,2002,91.54,4.51,-1.2600000000000002,97.22
Z5.3.A.01,2020,MMR Dose 1 by Age 17,2003,98.43,1.3900000000000001,0.49,97.75
Z5.3.A.01,2021,MMR Dose 1 by Age 17,2004,87.48,4.65,-2.23,97.84000000000002
Z5.3.A.01,2022,MMR Dose 1 by Age 17,2005,94.94000000000001,2.56,-1.1300000000000001,97.83000000000001
Z5.3.A.01,2023,MMR Dose 1 by Age 17,2006,98.08,1.56,0.52,97.27
Z5.3.A.01,2014,MMR Dose 1 by Age 2,2012,84.11000000000001,4.7,-0.8400000000000001,88.05
Z5.3.A.01,2015,MMR Dose 1 by Age 2,2013,84.08,4.82,-0.6300000000000001,87.11000000000001
Z5.3.A.01,2016,MMR Dose 1 by Age 2,2014,85.30000000000001,5.75,-0.35000000000000003,87.29
Z5.3.A.01,2017,MMR Dose 1 by Age 2,2015,83.78,5.26,-0.6200000000000001,87.05
Z5.3.A.01,2018,MMR Dose 1 by Age 2,2016,92.24000000000001,3.7,1.4900000000000002,86.73
Z5.3.A.01,2019,MMR Dose 1 by Age 2,2017,85.02,5.06,-0.38000000000000006,86.96000000000001
Z5.3.A.01,2020,MMR Dose 1 by Age 2,2018,79.5,5.2,-1.3800000000000001,86.65
Z5.3.A.01,2021,MMR Dose 1 by Age 2,2019,88.75,3.9200000000000004,1.4200000000000002,83.2
Z5.3.A.01,2022,MMR Dose 1 by Age 2,2020,79.35000000000001,6.0,-0.45,82.07
Z5.3.A.01,2023,MMR Dose 1 by Age 2,2021,81.89000000000001,6.880000000000001,0.03,81.67
Z5.3.A.01,2014,MMR Dose 2 by Age 13,2001,88.28,4.48,-0.78,91.76
Z5.3.A.01,2015,MMR Dose 2 by Age 13,2002,86.37,4.57,-1.1600000000000001,91.68
Z5.3.A.01,2016,MMR Dose 2 by Age 13,2003,90.24000000000001,4.08,-0.23,91.18
Z5.3.A.01,2017,MMR Dose 2 by Age 13,2004,82.93,4.930000000000001,-1.7300000000000002,91.45
Z5.3.A.01,2018,MMR Dose 2 by Age 13,2005,84.80000000000001,4.73,-1.3800000000000001,91.34000000000002
Z5.3.A.01,2019,MMR Dose 2 by Age 13,2006,86.19000000000001,4.22,-1.2500000000000002,91.46000000000001
Z5.3.A.01,2020,MMR Dose 2 by Age 13,2007,81.47,4.53,-2.11,91.01
Z5.3.A.01,2021,MMR Dose 2 by Age 13,2008,87.14000000000001,4.3,-0.6200000000000001,89.81000000000002
Z5.3.A.01,2022,MMR Dose 2 by Age 13,2009,74.55,5.29,-2.89,89.83000000000001
Z5.3.A.01,2023,MMR Dose 2 by Age 13,2010,90.59,3.49,0.28,89.61000000000001
Z5.3.A.01,2014,MMR Dose 2 by Age 17,1997,86.5,4.69,-1.2600000000000002,92.41000000000001
Z5.3.A.01,2015,MMR Dose 2 by Age 17,1998,92.71000000000001,3.72,-0.01,92.75
Z5.3.A.01,2016,MMR Dose 2 by Age 17,1999,91.15,3.7800000000000002,-0.55,93.22
Z5.3.A.01,2017,MMR Dose 2 by Age 17,2000,97.58,1.9300000000000002,2.12,93.49000000000001
Z5.3.A.01,2018,MMR Dose 2 by Age 17,2001,89.30000000000001,4.21,-0.97,93.37
Z5.3.A.01,2019,MMR Dose 2 by Age 17,2002,88.47,4.319999999999999,-1.1800000000000002,93.56
Z5.3.A.01,2020,MMR Dose 2 by Age 17,2003,90.24000000000001,4.08,-1.0,94.32000000000001
Z5.3.A.01,2021,MMR Dose 2 by Age 17,2004,82.93,4.930000000000001,-2.31,94.35000000000001
Z5.3.A.01,2022,MMR Dose 2 by Age 17,2005,87.69000000000001,4.25,-1.3900000000000001,93.60000000000001
Z5.3.A.01,2023,MMR Dose 2 by Age 17,2006,87.81000000000002,4.03,-1.2000000000000002,92.62
Z5.3.A.01,2023,MMR Dose 2 by Age 2,2021,69.61000000000001,7.82,0.04,69.32
Z5.3.A.01,2014,MMR Dose 2 by Age 7,2007,73.16000000000001,5.1000000000000005,-1.4500000000000002,80.57
Z5.3.A.01,2015,MMR Dose 2 by Age 7,2008,76.54,5.74,-0.8300000000000001,81.30000000000001
Z5.3.A.01,2016,MMR Dose 2 by Age 7,2009,69.17,5.69,-2.27,82.10000000000001
Z5.3.A.01,2017,MMR Dose 2 by Age 7,2010,79.7,4.670000000000001,-0.41000000000000003,81.63000000000001
Z5.3.A.01,2018,MMR Dose 2 by Age 7,2011,60.42000000000001,6.670000000000001,-3.1,81.08
Z5.3.A.01,2019,MMR Dose 2 by Age 7,2012,61.220000000000006,6.66,-3.08,81.72
Z5.3.A.01,2020,MMR Dose 2 by Age 7,2013,68.13000000000001,6.330000000000001,-1.5,77.60000000000001
Z5.3.A.01,2021,MMR Dose 2 by Age 7,2014,57.1,8.17,-2.16,74.73
Z5.3.A.01,2022,MMR Dose 2 by Age 7,2015,75.21000000000001,6.05,0.19,74.08
Z5.3.A.01,2023,MMR Dose 2 by Age 7,2016,71.44000000000001,6.470000000000001,-0.18,72.63000000000001
Z5.3.A.02,2014,MMR Dose 1 by Age 13,2001,96.64000000000001,2.5,0.1,96.38000000000001
Z5.3.A.02,2015,MMR Dose 1 by Age 13,2002,95.18,2.95,-0.45,96.51
Z5.3.A.02,2016,MMR Dose 1 by Age 13,2003,91.35000000000001,4.45,-1.1900000000000002,96.66000000000001
Z5.3.A.02,2017,MMR Dose 1 by Age 13,2004,93.84000000000002,3.83,-0.8,96.92
Z5.3.A.02,2018,MMR Dose 1 by Age 13,2005,97.94000000000001,1.7100000000000002,0.49,97.09
Z5.3.A.02,2019,MMR Dose 1 by Age 13,2006,95.96000000000001,2.74,-0.31000000000000005,96.81000000000002
Z5.3.A.02,2020,MMR Dose 1 by Age 13,2007,97.23,2.3400000000000003,0.4,96.30000000000001
Z5.3.A.02,2021,MMR Dose 1 by Age 13,2008,91.88000000000001,4.69,-0.8,95.64000000000001
Z5.3.A.02,2022,MMR Dose 1 by Age 13,2009,96.56,2.41,0.54,95.25
Z5.3.A.02,2023,MMR Dose 1 by Age 13,2010,98.64000000000001,2.05,1.8,94.95
Z5.3.A.02,2014,MMR Dose 1 by Age 17,1997,97.03,3.33,0.24000000000000002,96.23
Z5.3.A.02,2015,MMR Dose 1 by Age 17,1998,93.94000000000001,4.07,-0.6300000000000001,96.51
Z5.3.A.02,2016,MMR Dose 1 by Age 17,1999,96.25,2.7600000000000002,-0.17,96.71000000000001
Z5.3.A.02,2017,MMR Dose 1 by Age 17,2000,95.61000000000001,3.2800000000000002,-0.41000000000000003,96.94000000000001
Z5.3.A.02,2018,MMR Dose 1 by Age 17,2001,97.96000000000001,1.83,0.51,97.03
Z5.3.A.02,2019,MMR Dose 1 by Age 17,2002,95.18,2.95,-0.6900000000000001,97.22
Z5.3.A.02,2020,MMR Dose 1 by Age 17,2003,91.35000000000001,4.45,-1.4400000000000002,97.75
Z5.3.A.02,2021,MMR Dose 1 by Age 17,2004,95.59,3.12,-0.7200000000000001,97.84000000000002
Z5.3.A.02,2022,MMR Dose 1 by Age 17,2005,99.54,0.6400000000000001,2.67,97.83000000000001
Z5.3.A.02,2023,MMR Dose 1 by Age 17,2006,95.96000000000001,2.74,-0.48000000000000004,97.27
Z5.3.A.02,2014,MMR Dose 1 by Age 2,2012,80.9,7.12,-1.0,88.05
Z5.3.A.02,2015,MMR Dose 1 by Age 2,2013,88.65,5.680000000000001,0.27,87.11000000000001
Z5.3.A.02,2016,MMR Dose 1 by Age 2,2014,90.55,4.680000000000001,0.7000000000000001,87.29
Z5.3.A.02,2017,MMR Dose 1 by Age 2,2015,88.94000000000001,5.7700000000000005,0.33000000000000007,87.05
Z5.3.A.02,2018,MMR Dose 1 by Age 2,2016,94.67,4.140000000000001,1.9200000000000002,86.73
Z5.3.A.02,2019,MMR Dose 1 by Age 2,2017,87.62,6.130000000000001,0.11,86.96000000000001
Z5.3.A.02,2020,MMR Dose 1 by Age 2,2018,92.66000000000001,5.180000000000001,1.1600000000000001,86.65
Z5.3.A.02,2021,MMR Dose 1 by Age 2,2019,97.87,2.69,5.46,83.2
Z5.3.A.02,2022,MMR Dose 1 by Age 2,2020,90.22,6.57,1.2400000000000002,82.07
Z5.3.A.02,2023,MMR Dose 1 by Age 2,2021,85.89000000000001,7.630000000000001,0.55,81.67
Z5.3.A.02,2014,MMR Dose 2 by Age 13,2001,83.34000000000002,6.42,-1.31,91.76
Z5.3.A.02,2015,MMR Dose 2 by Age 13,2002,95.66000000000001,3.4600000000000004,1.1500000000000001,91.68
Z5.3.A.02,2016,MMR Dose 2 by Age 13,2003,90.65,4.45,-0.12000000000000001,91.18
Z5.3.A.02,2017,MMR Dose 2 by Age 13,2004,80.43,7.42,-1.4900000000000002,91.45
Z5.3.A.02,2018,MMR Dose 2 by Age 13,2005,93.55,3.81,0.58,91.34000000000002
Z5.3.A.02,2019,MMR Dose 2 by Age 13,2006,84.08,6.300000000000001,-1.1700000000000002,91.46000000000001
Z5.3.A.02,2020,MMR Dose 2 by Age 13,2007,89.12,4.930000000000001,-0.38000000000000006,91.01
Z5.3.A.02,2021,MMR Dose 2 by Age 13,2008,84.69000000000001,6.25,-0.8200000000000001,89.81000000000002
Z5.3.A.02,2022,MMR Dose 2 by Age 13,2009,86.93,5.05,-0.5700000000000001,89.83000000000001
Z5.3.A.02,2023,MMR Dose 2 by Age 13,2010,82.9,7.07,-0.9500000000000001,89.61000000000001
Z5.3.A.02,2014,MMR Dose 2 by Age 17,1997,97.27,2.2,2.21,92.41000000000001
Z5.3.A.02,2015,MMR Dose 2 by Age 17,1998,87.93,7.2,-0.6700000000000002,92.75
Z5.3.A.02,2016,MMR Dose 2 by Age 17,1999,83.99000000000001,5.41,-1.7100000000000002,93.22
Z5.3.A.02,2017,MMR Dose 2 by Age 17,2000,82.77,6.75,-1.59,93.49000000000001
Z5.3.A.02,2018,MMR Dose 2 by Age 17,2001,93.56,4.02,0.05,93.37
Z5.3.A.02,2019,MMR Dose 2 by Age 17,2002,95.66000000000001,3.4600000000000004,0.6000000000000001,93.56
Z5.3.A.02,2020,MMR Dose 2 by Age 17,2003,90.65,4.45,-0.8200000000000001,94.32000000000001
Z5.3.A.02,2021,MMR Dose 2 by Age 17,2004,83.98,6.870000000000001,-1.51,94.35000000000001
Z5.3.A.02,2022,MMR Dose 2 by Age 17,2005,96.09,3.03,0.8200000000000001,93.60000000000001
Z5.3.A.02,2023,MMR Dose 2 by Age 17,2006,87.60000000000001,5.8100000000000005,-0.8700000000000001,92.62
Z5.3.A.02,2023,MMR Dose 2 by Age 2,2021,58.730000000000004,10.34,-1.02,69.32
Z5.3.A.02,2014,MMR Dose 2 by Age 7,2007,74.02,7.07,-0.93,80.57
Z5.3.A.02,2015,MMR Dose 2 by Age 7,2008,75.35,7.42,-0.8,81.30000000000001
Z5.3.A.02,2016,MMR Dose 2 by Age 7,2009,72.69000000000001,6.380000000000001,-1.4700000000000002,82.10000000000001
Z5.3.A.02,2017,MMR Dose 2 by Age 7,2010,78.04,7.23,-0.5,81.63000000000001
Z5.3.A.02,2018,MMR Dose 2 by Age 7,2011,64.78,8.81,-1.85,81.08
Z5.3.A.02,2019,MMR Dose 2 by Age 7,2012,82.86000000000001,7.02,0.16,81.72
Z5.3.A.02,2020,MMR Dose 2 by Age 7,2013,87.67,5.4,1.86,77.60000000000001
Z5.3.A.02,2021,MMR Dose 2 by Age 7,2014,72.2,7.830000000000001,-0.32000000000000006,74.73
Z5.3.A.02,2022,MMR Dose 2 by Age 7,2015,71.86999999999999,9.860000000000001,-0.22,74.08
Z5.3.A.02,2023,MMR Dose 2 by Age 7,2016,82.03,7.07,1.33,72.63000000000001
Z5.3.A.03,2014,MMR Dose 1 by Age 13,2001,96.82000000000001,1.7100000000000002,0.25,96.38000000000001
Z5.3.A.03,2015,MMR Dose 1 by Age 13,2002,89.99000000000001,2.99,-2.18,96.51
Z5.3.A.03,2016,MMR Dose 1 by Age 13,2003,94.58,1.9200000000000002,-1.08,96.66000000000001
Z5.3.A.03,2017,MMR Dose 1 by Age 13,2004,95.61000000000001,1.7700000000000002,-0.7400000000000001,96.92
Z5.3.A.03,2018,MMR Dose 1 by Age 13,2005,94.46000000000001,2.27,-1.1600000000000001,97.09
Z5.3.A.03,2019,MMR Dose 1 by Age 13,2006,88.67,3.27,-2.49,96.81000000000002
Z5.3.A.03,2020,MMR Dose 1 by Age 13,2007,89.46000000000001,3.23,-2.12,96.30000000000001
Z5.3.A.03,2021,MMR Dose 1 by Age 13,2008,92.4,2.47,-1.31,95.64000000000001
Z5.3.A.03,2022,MMR Dose 1 by Age 13,2009,89.43,2.9600000000000004,-1.9700000000000002,95.25
Z5.3.A.03,2023,MMR Dose 1 by Age 13,2010,83.03,3.67,-3.25,94.95
Z5.3.A.03,2014,MMR Dose 1 by Age 17,1997,94.26,2.1,-0.9400000000000001,96.23
Z5.3.A.03,2015,MMR Dose 1 by Age 17,1998,91.57,2.53,-1.9500000000000002,96.51
Z5.3.A.03,2016,MMR Dose 1 by Age 17,1999,96.9,1.4300000000000002,0.13,96.71000000000001
Z5.3.A.03,2017,MMR Dose 1 by Age 17,2000,96.51,1.6900000000000002,-0.26,96.94000000000001
Z5.3.A.03,2018,MMR Dose 1 by Age 17,2001,96.82000000000001,1.7100000000000002,-0.12000000000000001,97.03
Z5.3.A.03,2019,MMR Dose 1 by Age 17,2002,89.99000000000001,2.99,-2.41,97.22
Z5.3.A.03,2020,MMR Dose 1 by Age 17,2003,95.15,1.8,-1.4400000000000002,97.75
Z5.3.A.03,2021,MMR Dose 1 by Age 17,2004,95.61000000000001,1.7700000000000002,-1.2600000000000002,97.84000000000002
Z5.3.A.03,2022,MMR Dose 1 by Age 17,2005,97.11000000000001,1.61,-0.45,97.83000000000001
Z5.3.A.03,2023,MMR Dose 1 by Age 17,2006,89.75,3.13,-2.4000000000000004,97.27
Z5.3.A.03,2014,MMR Dose 1 by Age 2,2012,79.56,3.9200000000000004,-2.16,88.05
Z5.3.A.03,2015,MMR Dose 1 by Age 2,2013,67.55,4.7700000000000005,-4.1000000000000005,87.11000000000001
Z5.3.A.03,2016,MMR Dose 1 by Age 2,2014,66.14000000000001,4.430000000000001,-4.78,87.29
Z5.3.A.03,2017,MMR Dose 1 by Age 2,2015,67.04,4.08,-4.9,87.05
Z5.3.A.03,2018,MMR Dose 1 by Age 2,2016,69.54,4.2700000000000005,-4.03,86.73
Z5.3.A.03,2019,MMR Dose 1 by Age 2,2017,64.93,4.41,-5.0,86.96000000000001
Z5.3.A.03,2020,MMR Dose 1 by Age 2,2018,72.18,4.44,-3.2600000000000002,86.65
Z5.3.A.03,2021,MMR Dose 1 by Age 2,2019,65.34,4.45,-4.01,83.2
Z5.3.A.03,2022,MMR Dose 1 by Age 2,2020,59.56,5.370000000000001,-4.19,82.07
Z5.3.A.03,2023,MMR Dose 1 by Age 2,2021,70.5,4.640000000000001,-2.41,81.67
Z5.3.A.03,2014,MMR Dose 2 by Age 13,2001,89.08,2.95,-0.91,91.76
Z5.3.A.03,2015,MMR Dose 2 by Age 13,2002,84.76,3.5,-1.9700000000000002,91.68
Z5.3.A.03,2016,MMR Dose 2 by Age 13,2003,89.7,2.63,-0.56,91.18
Z5.3.A.03,2017,MMR Dose 2 by Age 13,2004,87.47,3.2,-1.2400000000000002,91.45
Z5.3.A.03,2018,MMR Dose 2 by Age 13,2005,87.75,3.07,-1.1700000000000002,91.34000000000002
Z5.3.A.03,2019,MMR Dose 2 by Age 13,2006,82.01,3.7800000000000002,-2.5,91.46000000000001
Z5.3.A.03,2020,MMR Dose 2 by Age 13,2007,85.06,3.4800000000000004,-1.7100000000000002,91.01
Z5.3.A.03,2021,MMR Dose 2 by Age 13,2008,90.69000000000001,2.59,0.34,89.81000000000002
Z5.3.A.03,2022,MMR Dose 2 by Age 13,2009,79.2,3.9400000000000004,-2.7,89.83000000000001
Z5.3.A.03,2023,MMR Dose 2 by Age 13,2010,73.86,4.170000000000001,-3.7800000000000002,89.61000000000001
Z5.3.A.03,2014,MMR Dose 2 by Age 17,1997,89.38000000000001,2.9200000000000004,-1.04,92.41000000000001
Z5.3.A.03,2015,MMR Dose 2 by Age 17,1998,88.4,2.69,-1.62,92.75
Z5.3.A.03,2016,MMR Dose 2 by Age 17,1999,91.89000000000001,2.29,-0.58,93.22
Z5.3.A.03,2017,MMR Dose 2 by Age 17,2000,94.67,2.09,0.56,93.49000000000001
Z5.3.A.03,2018,MMR Dose 2 by Age 17,2001,90.4,2.74,-1.08,93.37
Z5.3.A.03,2019,MMR Dose 2 by Age 17,2002,86.67,3.3200000000000003,-2.08,93.56
Z5.3.A.03,2020,MMR Dose 2 by Age 17,2003,92.66000000000001,2.19,-0.76,94.32000000000001
Z5.3.A.03,2021,MMR Dose 2 by Age 17,2004,89.10000000000001,2.99,-1.7500000000000002,94.35000000000001
Z5.3.A.03,2022,MMR Dose 2 by Age 17,2005,91.06,2.65,-0.96,93.60000000000001
Z5.3.A.03,2023,MMR Dose 2 by Age 17,2006,82.99000000000001,3.7,-2.6,92.62
Z5.3.A.03,2023,MMR Dose 2 by Age 2,2021,49.71,5.170000000000001,-3.8000000000000003,69.32
Z5.3.A.03,2014,MMR Dose 2 by Age 7,2007,70.69000000000001,4.57,-2.16,80.57
Z5.3.A.03,2015,MMR Dose 2 by Age 7,2008,79.80000000000001,3.8400000000000003,-0.39,81.30000000000001
Z5.3.A.03,2016,MMR Dose 2 by Age 7,2009,66.74000000000001,4.5,-3.4200000000000004,82.10000000000001
Z5.3.A.03,2017,MMR Dose 2 by Age 7,2010,61.17,4.6000000000000005,-4.45,81.63000000000001
Z5.3.A.03,2018,MMR Dose 2 by Age 7,2011,64.43,4.41,-3.77,81.08
Z5.3.A.03,2019,MMR Dose 2 by Age 7,2012,69.71000000000001,4.21,-2.8600000000000003,81.72
Z5.3.A.03,2020,MMR Dose 2 by Age 7,2013,59.11,5.1000000000000005,-3.63,77.60000000000001
Z5.3.A.03,2021,MMR Dose 2 by Age 7,2014,62.05,4.51,-2.81,74.73
Z5.3.A.03,2022,MMR Dose 2 by Age 7,2015,56.85,4.62,-3.73,74.08
Z5.3.A.03,2023,MMR Dose 2 by Age 7,2016,52.620000000000005,4.680000000000001,-4.2700000000000005,72.63000000000001
Z5.3.A.05,2014,MMR Dose 1 by Age 13,2001,90.36000000000001,2.53,-2.3800000000000003,96.38000000000001
Z5.3.A.05,2015,MMR Dose 1 by Age 13,2002,93.5,2.07,-1.4500000000000002,96.51
Z5.3.A.05,2016,MMR Dose 1 by Age 13,2003,93.57,1.86,-1.6600000000000001,96.66000000000001
Z5.3.A.05,2017,MMR Dose 1 by Age 13,2004,92.96000000000001,1.9000000000000001,-2.09,96.92
Z5.3.A.05,2018,MMR Dose 1 by Age 13,2005,92.93,1.9100000000000001,-2.17,97.09
Z5.3.A.05,2019,MMR Dose 1 by Age 13,2006,91.67,2.07,-2.49,96.81000000000002
Z5.3.A.05,2020,MMR Dose 1 by Age 13,2007,88.31000000000002,2.23,-3.59,96.30000000000001
Z5.3.A.05,2021,MMR Dose 1 by Age 13,2008,86.34000000000002,2.4200000000000004,-3.8400000000000003,95.64000000000001
Z5.3.A.05,2022,MMR Dose 1 by Age 13,2009,87.08,2.39,-3.4200000000000004,95.25
