Geography,Year,Immunization Type,Birth Cohort,Immunization Percent,Standard Error,Standard Score,Alberta Percent
Z2.7,2018,MMR Dose 1 by Age 13,2005,95.46000000000001,0.7100000000000001,-2.2800000000000002,97.09
Z2.7,2019,MMR Dose 1 by Age 13,2006,95.07,0.7500000000000001,-2.31,96.81000000000002
Z2.7,2020,MMR Dose 1 by Age 13,2007,93.05,0.89,-3.65,96.30000000000001
Z2.7,2021,MMR Dose 1 by Age 13,2008,94.17,0.8,-1.84,95.64000000000001
Z2.7,2022,MMR Dose 1 by Age 13,2009,92.84000000000002,0.9,-2.67,95.25
Z2.7,2023,MMR Dose 1 by Age 13,2010,92.2,0.9500000000000001,-2.9000000000000004,94.95
Z2.7,2014,MMR Dose 1 by Age 17,1997,94.22,0.9400000000000001,-2.12,96.23
Z2.7,2015,MMR Dose 1 by Age 17,1998,95.26,0.8200000000000001,-1.52,96.51
Z2.7,2016,MMR Dose 1 by Age 17,1999,95.95,0.7400000000000001,-1.01,96.71000000000001
Z2.7,2017,MMR Dose 1 by Age 17,2000,95.99000000000001,0.7300000000000001,-1.3,96.94000000000001
Z2.7,2018,MMR Dose 1 by Age 17,2001,97.13000000000001,0.6000000000000001,0.17,97.03
Z2.7,2019,MMR Dose 1 by Age 17,2002,96.42,0.6500000000000001,-1.2200000000000002,97.22
Z2.7,2020,MMR Dose 1 by Age 17,2003,96.74000000000001,0.6000000000000001,-1.6800000000000002,97.75
Z2.7,2021,MMR Dose 1 by Age 17,2004,96.71000000000001,0.6000000000000001,-1.8800000000000001,97.84000000000002
Z2.7,2022,MMR Dose 1 by Age 17,2005,96.54,0.59,-2.18,97.83000000000001
Z2.7,2023,MMR Dose 1 by Age 17,2006,95.21000000000001,0.7400000000000001,-2.79,97.27
Z2.7,2014,MMR Dose 1 by Age 2,2012,87.36000000000001,1.2500000000000002,-0.55,88.05
Z2.7,2015,MMR Dose 1 by Age 2,2013,85.28,1.2800000000000002,-1.4400000000000002,87.11000000000001
Z2.7,2016,MMR Dose 1 by Age 2,2014,86.88000000000001,1.1800000000000002,-0.35000000000000003,87.29
Z2.7,2017,MMR Dose 1 by Age 2,2015,87.12,1.1400000000000001,0.06,87.05
Z2.7,2018,MMR Dose 1 by Age 2,2016,85.91000000000001,1.1900000000000002,-0.6900000000000001,86.73
Z2.7,2019,MMR Dose 1 by Age 2,2017,85.84000000000002,1.1700000000000002,-0.9500000000000001,86.96000000000001
Z2.7,2020,MMR Dose 1 by Age 2,2018,86.65,1.1700000000000002,0.0,86.65
Z2.7,2021,MMR Dose 1 by Age 2,2019,80.25,1.3900000000000001,-2.11,83.2
Z2.7,2022,MMR Dose 1 by Age 2,2020,81.77,1.3900000000000001,-0.21000000000000002,82.07
Z2.7,2023,MMR Dose 1 by Age 2,2021,82.28,1.3,0.47000000000000003,81.67
Z2.7,2014,MMR Dose 2 by Age 13,2001,92.91000000000001,0.9400000000000001,1.2200000000000002,91.76
Z2.7,2015,MMR Dose 2 by Age 13,2002,91.52,1.01,-0.16,91.68
Z2.7,2016,MMR Dose 2 by Age 13,2003,90.84000000000002,1.01,-0.33000000000000007,91.18
Z2.7,2017,MMR Dose 2 by Age 13,2004,90.33000000000001,1.04,-1.08,91.45
Z2.7,2018,MMR Dose 2 by Age 13,2005,88.49000000000001,1.12,-2.55,91.34000000000002
Z2.7,2019,MMR Dose 2 by Age 13,2006,89.01,1.06,-2.3200000000000003,91.46000000000001
Z2.7,2020,MMR Dose 2 by Age 13,2007,88.54,1.05,-2.37,91.01
Z2.7,2021,MMR Dose 2 by Age 13,2008,88.68,1.04,-1.08,89.81000000000002
Z2.7,2022,MMR Dose 2 by Age 13,2009,87.60000000000001,1.09,-2.04,89.83000000000001
Z2.7,2023,MMR Dose 2 by Age 13,2010,87.46000000000001,1.11,-1.9400000000000002,89.61000000000001
Z2.7,2014,MMR Dose 2 by Age 17,1997,90.75,1.08,-1.54,92.41000000000001
Z2.7,2015,MMR Dose 2 by Age 17,1998,91.18,1.01,-1.56,92.75
Z2.7,2016,MMR Dose 2 by Age 17,1999,92.10000000000001,0.97,-1.1500000000000001,93.22
Z2.7,2017,MMR Dose 2 by Age 17,2000,95.71000000000001,0.6600000000000001,3.35,93.49000000000001
Z2.7,2018,MMR Dose 2 by Age 17,2001,95.29,0.7300000000000001,2.62,93.37
Z2.7,2019,MMR Dose 2 by Age 17,2002,94.13000000000001,0.8,0.7100000000000001,93.56
Z2.7,2020,MMR Dose 2 by Age 17,2003,93.66000000000001,0.81,-0.8200000000000001,94.32000000000001
Z2.7,2021,MMR Dose 2 by Age 17,2004,92.97,0.8500000000000001,-1.61,94.35000000000001
Z2.7,2022,MMR Dose 2 by Age 17,2005,90.30000000000001,1.01,-3.25,93.60000000000001
Z2.7,2023,MMR Dose 2 by Age 17,2006,89.76,1.01,-2.8200000000000003,92.62
Z2.7,2023,MMR Dose 2 by Age 2,2021,68.35,1.56,-0.6200000000000001,69.32
Z2.7,2014,MMR Dose 2 by Age 7,2007,79.69000000000001,1.4000000000000001,-0.6300000000000001,80.57
Z2.7,2015,MMR Dose 2 by Age 7,2008,82.06,1.32,0.5700000000000001,81.30000000000001
Z2.7,2016,MMR Dose 2 by Age 7,2009,80.85000000000001,1.34,-0.93,82.10000000000001
Z2.7,2017,MMR Dose 2 by Age 7,2010,80.43,1.36,-0.88,81.63000000000001
Z2.7,2018,MMR Dose 2 by Age 7,2011,82.94000000000001,1.2300000000000002,1.51,81.08
Z2.7,2019,MMR Dose 2 by Age 7,2012,81.93,1.2400000000000002,0.17,81.72
Z2.7,2020,MMR Dose 2 by Age 7,2013,78.75,1.31,0.8700000000000001,77.60000000000001
Z2.7,2021,MMR Dose 2 by Age 7,2014,72.60000000000001,1.4600000000000002,-1.4600000000000002,74.73
Z2.7,2022,MMR Dose 2 by Age 7,2015,75.57,1.33,1.11,74.08
Z2.7,2023,MMR Dose 2 by Age 7,2016,75.22,1.33,1.9500000000000002,72.63000000000001
Z3.1,2014,MMR Dose 1 by Age 13,2001,91.49000000000001,1.2500000000000002,-3.93,96.38000000000001
Z3.1,2015,MMR Dose 1 by Age 13,2002,93.15,1.06,-3.16,96.51
Z3.1,2016,MMR Dose 1 by Age 13,2003,92.76,1.1400000000000001,-3.4200000000000004,96.66000000000001
Z3.1,2017,MMR Dose 1 by Age 13,2004,93.86000000000001,1.08,-2.85,96.92
Z3.1,2018,MMR Dose 1 by Age 13,2005,92.93,1.12,-3.73,97.09
Z3.1,2019,MMR Dose 1 by Age 13,2006,92.39000000000001,1.09,-4.07,96.81000000000002
Z3.1,2020,MMR Dose 1 by Age 13,2007,92.17,1.1500000000000001,-3.6,96.30000000000001
Z3.1,2021,MMR Dose 1 by Age 13,2008,89.85000000000001,1.2500000000000002,-4.62,95.64000000000001
Z3.1,2022,MMR Dose 1 by Age 13,2009,92.34000000000002,1.09,-2.66,95.25
Z3.1,2023,MMR Dose 1 by Age 13,2010,86.85000000000001,1.4400000000000002,-5.630000000000001,94.95
Z3.1,2014,MMR Dose 1 by Age 17,1997,92.78,1.1500000000000001,-3.0,96.23
Z3.1,2015,MMR Dose 1 by Age 17,1998,91.14000000000001,1.2600000000000002,-4.2700000000000005,96.51
Z3.1,2016,MMR Dose 1 by Age 17,1999,91.30000000000001,1.2200000000000002,-4.44,96.71000000000001
Z3.1,2017,MMR Dose 1 by Age 17,2000,92.66000000000001,1.2000000000000002,-3.58,96.94000000000001
Z3.1,2018,MMR Dose 1 by Age 17,2001,92.21000000000001,1.1800000000000002,-4.08,97.03
Z3.1,2019,MMR Dose 1 by Age 17,2002,93.58,1.02,-3.57,97.22
Z3.1,2020,MMR Dose 1 by Age 17,2003,93.61000000000001,1.07,-3.8800000000000003,97.75
Z3.1,2021,MMR Dose 1 by Age 17,2004,94.02,1.06,-3.6,97.84000000000002
Z3.1,2022,MMR Dose 1 by Age 17,2005,93.9,1.04,-3.7600000000000002,97.83000000000001
Z3.1,2023,MMR Dose 1 by Age 17,2006,92.66000000000001,1.06,-4.33,97.27
Z3.1,2014,MMR Dose 1 by Age 2,2012,82.19000000000001,1.62,-3.62,88.05
Z3.1,2015,MMR Dose 1 by Age 2,2013,81.09,1.7300000000000002,-3.4800000000000004,87.11000000000001
Z3.1,2016,MMR Dose 1 by Age 2,2014,82.24000000000001,1.62,-3.12,87.29
Z3.1,2017,MMR Dose 1 by Age 2,2015,82.95,1.6600000000000001,-2.47,87.05
Z3.1,2018,MMR Dose 1 by Age 2,2016,83.23,1.7200000000000002,-2.03,86.73
Z3.1,2019,MMR Dose 1 by Age 2,2017,80.12,1.86,-3.67,86.96000000000001
Z3.1,2020,MMR Dose 1 by Age 2,2018,79.22,1.8900000000000001,-3.9400000000000004,86.65
Z3.1,2021,MMR Dose 1 by Age 2,2019,78.88000000000001,1.9600000000000002,-2.2,83.2
Z3.1,2022,MMR Dose 1 by Age 2,2020,69.91000000000001,2.29,-5.3100000000000005,82.07
Z3.1,2023,MMR Dose 1 by Age 2,2021,74.35,2.21,-3.3200000000000003,81.67
Z3.1,2014,MMR Dose 2 by Age 13,2001,83.83000000000001,1.6500000000000001,-4.800000000000001,91.76
Z3.1,2015,MMR Dose 2 by Age 13,2002,85.53,1.56,-3.95,91.68
Z3.1,2016,MMR Dose 2 by Age 13,2003,86.07,1.54,-3.3200000000000003,91.18
Z3.1,2017,MMR Dose 2 by Age 13,2004,87.43,1.4600000000000002,-2.75,91.45
Z3.1,2018,MMR Dose 2 by Age 13,2005,85.75,1.5,-3.73,91.34000000000002
Z3.1,2019,MMR Dose 2 by Age 13,2006,86.04,1.4300000000000002,-3.79,91.46000000000001
Z3.1,2020,MMR Dose 2 by Age 13,2007,86.75,1.4200000000000002,-3.01,91.01
Z3.1,2021,MMR Dose 2 by Age 13,2008,82.47,1.58,-4.640000000000001,89.81000000000002
Z3.1,2022,MMR Dose 2 by Age 13,2009,87.0,1.3800000000000001,-2.05,89.83000000000001
Z3.1,2023,MMR Dose 2 by Age 13,2010,76.53,1.84,-7.12,89.61000000000001
Z3.1,2014,MMR Dose 2 by Age 17,1997,88.09,1.4300000000000002,-3.03,92.41000000000001
Z3.1,2015,MMR Dose 2 by Age 17,1998,88.46000000000001,1.4100000000000001,-3.05,92.75
Z3.1,2016,MMR Dose 2 by Age 17,1999,86.61000000000001,1.4600000000000002,-4.52,93.22
Z3.1,2017,MMR Dose 2 by Age 17,2000,88.10000000000001,1.4600000000000002,-3.68,93.49000000000001
Z3.1,2018,MMR Dose 2 by Age 17,2001,86.01,1.55,-4.76,93.37
Z3.1,2019,MMR Dose 2 by Age 17,2002,87.94000000000001,1.4200000000000002,-3.97,93.56
Z3.1,2020,MMR Dose 2 by Age 17,2003,88.5,1.4200000000000002,-4.11,94.32000000000001
Z3.1,2021,MMR Dose 2 by Age 17,2004,89.15,1.37,-3.8000000000000003,94.35000000000001
Z3.1,2022,MMR Dose 2 by Age 17,2005,87.48,1.4200000000000002,-4.3,93.60000000000001
Z3.1,2023,MMR Dose 2 by Age 17,2006,87.26,1.37,-3.91,92.62
Z3.1,2023,MMR Dose 2 by Age 2,2021,53.690000000000005,2.49,-6.28,69.32
Z3.1,2014,MMR Dose 2 by Age 7,2007,76.27,1.81,-2.3800000000000003,80.57
Z3.1,2015,MMR Dose 2 by Age 7,2008,72.72,1.85,-4.640000000000001,81.30000000000001
Z3.1,2016,MMR Dose 2 by Age 7,2009,77.48,1.7300000000000002,-2.67,82.10000000000001
Z3.1,2017,MMR Dose 2 by Age 7,2010,67.5,2.01,-7.02,81.63000000000001
Z3.1,2018,MMR Dose 2 by Age 7,2011,73.85,1.9100000000000001,-3.7800000000000002,81.08
Z3.1,2019,MMR Dose 2 by Age 7,2012,76.31,1.7900000000000003,-3.03,81.72
Z3.1,2020,MMR Dose 2 by Age 7,2013,71.83,1.9900000000000002,-2.91,77.60000000000001
Z3.1,2021,MMR Dose 2 by Age 7,2014,74.98,1.86,0.14,74.73
Z3.1,2022,MMR Dose 2 by Age 7,2015,72.82,1.9900000000000002,-0.6300000000000001,74.08
Z3.1,2023,MMR Dose 2 by Age 7,2016,68.42,2.08,-2.02,72.63000000000001
Z3.2,2014,MMR Dose 1 by Age 13,2001,94.03,0.8600000000000001,-2.73,96.38000000000001
Z3.2,2015,MMR Dose 1 by Age 13,2002,94.57,0.8200000000000001,-2.37,96.51
Z3.2,2016,MMR Dose 1 by Age 13,2003,95.05,0.68,-2.35,96.66000000000001
Z3.2,2017,MMR Dose 1 by Age 13,2004,94.82000000000001,0.76,-2.75,96.92
Z3.2,2018,MMR Dose 1 by Age 13,2005,94.34000000000002,0.79,-3.4800000000000004,97.09
Z3.2,2019,MMR Dose 1 by Age 13,2006,95.48,0.6500000000000001,-2.04,96.81000000000002
Z3.2,2020,MMR Dose 1 by Age 13,2007,92.97,0.81,-4.12,96.30000000000001
Z3.2,2021,MMR Dose 1 by Age 13,2008,92.82000000000001,0.81,-3.47,95.64000000000001
Z3.2,2022,MMR Dose 1 by Age 13,2009,92.07,0.8500000000000001,-3.74,95.25
Z3.2,2023,MMR Dose 1 by Age 13,2010,90.16000000000001,0.9500000000000001,-5.08,94.95
Z3.2,2014,MMR Dose 1 by Age 17,1997,94.98,0.81,-1.54,96.23
Z3.2,2015,MMR Dose 1 by Age 17,1998,95.27,0.76,-1.62,96.51
Z3.2,2016,MMR Dose 1 by Age 17,1999,94.94000000000001,0.77,-2.29,96.71000000000001
Z3.2,2017,MMR Dose 1 by Age 17,2000,95.89000000000001,0.6900000000000001,-1.52,96.94000000000001
Z3.2,2018,MMR Dose 1 by Age 17,2001,94.64000000000001,0.81,-2.9600000000000004,97.03
Z3.2,2019,MMR Dose 1 by Age 17,2002,95.58,0.7200000000000001,-2.29,97.22
Z3.2,2020,MMR Dose 1 by Age 17,2003,95.94000000000001,0.6000000000000001,-3.02,97.75
Z3.2,2021,MMR Dose 1 by Age 17,2004,95.57,0.6900000000000001,-3.3000000000000003,97.84000000000002
Z3.2,2022,MMR Dose 1 by Age 17,2005,94.84000000000002,0.7400000000000001,-4.0,97.83000000000001
Z3.2,2023,MMR Dose 1 by Age 17,2006,95.96000000000001,0.6100000000000001,-2.16,97.27
Z3.2,2014,MMR Dose 1 by Age 2,2012,86.84000000000002,1.09,-1.11,88.05
Z3.2,2015,MMR Dose 1 by Age 2,2013,83.71000000000001,1.1900000000000002,-2.87,87.11000000000001
Z3.2,2016,MMR Dose 1 by Age 2,2014,84.96000000000001,1.1300000000000001,-2.07,87.29
Z3.2,2017,MMR Dose 1 by Age 2,2015,83.63000000000001,1.1300000000000001,-3.03,87.05
Z3.2,2018,MMR Dose 1 by Age 2,2016,84.63000000000001,1.1300000000000001,-1.86,86.73
Z3.2,2019,MMR Dose 1 by Age 2,2017,82.83000000000001,1.1700000000000002,-3.52,86.96000000000001
Z3.2,2020,MMR Dose 1 by Age 2,2018,84.94000000000001,1.1600000000000001,-1.4600000000000002,86.65
Z3.2,2021,MMR Dose 1 by Age 2,2019,81.16000000000001,1.32,-1.54,83.2
Z3.2,2022,MMR Dose 1 by Age 2,2020,76.35,1.4700000000000002,-3.8800000000000003,82.07
Z3.2,2023,MMR Dose 1 by Age 2,2021,72.04,1.51,-6.370000000000001,81.67
Z3.2,2014,MMR Dose 2 by Age 13,2001,87.21000000000001,1.1800000000000002,-3.8600000000000003,91.76
Z3.2,2015,MMR Dose 2 by Age 13,2002,90.22,1.0,-1.4600000000000002,91.68
Z3.2,2016,MMR Dose 2 by Age 13,2003,87.74000000000001,1.08,-3.18,91.18
Z3.2,2017,MMR Dose 2 by Age 13,2004,90.56,0.96,-0.9400000000000001,91.45
Z3.2,2018,MMR Dose 2 by Age 13,2005,87.97,1.05,-3.2,91.34000000000002
Z3.2,2019,MMR Dose 2 by Age 13,2006,89.05,1.01,-2.4000000000000004,91.46000000000001
Z3.2,2020,MMR Dose 2 by Age 13,2007,85.59,1.11,-4.9,91.01
Z3.2,2021,MMR Dose 2 by Age 13,2008,85.29,1.09,-4.140000000000001,89.81000000000002
Z3.2,2022,MMR Dose 2 by Age 13,2009,87.0,1.04,-2.71,89.83000000000001
Z3.2,2023,MMR Dose 2 by Age 13,2010,84.4,1.12,-4.66,89.61000000000001
Z3.2,2014,MMR Dose 2 by Age 17,1997,91.83000000000001,0.96,-0.6000000000000001,92.41000000000001
Z3.2,2015,MMR Dose 2 by Age 17,1998,91.84000000000002,0.97,-0.9400000000000001,92.75
Z3.2,2016,MMR Dose 2 by Age 17,1999,92.75,0.8400000000000001,-0.55,93.22
Z3.2,2017,MMR Dose 2 by Age 17,2000,90.63000000000001,0.99,-2.9000000000000004,93.49000000000001
Z3.2,2018,MMR Dose 2 by Age 17,2001,90.03,1.03,-3.23,93.37
Z3.2,2019,MMR Dose 2 by Age 17,2002,92.69000000000001,0.8500000000000001,-1.04,93.56
Z3.2,2020,MMR Dose 2 by Age 17,2003,90.39000000000001,0.9500000000000001,-4.140000000000001,94.32000000000001
Z3.2,2021,MMR Dose 2 by Age 17,2004,92.44000000000001,0.8400000000000001,-2.27,94.35000000000001
Z3.2,2022,MMR Dose 2 by Age 17,2005,89.76,0.97,-3.9400000000000004,93.60000000000001
Z3.2,2023,MMR Dose 2 by Age 17,2006,90.57,0.93,-2.21,92.62
Z3.2,2023,MMR Dose 2 by Age 2,2021,56.370000000000005,1.6500000000000001,-7.870000000000001,69.32
Z3.2,2014,MMR Dose 2 by Age 7,2007,75.43,1.36,-3.77,80.57
Z3.2,2015,MMR Dose 2 by Age 7,2008,77.06,1.32,-3.21,81.30000000000001
Z3.2,2016,MMR Dose 2 by Age 7,2009,79.63000000000001,1.2800000000000002,-1.9300000000000002,82.10000000000001
Z3.2,2017,MMR Dose 2 by Age 7,2010,74.95,1.34,-4.98,81.63000000000001
Z3.2,2018,MMR Dose 2 by Age 7,2011,77.13000000000001,1.2700000000000002,-3.11,81.08
Z3.2,2019,MMR Dose 2 by Age 7,2012,81.72,1.1600000000000001,0.0,81.72
Z3.2,2020,MMR Dose 2 by Age 7,2013,73.54,1.36,-2.99,77.60000000000001
Z3.2,2021,MMR Dose 2 by Age 7,2014,71.32,1.37,-2.5,74.73
Z3.2,2022,MMR Dose 2 by Age 7,2015,70.51,1.35,-2.64,74.08
Z3.2,2023,MMR Dose 2 by Age 7,2016,67.31,1.4200000000000002,-3.73,72.63000000000001
Z3.3,2014,MMR Dose 1 by Age 13,2001,98.01,0.51,3.2,96.38000000000001
Z3.3,2015,MMR Dose 1 by Age 13,2002,97.05,0.6600000000000001,0.8300000000000001,96.51
Z3.3,2016,MMR Dose 1 by Age 13,2003,96.75,0.6900000000000001,0.14,96.66000000000001
Z3.3,2017,MMR Dose 1 by Age 13,2004,97.35000000000001,0.6200000000000001,0.6900000000000001,96.92
Z3.3,2018,MMR Dose 1 by Age 13,2005,97.0,0.7100000000000001,-0.13,97.09
Z3.3,2019,MMR Dose 1 by Age 13,2006,96.66000000000001,0.7000000000000001,-0.22,96.81000000000002
Z3.3,2020,MMR Dose 1 by Age 13,2007,96.07,0.79,-0.29000000000000004,96.30000000000001
Z3.3,2021,MMR Dose 1 by Age 13,2008,95.23,0.8400000000000001,-0.48000000000000004,95.64000000000001
Z3.3,2022,MMR Dose 1 by Age 13,2009,95.81000000000002,0.81,0.7000000000000001,95.25
Z3.3,2023,MMR Dose 1 by Age 13,2010,92.92,1.08,-1.8900000000000001,94.95
Z3.3,2014,MMR Dose 1 by Age 17,1997,98.02,0.54,3.33,96.23
Z3.3,2015,MMR Dose 1 by Age 17,1998,96.54,0.7200000000000001,0.04,96.51
Z3.3,2016,MMR Dose 1 by Age 17,1999,98.27,0.47000000000000003,3.33,96.71000000000001
Z3.3,2017,MMR Dose 1 by Age 17,2000,96.92,0.6900000000000001,-0.03,96.94000000000001
Z3.3,2018,MMR Dose 1 by Age 17,2001,98.65,0.38000000000000006,4.28,97.03
Z3.3,2019,MMR Dose 1 by Age 17,2002,98.41000000000001,0.45,2.65,97.22
Z3.3,2020,MMR Dose 1 by Age 17,2003,97.45,0.58,-0.51,97.75
Z3.3,2021,MMR Dose 1 by Age 17,2004,98.42,0.43000000000000005,1.35,97.84000000000002
Z3.3,2022,MMR Dose 1 by Age 17,2005,97.69000000000001,0.59,-0.24000000000000002,97.83000000000001
Z3.3,2023,MMR Dose 1 by Age 17,2006,96.77,0.68,-0.7400000000000001,97.27
Z3.3,2014,MMR Dose 1 by Age 2,2012,86.68,1.4500000000000002,-0.9500000000000001,88.05
Z3.3,2015,MMR Dose 1 by Age 2,2013,89.45,1.2800000000000002,1.82,87.11000000000001
Z3.3,2016,MMR Dose 1 by Age 2,2014,87.69000000000001,1.4500000000000002,0.27,87.29
Z3.3,2017,MMR Dose 1 by Age 2,2015,89.13000000000001,1.3,1.59,87.05
Z3.3,2018,MMR Dose 1 by Age 2,2016,87.14000000000001,1.4600000000000002,0.28,86.73
Z3.3,2019,MMR Dose 1 by Age 2,2017,88.41000000000001,1.4900000000000002,0.97,86.96000000000001
Z3.3,2020,MMR Dose 1 by Age 2,2018,87.99000000000001,1.5,0.89,86.65
Z3.3,2021,MMR Dose 1 by Age 2,2019,82.65,1.85,-0.30000000000000004,83.2
Z3.3,2022,MMR Dose 1 by Age 2,2020,80.74000000000001,1.9000000000000001,-0.7000000000000001,82.07
Z3.3,2023,MMR Dose 1 by Age 2,2021,74.69000000000001,2.03,-3.4400000000000004,81.67
Z3.3,2014,MMR Dose 2 by Age 13,2001,94.51,0.88,3.12,91.76
Z3.3,2015,MMR Dose 2 by Age 13,2002,94.0,0.9500000000000001,2.4400000000000004,91.68
Z3.3,2016,MMR Dose 2 by Age 13,2003,90.74000000000001,1.1700000000000002,-0.38000000000000006,91.18
Z3.3,2017,MMR Dose 2 by Age 13,2004,93.57,1.01,2.1,91.45
Z3.3,2018,MMR Dose 2 by Age 13,2005,93.51,1.0,2.17,91.34000000000002
Z3.3,2019,MMR Dose 2 by Age 13,2006,90.83000000000001,1.1900000000000002,-0.53,91.46000000000001
Z3.3,2020,MMR Dose 2 by Age 13,2007,91.09,1.1700000000000002,0.07,91.01
Z3.3,2021,MMR Dose 2 by Age 13,2008,90.10000000000001,1.1900000000000002,0.25,89.81000000000002
Z3.3,2022,MMR Dose 2 by Age 13,2009,91.60000000000001,1.1300000000000001,1.56,89.83000000000001
Z3.3,2023,MMR Dose 2 by Age 13,2010,88.91000000000001,1.2800000000000002,-0.54,89.61000000000001
Z3.3,2014,MMR Dose 2 by Age 17,1997,95.39000000000001,0.8,3.73,92.41000000000001
Z3.3,2015,MMR Dose 2 by Age 17,1998,93.92,0.97,1.2100000000000002,92.75
Z3.3,2016,MMR Dose 2 by Age 17,1999,95.62,0.77,3.1,93.22
Z3.3,2017,MMR Dose 2 by Age 17,2000,94.4,0.92,0.98,93.49000000000001
Z3.3,2018,MMR Dose 2 by Age 17,2001,96.5,0.6600000000000001,4.74,93.37
Z3.3,2019,MMR Dose 2 by Age 17,2002,96.65,0.6900000000000001,4.470000000000001,93.56
Z3.3,2020,MMR Dose 2 by Age 17,2003,92.94000000000001,1.0,-1.3800000000000001,94.32000000000001
Z3.3,2021,MMR Dose 2 by Age 17,2004,95.49000000000001,0.81,1.4100000000000001,94.35000000000001
Z3.3,2022,MMR Dose 2 by Age 17,2005,94.93,0.8700000000000001,1.53,93.60000000000001
Z3.3,2023,MMR Dose 2 by Age 17,2006,91.55,1.1400000000000001,-0.9400000000000001,92.62
Z3.3,2023,MMR Dose 2 by Age 2,2021,59.95,2.2600000000000002,-4.15,69.32
Z3.3,2014,MMR Dose 2 by Age 7,2007,85.2,1.4800000000000002,3.12,80.57
Z3.3,2015,MMR Dose 2 by Age 7,2008,83.07,1.53,1.1500000000000001,81.30000000000001
Z3.3,2016,MMR Dose 2 by Age 7,2009,84.13000000000001,1.5,1.35,82.10000000000001
Z3.3,2017,MMR Dose 2 by Age 7,2010,83.05,1.55,0.91,81.63000000000001
Z3.3,2018,MMR Dose 2 by Age 7,2011,83.88000000000001,1.54,1.82,81.08
Z3.3,2019,MMR Dose 2 by Age 7,2012,82.48,1.58,0.48000000000000004,81.72
Z3.3,2020,MMR Dose 2 by Age 7,2013,84.23,1.5,4.42,77.60000000000001
Z3.3,2021,MMR Dose 2 by Age 7,2014,80.54,1.6900000000000002,3.43,74.73
Z3.3,2022,MMR Dose 2 by Age 7,2015,80.64000000000001,1.6300000000000001,4.02,74.08
Z3.3,2023,MMR Dose 2 by Age 7,2016,74.14000000000001,1.85,0.8200000000000001,72.63000000000001
Z3.4,2014,MMR Dose 1 by Age 13,2001,93.96000000000001,0.77,-3.15,96.38000000000001
Z3.4,2015,MMR Dose 1 by Age 13,2002,96.01,0.59,-0.8400000000000001,96.51
Z3.4,2016,MMR Dose 1 by Age 13,2003,94.67,0.7000000000000001,-2.8600000000000003,96.66000000000001
Z3.4,2017,MMR Dose 1 by Age 13,2004,95.72,0.59,-2.02,96.92
Z3.4,2018,MMR Dose 1 by Age 13,2005,94.56,0.6700000000000002,-3.77,97.09
Z3.4,2019,MMR Dose 1 by Age 13,2006,94.98,0.6200000000000001,-2.9400000000000004,96.81000000000002
Z3.4,2020,MMR Dose 1 by Age 13,2007,94.05,0.6700000000000002,-3.37,96.30000000000001
Z3.4,2021,MMR Dose 1 by Age 13,2008,92.80000000000001,0.7500000000000001,-3.7600000000000002,95.64000000000001
Z3.4,2022,MMR Dose 1 by Age 13,2009,91.71000000000001,0.8,-4.41,95.25
Z3.4,2023,MMR Dose 1 by Age 13,2010,92.91000000000001,0.76,-2.67,94.95
Z3.4,2014,MMR Dose 1 by Age 17,1997,93.22,0.79,-3.8200000000000003,96.23
Z3.4,2015,MMR Dose 1 by Age 17,1998,93.88000000000001,0.78,-3.39,96.51
Z3.4,2016,MMR Dose 1 by Age 17,1999,94.48,0.7000000000000001,-3.17,96.71000000000001
Z3.4,2017,MMR Dose 1 by Age 17,2000,95.53,0.6200000000000001,-2.29,96.94000000000001
Z3.4,2018,MMR Dose 1 by Age 17,2001,95.37,0.6500000000000001,-2.55,97.03
Z3.4,2019,MMR Dose 1 by Age 17,2002,96.93,0.5,-0.58,97.22
Z3.4,2020,MMR Dose 1 by Age 17,2003,95.32000000000001,0.6400000000000001,-3.77,97.75
Z3.4,2021,MMR Dose 1 by Age 17,2004,96.58,0.51,-2.4400000000000004,97.84000000000002
Z3.4,2022,MMR Dose 1 by Age 17,2005,95.08,0.6300000000000001,-4.35,97.83000000000001
Z3.4,2023,MMR Dose 1 by Age 17,2006,95.35000000000001,0.6000000000000001,-3.22,97.27
Z3.4,2014,MMR Dose 1 by Age 2,2012,77.54,1.2900000000000003,-8.129999999999999,88.05
Z3.4,2015,MMR Dose 1 by Age 2,2013,76.62,1.2800000000000002,-8.22,87.11000000000001
Z3.4,2016,MMR Dose 1 by Age 2,2014,76.35,1.31,-8.34,87.29
Z3.4,2017,MMR Dose 1 by Age 2,2015,75.60000000000001,1.33,-8.639999999999999,87.05
Z3.4,2018,MMR Dose 1 by Age 2,2016,75.09,1.34,-8.700000000000001,86.73
Z3.4,2019,MMR Dose 1 by Age 2,2017,74.75,1.36,-8.96,86.96000000000001
Z3.4,2020,MMR Dose 1 by Age 2,2018,74.88,1.4000000000000001,-8.4,86.65
Z3.4,2021,MMR Dose 1 by Age 2,2019,65.23,1.51,-11.91,83.2
Z3.4,2022,MMR Dose 1 by Age 2,2020,63.99000000000001,1.58,-11.44,82.07
Z3.4,2023,MMR Dose 1 by Age 2,2021,65.41000000000001,1.61,-10.08,81.67
Z3.4,2014,MMR Dose 2 by Age 13,2001,88.44000000000001,1.0,-3.31,91.76
Z3.4,2015,MMR Dose 2 by Age 13,2002,88.24000000000001,1.01,-3.4000000000000004,91.68
