pt,location,year_report,year_birth,age,n_doses,value,source
AB,Calgary - SE,2021,2004,NA,1+,0.9915,PT
AB,Calgary - SE,2022,2005,NA,1+,0.9897,PT
AB,Calgary - SE,2023,2006,NA,1+,0.9853000000000001,PT
AB,Calgary - SE,2014,2012,NA,1,0.9057,PT
AB,Calgary - SE,2015,2013,NA,1,0.8984000000000002,PT
AB,Calgary - SE,2016,2014,NA,1,0.8933000000000001,PT
AB,Calgary - SE,2017,2015,NA,1,0.897,PT
AB,Calgary - SE,2018,2016,NA,1,0.8942,PT
AB,Calgary - SE,2019,2017,NA,1,0.8967,PT
AB,Calgary - SE,2020,2018,NA,1,0.9019000000000001,PT
AB,Calgary - SE,2021,2019,NA,1,0.8754000000000001,PT
AB,Calgary - SE,2022,2020,NA,1+,0.8764000000000002,PT
AB,Calgary - SE,2023,2021,NA,1+,0.8797,PT
AB,Calgary - SE,2014,2001,NA,2,0.9651000000000001,PT
AB,Calgary - SE,2015,2002,NA,2,0.9680000000000001,PT
AB,Calgary - SE,2016,2003,NA,2,0.9462,PT
AB,Calgary - SE,2017,2004,NA,2,0.9571000000000001,PT
AB,Calgary - SE,2018,2005,NA,2,0.9386000000000001,PT
AB,Calgary - SE,2019,2006,NA,2,0.9384000000000001,PT
AB,Calgary - SE,2020,2007,NA,2,0.9333000000000001,PT
AB,Calgary - SE,2021,2008,NA,2,0.9216000000000001,PT
AB,Calgary - SE,2022,2009,NA,2,0.9218000000000001,PT
AB,Calgary - SE,2023,2010,NA,2,0.9285000000000001,PT
AB,Calgary - SE,2014,1997,NA,2,0.9760000000000001,PT
AB,Calgary - SE,2015,1998,NA,2,0.9742000000000001,PT
AB,Calgary - SE,2016,1999,NA,2,0.9771000000000001,PT
AB,Calgary - SE,2017,2000,NA,2,0.977,PT
AB,Calgary - SE,2018,2001,NA,2,0.9804999999999999,PT
AB,Calgary - SE,2019,2002,NA,2,0.9822,PT
AB,Calgary - SE,2020,2003,NA,2,0.9666000000000001,PT
AB,Calgary - SE,2021,2004,NA,2,0.9726,PT
AB,Calgary - SE,2022,2005,NA,2,0.9567,PT
AB,Calgary - SE,2023,2006,NA,2,0.9457,PT
AB,Calgary - SE,2023,2021,NA,2,0.7604000000000001,PT
AB,Calgary - SE,2014,2007,NA,2,0.8412000000000001,PT
AB,Calgary - SE,2015,2008,NA,2,0.8533000000000002,PT
AB,Calgary - SE,2016,2009,NA,2,0.8516000000000001,PT
AB,Calgary - SE,2017,2010,NA,2,0.8562000000000001,PT
AB,Calgary - SE,2018,2011,NA,2,0.8499000000000001,PT
AB,Calgary - SE,2019,2012,NA,2,0.8609,PT
AB,Calgary - SE,2020,2013,NA,2,0.8132,PT
AB,Calgary - SE,2021,2014,NA,2,0.743,PT
AB,Calgary - SE,2022,2015,NA,2,0.7757999999999999,PT
AB,Calgary - SE,2023,2016,NA,2,0.7884000000000002,PT
AB,Calgary - SW,2014,2001,NA,1+,0.9795,PT
AB,Calgary - SW,2015,2002,NA,1+,0.9737,PT
AB,Calgary - SW,2016,2003,NA,1+,0.9781000000000002,PT
AB,Calgary - SW,2017,2004,NA,1+,0.9780000000000001,PT
AB,Calgary - SW,2018,2005,NA,1+,0.9730000000000001,PT
AB,Calgary - SW,2019,2006,NA,1+,0.9744000000000002,PT
AB,Calgary - SW,2020,2007,NA,1+,0.9682000000000001,PT
AB,Calgary - SW,2021,2008,NA,1+,0.9597,PT
AB,Calgary - SW,2022,2009,NA,1+,0.9556999999999999,PT
AB,Calgary - SW,2023,2010,NA,1+,0.9596000000000001,PT
AB,Calgary - SW,2014,1997,NA,1+,0.9854,PT
AB,Calgary - SW,2015,1998,NA,1+,0.9847,PT
AB,Calgary - SW,2016,1999,NA,1+,0.9871000000000001,PT
AB,Calgary - SW,2017,2000,NA,1+,0.9856999999999999,PT
AB,Calgary - SW,2018,2001,NA,1+,0.9866000000000001,PT
AB,Calgary - SW,2019,2002,NA,1+,0.9834000000000002,PT
AB,Calgary - SW,2020,2003,NA,1+,0.9867,PT
AB,Calgary - SW,2021,2004,NA,1+,0.9849000000000001,PT
AB,Calgary - SW,2022,2005,NA,1+,0.9808,PT
AB,Calgary - SW,2023,2006,NA,1+,0.9778,PT
AB,Calgary - SW,2014,2012,NA,1,0.8989000000000001,PT
AB,Calgary - SW,2015,2013,NA,1,0.8919000000000001,PT
AB,Calgary - SW,2016,2014,NA,1,0.8941000000000001,PT
AB,Calgary - SW,2017,2015,NA,1,0.8894000000000001,PT
AB,Calgary - SW,2018,2016,NA,1,0.8919000000000001,PT
AB,Calgary - SW,2019,2017,NA,1,0.9001,PT
AB,Calgary - SW,2020,2018,NA,1,0.9029,PT
AB,Calgary - SW,2021,2019,NA,1,0.8823000000000001,PT
AB,Calgary - SW,2022,2020,NA,1+,0.8767,PT
AB,Calgary - SW,2023,2021,NA,1+,0.8726999999999999,PT
AB,Calgary - SW,2014,2001,NA,2,0.9541000000000001,PT
AB,Calgary - SW,2015,2002,NA,2,0.9482,PT
AB,Calgary - SW,2016,2003,NA,2,0.9416000000000001,PT
AB,Calgary - SW,2017,2004,NA,2,0.9422,PT
AB,Calgary - SW,2018,2005,NA,2,0.9304000000000001,PT
AB,Calgary - SW,2019,2006,NA,2,0.9247,PT
AB,Calgary - SW,2020,2007,NA,2,0.9236000000000001,PT
AB,Calgary - SW,2021,2008,NA,2,0.9076000000000001,PT
AB,Calgary - SW,2022,2009,NA,2,0.911,PT
AB,Calgary - SW,2023,2010,NA,2,0.9186000000000001,PT
AB,Calgary - SW,2014,1997,NA,2,0.9621999999999999,PT
AB,Calgary - SW,2015,1998,NA,2,0.9656999999999999,PT
AB,Calgary - SW,2016,1999,NA,2,0.9717,PT
AB,Calgary - SW,2017,2000,NA,2,0.9732000000000001,PT
AB,Calgary - SW,2018,2001,NA,2,0.9706999999999999,PT
AB,Calgary - SW,2019,2002,NA,2,0.9675,PT
AB,Calgary - SW,2020,2003,NA,2,0.9639000000000002,PT
AB,Calgary - SW,2021,2004,NA,2,0.9612,PT
AB,Calgary - SW,2022,2005,NA,2,0.9475,PT
AB,Calgary - SW,2023,2006,NA,2,0.9338000000000001,PT
AB,Calgary - SW,2023,2021,NA,2,0.7659,PT
AB,Calgary - SW,2014,2007,NA,2,0.8420000000000001,PT
AB,Calgary - SW,2015,2008,NA,2,0.8374000000000001,PT
AB,Calgary - SW,2016,2009,NA,2,0.8458,PT
AB,Calgary - SW,2017,2010,NA,2,0.8534000000000002,PT
AB,Calgary - SW,2018,2011,NA,2,0.8384000000000001,PT
AB,Calgary - SW,2019,2012,NA,2,0.8442000000000001,PT
AB,Calgary - SW,2020,2013,NA,2,0.7926000000000001,PT
AB,Calgary - SW,2021,2014,NA,2,0.7494000000000001,PT
AB,Calgary - SW,2022,2015,NA,2,0.7674000000000001,PT
AB,Calgary - SW,2023,2016,NA,2,0.7925,PT
AB,Foothills-Vulcan Corridor,2014,2001,NA,1+,0.9609000000000001,PT
AB,Foothills-Vulcan Corridor,2015,2002,NA,1+,0.9560000000000001,PT
AB,Foothills-Vulcan Corridor,2016,2003,NA,1+,0.9655,PT
AB,Foothills-Vulcan Corridor,2017,2004,NA,1+,0.9663,PT
AB,Foothills-Vulcan Corridor,2018,2005,NA,1+,0.9655,PT
AB,Foothills-Vulcan Corridor,2019,2006,NA,1+,0.9704999999999999,PT
AB,Foothills-Vulcan Corridor,2020,2007,NA,1+,0.9621999999999999,PT
AB,Foothills-Vulcan Corridor,2021,2008,NA,1+,0.9569000000000001,PT
AB,Foothills-Vulcan Corridor,2022,2009,NA,1+,0.9406,PT
AB,Foothills-Vulcan Corridor,2023,2010,NA,1+,0.9457,PT
AB,Foothills-Vulcan Corridor,2014,1997,NA,1+,0.9547,PT
AB,Foothills-Vulcan Corridor,2015,1998,NA,1+,0.9625,PT
AB,Foothills-Vulcan Corridor,2016,1999,NA,1+,0.9774,PT
AB,Foothills-Vulcan Corridor,2017,2000,NA,1+,0.9608,PT
AB,Foothills-Vulcan Corridor,2018,2001,NA,1+,0.9717,PT
AB,Foothills-Vulcan Corridor,2019,2002,NA,1+,0.9656999999999999,PT
AB,Foothills-Vulcan Corridor,2020,2003,NA,1+,0.9729000000000001,PT
AB,Foothills-Vulcan Corridor,2021,2004,NA,1+,0.9724,PT
AB,Foothills-Vulcan Corridor,2022,2005,NA,1+,0.9731000000000002,PT
AB,Foothills-Vulcan Corridor,2023,2006,NA,1+,0.9738000000000001,PT
AB,Foothills-Vulcan Corridor,2014,2012,NA,1,0.8906000000000001,PT
AB,Foothills-Vulcan Corridor,2015,2013,NA,1,0.8913000000000001,PT
AB,Foothills-Vulcan Corridor,2016,2014,NA,1,0.8654000000000001,PT
AB,Foothills-Vulcan Corridor,2017,2015,NA,1,0.8654999999999999,PT
AB,Foothills-Vulcan Corridor,2018,2016,NA,1,0.8604999999999999,PT
AB,Foothills-Vulcan Corridor,2019,2017,NA,1,0.8715,PT
AB,Foothills-Vulcan Corridor,2020,2018,NA,1,0.8326,PT
AB,Foothills-Vulcan Corridor,2021,2019,NA,1,0.7844000000000001,PT
AB,Foothills-Vulcan Corridor,2022,2020,NA,1+,0.8094000000000001,PT
AB,Foothills-Vulcan Corridor,2023,2021,NA,1+,0.7702,PT
AB,Foothills-Vulcan Corridor,2014,2001,NA,2,0.9396000000000001,PT
AB,Foothills-Vulcan Corridor,2015,2002,NA,2,0.9419000000000001,PT
AB,Foothills-Vulcan Corridor,2016,2003,NA,2,0.9395,PT
AB,Foothills-Vulcan Corridor,2017,2004,NA,2,0.9369000000000001,PT
AB,Foothills-Vulcan Corridor,2018,2005,NA,2,0.9307,PT
AB,Foothills-Vulcan Corridor,2019,2006,NA,2,0.9255,PT
AB,Foothills-Vulcan Corridor,2020,2007,NA,2,0.9238000000000001,PT
AB,Foothills-Vulcan Corridor,2021,2008,NA,2,0.9067000000000001,PT
AB,Foothills-Vulcan Corridor,2022,2009,NA,2,0.9037000000000001,PT
AB,Foothills-Vulcan Corridor,2023,2010,NA,2,0.9081000000000001,PT
AB,Foothills-Vulcan Corridor,2014,1997,NA,2,0.9113000000000001,PT
AB,Foothills-Vulcan Corridor,2015,1998,NA,2,0.9385000000000001,PT
AB,Foothills-Vulcan Corridor,2016,1999,NA,2,0.9470000000000001,PT
AB,Foothills-Vulcan Corridor,2017,2000,NA,2,0.9368000000000001,PT
AB,Foothills-Vulcan Corridor,2018,2001,NA,2,0.9546000000000001,PT
AB,Foothills-Vulcan Corridor,2019,2002,NA,2,0.9586000000000001,PT
AB,Foothills-Vulcan Corridor,2020,2003,NA,2,0.9539000000000002,PT
AB,Foothills-Vulcan Corridor,2021,2004,NA,2,0.9489000000000002,PT
AB,Foothills-Vulcan Corridor,2022,2005,NA,2,0.9453,PT
AB,Foothills-Vulcan Corridor,2023,2006,NA,2,0.9318000000000001,PT
AB,Foothills-Vulcan Corridor,2023,2021,NA,2,0.644,PT
AB,Foothills-Vulcan Corridor,2014,2007,NA,2,0.8614000000000002,PT
AB,Foothills-Vulcan Corridor,2015,2008,NA,2,0.8630000000000001,PT
AB,Foothills-Vulcan Corridor,2016,2009,NA,2,0.8704000000000001,PT
AB,Foothills-Vulcan Corridor,2017,2010,NA,2,0.865,PT
AB,Foothills-Vulcan Corridor,2018,2011,NA,2,0.8551000000000001,PT
AB,Foothills-Vulcan Corridor,2019,2012,NA,2,0.8472,PT
AB,Foothills-Vulcan Corridor,2020,2013,NA,2,0.8679000000000001,PT
AB,Foothills-Vulcan Corridor,2021,2014,NA,2,0.8039000000000002,PT
AB,Foothills-Vulcan Corridor,2022,2015,NA,2,0.7889000000000002,PT
AB,Foothills-Vulcan Corridor,2023,2016,NA,2,0.7664000000000002,PT
AB,Highland &Rockview @Wheatland Corridor,2014,2001,NA,1+,0.9748,PT
AB,Highland &Rockview @Wheatland Corridor,2015,2002,NA,1+,0.9685000000000001,PT
AB,Highland &Rockview @Wheatland Corridor,2016,2003,NA,1+,0.9642000000000001,PT
AB,Highland &Rockview @Wheatland Corridor,2017,2004,NA,1+,0.9730000000000001,PT
AB,Highland &Rockview @Wheatland Corridor,2018,2005,NA,1+,0.9736000000000001,PT
AB,Highland &Rockview @Wheatland Corridor,2019,2006,NA,1+,0.9606,PT
AB,Highland &Rockview @Wheatland Corridor,2020,2007,NA,1+,0.9710000000000001,PT
AB,Highland &Rockview @Wheatland Corridor,2021,2008,NA,1+,0.9634000000000001,PT
AB,Highland &Rockview @Wheatland Corridor,2022,2009,NA,1+,0.9620000000000001,PT
AB,Highland &Rockview @Wheatland Corridor,2023,2010,NA,1+,0.9644000000000001,PT
AB,Highland &Rockview @Wheatland Corridor,2014,1997,NA,1+,0.9760000000000001,PT
AB,Highland &Rockview @Wheatland Corridor,2015,1998,NA,1+,0.9756999999999999,PT
AB,Highland &Rockview @Wheatland Corridor,2016,1999,NA,1+,0.9693,PT
AB,Highland &Rockview @Wheatland Corridor,2017,2000,NA,1+,0.9683000000000002,PT
AB,Highland &Rockview @Wheatland Corridor,2018,2001,NA,1+,0.9797,PT
AB,Highland &Rockview @Wheatland Corridor,2019,2002,NA,1+,0.9740000000000001,PT
AB,Highland &Rockview @Wheatland Corridor,2020,2003,NA,1+,0.9718000000000001,PT
AB,Highland &Rockview @Wheatland Corridor,2021,2004,NA,1+,0.9797,PT
AB,Highland &Rockview @Wheatland Corridor,2022,2005,NA,1+,0.9793000000000001,PT
AB,Highland &Rockview @Wheatland Corridor,2023,2006,NA,1+,0.9662000000000001,PT
AB,Highland &Rockview @Wheatland Corridor,2014,2012,NA,1,0.8968,PT
AB,Highland &Rockview @Wheatland Corridor,2015,2013,NA,1,0.8805,PT
AB,Highland &Rockview @Wheatland Corridor,2016,2014,NA,1,0.8971000000000001,PT
AB,Highland &Rockview @Wheatland Corridor,2017,2015,NA,1,0.8982000000000001,PT
AB,Highland &Rockview @Wheatland Corridor,2018,2016,NA,1,0.8985000000000001,PT
AB,Highland &Rockview @Wheatland Corridor,2019,2017,NA,1,0.9011000000000001,PT
AB,Highland &Rockview @Wheatland Corridor,2020,2018,NA,1,0.8825,PT
AB,Highland &Rockview @Wheatland Corridor,2021,2019,NA,1,0.8590000000000001,PT
AB,Highland &Rockview @Wheatland Corridor,2022,2020,NA,1+,0.8397,PT
AB,Highland &Rockview @Wheatland Corridor,2023,2021,NA,1+,0.8295,PT
AB,Highland &Rockview @Wheatland Corridor,2014,2001,NA,2,0.9408,PT
AB,Highland &Rockview @Wheatland Corridor,2015,2002,NA,2,0.9390000000000001,PT
AB,Highland &Rockview @Wheatland Corridor,2016,2003,NA,2,0.932,PT
AB,Highland &Rockview @Wheatland Corridor,2017,2004,NA,2,0.9304000000000001,PT
AB,Highland &Rockview @Wheatland Corridor,2018,2005,NA,2,0.9371,PT
AB,Highland &Rockview @Wheatland Corridor,2019,2006,NA,2,0.927,PT
AB,Highland &Rockview @Wheatland Corridor,2020,2007,NA,2,0.9301,PT
AB,Highland &Rockview @Wheatland Corridor,2021,2008,NA,2,0.9172,PT
AB,Highland &Rockview @Wheatland Corridor,2022,2009,NA,2,0.9268000000000001,PT
AB,Highland &Rockview @Wheatland Corridor,2023,2010,NA,2,0.9264000000000001,PT
AB,Highland &Rockview @Wheatland Corridor,2014,1997,NA,2,0.9519000000000001,PT
AB,Highland &Rockview @Wheatland Corridor,2015,1998,NA,2,0.9478,PT
AB,Highland &Rockview @Wheatland Corridor,2016,1999,NA,2,0.9481000000000002,PT
AB,Highland &Rockview @Wheatland Corridor,2017,2000,NA,2,0.9592,PT
AB,Highland &Rockview @Wheatland Corridor,2018,2001,NA,2,0.9543,PT
AB,Highland &Rockview @Wheatland Corridor,2019,2002,NA,2,0.9504,PT
AB,Highland &Rockview @Wheatland Corridor,2020,2003,NA,2,0.9493,PT
AB,Highland &Rockview @Wheatland Corridor,2021,2004,NA,2,0.9488000000000001,PT
AB,Highland &Rockview @Wheatland Corridor,2022,2005,NA,2,0.9509000000000001,PT
AB,Highland &Rockview @Wheatland Corridor,2023,2006,NA,2,0.9361000000000002,PT
AB,Highland &Rockview @Wheatland Corridor,2023,2021,NA,2,0.7084999999999999,PT
AB,Highland &Rockview @Wheatland Corridor,2014,2007,NA,2,0.8504,PT
AB,Highland &Rockview @Wheatland Corridor,2015,2008,NA,2,0.8368000000000001,PT
AB,Highland &Rockview @Wheatland Corridor,2016,2009,NA,2,0.8590000000000001,PT
AB,Highland &Rockview @Wheatland Corridor,2017,2010,NA,2,0.8565,PT
AB,Highland &Rockview @Wheatland Corridor,2018,2011,NA,2,0.8562000000000001,PT
AB,Highland &Rockview @Wheatland Corridor,2019,2012,NA,2,0.8454,PT
AB,Highland &Rockview @Wheatland Corridor,2020,2013,NA,2,0.7925,PT
AB,Highland &Rockview @Wheatland Corridor,2021,2014,NA,2,0.7913000000000001,PT
AB,Highland &Rockview @Wheatland Corridor,2022,2015,NA,2,0.79,PT
AB,Highland &Rockview @Wheatland Corridor,2023,2016,NA,2,0.7615000000000001,PT
AB,Bow Corridor,2014,2001,NA,1+,0.9585000000000001,PT
AB,Bow Corridor,2015,2002,NA,1+,0.9539000000000002,PT
AB,Bow Corridor,2016,2003,NA,1+,0.9517,PT
AB,Bow Corridor,2017,2004,NA,1+,0.9549000000000001,PT
AB,Bow Corridor,2018,2005,NA,1+,0.9546000000000001,PT
AB,Bow Corridor,2019,2006,NA,1+,0.9506999999999999,PT
AB,Bow Corridor,2020,2007,NA,1+,0.9305,PT
AB,Bow Corridor,2021,2008,NA,1+,0.9417,PT
AB,Bow Corridor,2022,2009,NA,1+,0.9284000000000002,PT
AB,Bow Corridor,2023,2010,NA,1+,0.922,PT
AB,Bow Corridor,2014,1997,NA,1+,0.9422,PT
AB,Bow Corridor,2015,1998,NA,1+,0.9526,PT
AB,Bow Corridor,2016,1999,NA,1+,0.9595,PT
AB,Bow Corridor,2017,2000,NA,1+,0.9599000000000001,PT
AB,Bow Corridor,2018,2001,NA,1+,0.9713,PT
AB,Bow Corridor,2019,2002,NA,1+,0.9642000000000001,PT
AB,Bow Corridor,2020,2003,NA,1+,0.9674,PT
AB,Bow Corridor,2021,2004,NA,1+,0.9671000000000001,PT
AB,Bow Corridor,2022,2005,NA,1+,0.9654,PT
AB,Bow Corridor,2023,2006,NA,1+,0.9521000000000001,PT
AB,Bow Corridor,2014,2012,NA,1,0.8736000000000002,PT
AB,Bow Corridor,2015,2013,NA,1,0.8528,PT
AB,Bow Corridor,2016,2014,NA,1,0.8688000000000001,PT
AB,Bow Corridor,2017,2015,NA,1,0.8712000000000001,PT
AB,Bow Corridor,2018,2016,NA,1,0.8591000000000001,PT
AB,Bow Corridor,2019,2017,NA,1,0.8584000000000002,PT
AB,Bow Corridor,2020,2018,NA,1,0.8665,PT
AB,Bow Corridor,2021,2019,NA,1,0.8025,PT
AB,Bow Corridor,2022,2020,NA,1+,0.8177,PT
AB,Bow Corridor,2023,2021,NA,1+,0.8228,PT
AB,Bow Corridor,2014,2001,NA,2,0.9291000000000001,PT
AB,Bow Corridor,2015,2002,NA,2,0.9152,PT
AB,Bow Corridor,2016,2003,NA,2,0.9084000000000002,PT
AB,Bow Corridor,2017,2004,NA,2,0.9033000000000001,PT
AB,Bow Corridor,2018,2005,NA,2,0.8849000000000001,PT
AB,Bow Corridor,2019,2006,NA,2,0.8901,PT
AB,Bow Corridor,2020,2007,NA,2,0.8854000000000001,PT
AB,Bow Corridor,2021,2008,NA,2,0.8868,PT
AB,Bow Corridor,2022,2009,NA,2,0.8760000000000001,PT
AB,Bow Corridor,2023,2010,NA,2,0.8746,PT
AB,Bow Corridor,2014,1997,NA,2,0.9075,PT
AB,Bow Corridor,2015,1998,NA,2,0.9118,PT
AB,Bow Corridor,2016,1999,NA,2,0.921,PT
AB,Bow Corridor,2017,2000,NA,2,0.9571000000000001,PT
AB,Bow Corridor,2018,2001,NA,2,0.9529000000000001,PT
AB,Bow Corridor,2019,2002,NA,2,0.9413000000000001,PT
AB,Bow Corridor,2020,2003,NA,2,0.9366000000000001,PT
AB,Bow Corridor,2021,2004,NA,2,0.9297,PT
AB,Bow Corridor,2022,2005,NA,2,0.9030000000000001,PT
AB,Bow Corridor,2023,2006,NA,2,0.8976000000000001,PT
AB,Bow Corridor,2023,2021,NA,2,0.6835,PT
AB,Bow Corridor,2014,2007,NA,2,0.7969000000000002,PT
AB,Bow Corridor,2015,2008,NA,2,0.8206,PT
AB,Bow Corridor,2016,2009,NA,2,0.8085000000000001,PT
AB,Bow Corridor,2017,2010,NA,2,0.8043,PT
AB,Bow Corridor,2018,2011,NA,2,0.8294000000000001,PT
AB,Bow Corridor,2019,2012,NA,2,0.8193,PT
AB,Bow Corridor,2020,2013,NA,2,0.7875,PT
AB,Bow Corridor,2021,2014,NA,2,0.7260000000000001,PT
AB,Bow Corridor,2022,2015,NA,2,0.7556999999999999,PT
AB,Bow Corridor,2023,2016,NA,2,0.7522,PT
AB,Rocky Mountain House & Drayton Valley,2014,2001,NA,1+,0.9149,PT
AB,Rocky Mountain House & Drayton Valley,2015,2002,NA,1+,0.9315000000000001,PT
AB,Rocky Mountain House & Drayton Valley,2016,2003,NA,1+,0.9276000000000001,PT
AB,Rocky Mountain House & Drayton Valley,2017,2004,NA,1+,0.9386000000000001,PT
AB,Rocky Mountain House & Drayton Valley,2018,2005,NA,1+,0.9293,PT
AB,Rocky Mountain House & Drayton Valley,2019,2006,NA,1+,0.9239000000000002,PT
AB,Rocky Mountain House & Drayton Valley,2020,2007,NA,1+,0.9217,PT
AB,Rocky Mountain House & Drayton Valley,2021,2008,NA,1+,0.8985000000000001,PT
AB,Rocky Mountain House & Drayton Valley,2022,2009,NA,1+,0.9234000000000002,PT
AB,Rocky Mountain House & Drayton Valley,2023,2010,NA,1+,0.8685,PT
AB,Rocky Mountain House & Drayton Valley,2014,1997,NA,1+,0.9278,PT
AB,Rocky Mountain House & Drayton Valley,2015,1998,NA,1+,0.9114000000000001,PT
AB,Rocky Mountain House & Drayton Valley,2016,1999,NA,1+,0.9130000000000001,PT
AB,Rocky Mountain House & Drayton Valley,2017,2000,NA,1+,0.9266000000000001,PT
AB,Rocky Mountain House & Drayton Valley,2018,2001,NA,1+,0.9221,PT
AB,Rocky Mountain House & Drayton Valley,2019,2002,NA,1+,0.9358,PT
AB,Rocky Mountain House & Drayton Valley,2020,2003,NA,1+,0.9361000000000002,PT
AB,Rocky Mountain House & Drayton Valley,2021,2004,NA,1+,0.9401999999999999,PT
AB,Rocky Mountain House & Drayton Valley,2022,2005,NA,1+,0.9390000000000001,PT
AB,Rocky Mountain House & Drayton Valley,2023,2006,NA,1+,0.9266000000000001,PT
AB,Rocky Mountain House & Drayton Valley,2014,2012,NA,1,0.8219000000000001,PT
AB,Rocky Mountain House & Drayton Valley,2015,2013,NA,1,0.8109000000000001,PT
AB,Rocky Mountain House & Drayton Valley,2016,2014,NA,1,0.8224000000000001,PT
AB,Rocky Mountain House & Drayton Valley,2017,2015,NA,1,0.8295,PT
AB,Rocky Mountain House & Drayton Valley,2018,2016,NA,1,0.8323,PT
AB,Rocky Mountain House & Drayton Valley,2019,2017,NA,1,0.8012,PT
AB,Rocky Mountain House & Drayton Valley,2020,2018,NA,1,0.7922,PT
AB,Rocky Mountain House & Drayton Valley,2021,2019,NA,1,0.7888000000000001,PT
AB,Rocky Mountain House & Drayton Valley,2022,2020,NA,1+,0.6991,PT
AB,Rocky Mountain House & Drayton Valley,2023,2021,NA,1+,0.7434999999999999,PT
AB,Rocky Mountain House & Drayton Valley,2014,2001,NA,2,0.8383000000000002,PT
AB,Rocky Mountain House & Drayton Valley,2015,2002,NA,2,0.8553000000000001,PT
AB,Rocky Mountain House & Drayton Valley,2016,2003,NA,2,0.8606999999999999,PT
AB,Rocky Mountain House & Drayton Valley,2017,2004,NA,2,0.8743000000000001,PT
AB,Rocky Mountain House & Drayton Valley,2018,2005,NA,2,0.8575,PT
AB,Rocky Mountain House & Drayton Valley,2019,2006,NA,2,0.8604,PT
AB,Rocky Mountain House & Drayton Valley,2020,2007,NA,2,0.8675,PT
AB,Rocky Mountain House & Drayton Valley,2021,2008,NA,2,0.8247,PT
AB,Rocky Mountain House & Drayton Valley,2022,2009,NA,2,0.87,PT
AB,Rocky Mountain House & Drayton Valley,2023,2010,NA,2,0.7653,PT
AB,Rocky Mountain House & Drayton Valley,2014,1997,NA,2,0.8809,PT
AB,Rocky Mountain House & Drayton Valley,2015,1998,NA,2,0.8846,PT
AB,Rocky Mountain House & Drayton Valley,2016,1999,NA,2,0.8661000000000001,PT
AB,Rocky Mountain House & Drayton Valley,2017,2000,NA,2,0.8810000000000001,PT
AB,Rocky Mountain House & Drayton Valley,2018,2001,NA,2,0.8601000000000001,PT
AB,Rocky Mountain House & Drayton Valley,2019,2002,NA,2,0.8794000000000001,PT
AB,Rocky Mountain House & Drayton Valley,2020,2003,NA,2,0.885,PT
AB,Rocky Mountain House & Drayton Valley,2021,2004,NA,2,0.8915000000000001,PT
AB,Rocky Mountain House & Drayton Valley,2022,2005,NA,2,0.8748,PT
AB,Rocky Mountain House & Drayton Valley,2023,2006,NA,2,0.8726,PT
AB,Rocky Mountain House & Drayton Valley,2023,2021,NA,2,0.5369,PT
AB,Rocky Mountain House & Drayton Valley,2014,2007,NA,2,0.7626999999999999,PT
AB,Rocky Mountain House & Drayton Valley,2015,2008,NA,2,0.7272,PT
AB,Rocky Mountain House & Drayton Valley,2016,2009,NA,2,0.7748,PT
AB,Rocky Mountain House & Drayton Valley,2017,2010,NA,2,0.675,PT
AB,Rocky Mountain House & Drayton Valley,2018,2011,NA,2,0.7384999999999999,PT
AB,Rocky Mountain House & Drayton Valley,2019,2012,NA,2,0.7631,PT
AB,Rocky Mountain House & Drayton Valley,2020,2013,NA,2,0.7182999999999999,PT
AB,Rocky Mountain House & Drayton Valley,2021,2014,NA,2,0.7498,PT
AB,Rocky Mountain House & Drayton Valley,2022,2015,NA,2,0.7282,PT
AB,Rocky Mountain House & Drayton Valley,2023,2016,NA,2,0.6842,PT
AB,Central Zone - Central/South,2014,2001,NA,1+,0.9403,PT
AB,Central Zone - Central/South,2015,2002,NA,1+,0.9457,PT
AB,Central Zone - Central/South,2016,2003,NA,1+,0.9505,PT
AB,Central Zone - Central/South,2017,2004,NA,1+,0.9482,PT
AB,Central Zone - Central/South,2018,2005,NA,1+,0.9434000000000001,PT
AB,Central Zone - Central/South,2019,2006,NA,1+,0.9548000000000001,PT
AB,Central Zone - Central/South,2020,2007,NA,1+,0.9297,PT
AB,Central Zone - Central/South,2021,2008,NA,1+,0.9282,PT
AB,Central Zone - Central/South,2022,2009,NA,1+,0.9207,PT
AB,Central Zone - Central/South,2023,2010,NA,1+,0.9016000000000001,PT
AB,Central Zone - Central/South,2014,1997,NA,1+,0.9498000000000001,PT
AB,Central Zone - Central/South,2015,1998,NA,1+,0.9527,PT
AB,Central Zone - Central/South,2016,1999,NA,1+,0.9494000000000001,PT
AB,Central Zone - Central/South,2017,2000,NA,1+,0.9589000000000002,PT
AB,Central Zone - Central/South,2018,2001,NA,1+,0.9464000000000001,PT
AB,Central Zone - Central/South,2019,2002,NA,1+,0.9558,PT
AB,Central Zone - Central/South,2020,2003,NA,1+,0.9594000000000001,PT
AB,Central Zone - Central/South,2021,2004,NA,1+,0.9556999999999999,PT
AB,Central Zone - Central/South,2022,2005,NA,1+,0.9484000000000001,PT
AB,Central Zone - Central/South,2023,2006,NA,1+,0.9596000000000001,PT
AB,Central Zone - Central/South,2014,2012,NA,1,0.8684000000000002,PT
AB,Central Zone - Central/South,2015,2013,NA,1,0.8371000000000001,PT
AB,Central Zone - Central/South,2016,2014,NA,1,0.8496000000000001,PT
AB,Central Zone - Central/South,2017,2015,NA,1,0.8363,PT
