model_no,k_name,l1,l2,b,meas_error,lppd_exact
414,ksqexp,1.25,3.5,1,0.01,-3900.5209321615785
415,ksqexp,1.25,3.5,1,0,-32836.561723458355
416,ksqexp,1.25,3.5,1.5,0.5,-32.71557862160571
417,ksqexp,1.25,3.5,1.5,0.1,-117.67345978075991
418,ksqexp,1.25,3.5,1.5,0.05,-489.45268621220794
419,ksqexp,1.25,3.5,1.5,0.01,-2933.971181394498
420,ksqexp,1.25,3.5,1.5,0,-21855.990510154832
421,ksqexp,1.25,4,0.5,0.5,-27.199893167667966
422,ksqexp,1.25,4,0.5,0.1,-105.35253082502844
423,ksqexp,1.25,4,0.5,0.05,-513.2574625372655
424,ksqexp,1.25,4,0.5,0.01,-5247.8887530484835
425,ksqexp,1.25,4,0.5,0,-50340.00747238389
426,ksqexp,1.25,4,1,0.5,-30.574833415334044
427,ksqexp,1.25,4,1,0.1,-112.78632727015732
428,ksqexp,1.25,4,1,0.05,-492.116289764186
429,ksqexp,1.25,4,1,0.01,-3225.1847306494446
430,ksqexp,1.25,4,1,0,-25112.750252345508
431,ksqexp,1.25,4,1.5,0.5,-32.71404740551377
432,ksqexp,1.25,4,1.5,0.1,-115.93275089532969
433,ksqexp,1.25,4,1.5,0.05,-466.3993143479661
434,ksqexp,1.25,4,1.5,0.01,-2456.476556197202
435,ksqexp,1.25,4,1.5,0,-16707.851333689385
436,ksqexp,1.25,6,0.5,0.5,-27.197307470237842
437,ksqexp,1.25,6,0.5,0.1,-102.29972987553877
438,ksqexp,1.25,6,0.5,0.05,-468.12772889974775
439,ksqexp,1.25,6,0.5,0.01,-2961.296530970543
440,ksqexp,1.25,6,0.5,0,-22303.52964791151
441,ksqexp,1.25,6,1,0.5,-30.5695042526817
442,ksqexp,1.25,6,1,0.1,-106.7989975750431
443,ksqexp,1.25,6,1,0.05,-415.6554220878207
444,ksqexp,1.25,6,1,0.01,-1924.240061777479
445,ksqexp,1.25,6,1,0,-11099.377819429112
446,ksqexp,1.25,6,1.5,0.5,-32.70591304910206
447,ksqexp,1.25,6,1.5,0.1,-107.2572496848544
448,ksqexp,1.25,6,1.5,0.05,-368.8960754363692
449,ksqexp,1.25,6,1.5,0.01,-1568.0111525598256
450,ksqexp,1.25,6,1.5,0,-7368.84669370556
451,ksqexp,1.25,8,0.5,0.5,-27.19369746832518
452,ksqexp,1.25,8,0.5,0.1,-98.22227973981992
453,ksqexp,1.25,8,0.5,0.05,-414.8653069933485
454,ksqexp,1.25,8,0.5,0.01,-2048.2702705594143
455,ksqexp,1.25,8,0.5,0,-12494.260818604085
456,ksqexp,1.25,8,1,0.5,-30.56208408099536
457,ksqexp,1.25,8,1,0.1,-99.14682895365726
458,ksqexp,1.25,8,1,0.05,-337.07392896769807
459,ksqexp,1.25,8,1,0.01,-1443.8291667073045
460,ksqexp,1.25,8,1,0,-6198.194984231221
461,ksqexp,1.25,8,1.5,0.5,-32.69461764978045
462,ksqexp,1.25,8,1.5,0.1,-96.62198956927612
463,ksqexp,1.25,8,1.5,0.05,-279.61481607322986
464,ksqexp,1.25,8,1.5,0.01,-1208.0921090983015
465,ksqexp,1.25,8,1.5,0,-4103.692410239075
466,ksqexp,1.25,10,0.5,0.5,-27.18907308127674
467,ksqexp,1.25,10,0.5,0.1,-93.29261381932773
