model_no,k_name,l1,l2,b,meas_error,lppd_exact
174,kexp,1.75,0.5,1.5,NA,-79.15795576560494
175,kexp,1.75,1,0.5,NA,-45.895617194177944
176,kexp,1.75,1,1,NA,-67.25242043448519
177,kexp,1.75,1,1.5,NA,-83.44098933983078
178,kexp,1.75,2,0.5,NA,-43.75080690513002
179,kexp,1.75,2,1,NA,-70.54537574027579
180,kexp,1.75,2,1.5,NA,-88.54653317723974
181,kexp,1.75,3,0.5,NA,-44.41206116662659
182,kexp,1.75,3,1,NA,-72.22275220603126
183,kexp,1.75,3,1.5,NA,-90.56261704441526
184,kexp,1.75,4,0.5,NA,-44.93862686228748
185,kexp,1.75,4,1,NA,-73.04058911586442
186,kexp,1.75,4,1.5,NA,-91.47754435897252
187,kexp,1.75,5,0.5,NA,-45.272235347630186
188,kexp,1.75,5,1,NA,-73.47385121552436
189,kexp,1.75,5,1.5,NA,-91.94402433007156
190,kexp,2,0.25,0.5,NA,-129.3465711021029
191,kexp,2,0.25,1,NA,-87.36215687924192
192,kexp,2,0.25,1.5,NA,-82.43698662999458
193,kexp,2,0.5,0.5,NA,-63.09701863311341
194,kexp,2,0.5,1,NA,-65.23067885212883
195,kexp,2,0.5,1.5,NA,-75.01153341700673
196,kexp,2,1,0.5,NA,-41.82968002545278
197,kexp,2,1,1,NA,-62.34518637347623
198,kexp,2,1,1.5,NA,-78.25332298139186
199,kexp,2,2,0.5,NA,-38.80442670707681
200,kexp,2,2,1,NA,-65.35267066561167
201,kexp,2,2,1.5,NA,-83.27171981037114
202,kexp,2,3,0.5,NA,-39.378653035856445
203,kexp,2,3,1,NA,-67.05459139763563
204,kexp,2,3,1.5,NA,-85.3495386768104
205,kexp,2,4,0.5,NA,-39.903520749594506
206,kexp,2,4,1,NA,-67.90951782411405
207,kexp,2,4,1.5,NA,-86.31448467420228
208,kexp,2,5,0.5,NA,-40.24990979209823
209,kexp,2,5,1,NA,-68.37263868835959
210,kexp,2,5,1.5,NA,-86.81651614569508
