model_no,k_name,l1,l2,b,meas_error,lppd_exact
381,ksqexp,1.25,1.5,1,0.5,-78.96519754459065
382,ksqexp,1.25,1.5,1,0.1,-622.1402682170709
383,ksqexp,1.25,1.5,1,0.05,-2462.216235949691
384,ksqexp,1.25,1.5,1,0.01,-41063.04018073915
385,ksqexp,1.25,1.5,1,0,-24425354.557727106
386,ksqexp,1.25,1.5,1.5,0.5,-81.75516790038527
387,ksqexp,1.25,1.5,1.5,0.1,-613.0213147754807
388,ksqexp,1.25,1.5,1.5,0.05,-2454.6496182610545
389,ksqexp,1.25,1.5,1.5,0.01,-34260.877311948956
390,ksqexp,1.25,1.5,1.5,0,-16283612.245959675
391,ksqexp,1.25,2,0.5,0.5,-75.82586579479523
392,ksqexp,1.25,2,0.5,0.1,-561.1525074937275
393,ksqexp,1.25,2,0.5,0.05,-1594.456680867973
394,ksqexp,1.25,2,0.5,0.01,-9540.186091687157
395,ksqexp,1.25,2,0.5,0,-495159.53937911184
396,ksqexp,1.25,2,1,0.5,-80.25868737583802
397,ksqexp,1.25,2,1,0.1,-485.6206118598652
398,ksqexp,1.25,2,1,0.05,-1178.135280221151
399,ksqexp,1.25,2,1,0.01,-8552.520552134782
400,ksqexp,1.25,2,1,0,-247532.6027448577
401,ksqexp,1.25,2,1.5,0.5,-83.70672889779445
402,ksqexp,1.25,2,1.5,0.1,-433.7064152090902
403,ksqexp,1.25,2,1.5,0.05,-958.8838165259681
404,ksqexp,1.25,2,1.5,0.01,-8326.433999335275
405,ksqexp,1.25,2,1.5,0,-164997.67694991454
406,ksqexp,1.25,2.5,0.5,0.5,-74.95049977761032
407,ksqexp,1.25,2.5,0.5,0.1,-328.00085299858745
408,ksqexp,1.25,2.5,0.5,0.05,-684.4014263296498
409,ksqexp,1.25,2.5,0.5,0.01,-6541.894078113221
410,ksqexp,1.25,2.5,0.5,0,-36690.559490901185
411,ksqexp,1.25,2.5,1,0.5,-79.26539505633933
412,ksqexp,1.25,2.5,1,0.1,-242.66963130723812
413,ksqexp,1.25,2.5,1,0.05,-480.1968351004543
414,ksqexp,1.25,2.5,1,0.01,-5570.990571733444
415,ksqexp,1.25,2.5,1,0,-18318.515207033997
416,ksqexp,1.25,2.5,1.5,0.5,-82.63222622802319
417,ksqexp,1.25,2.5,1.5,0.1,-202.31315921016207
418,ksqexp,1.25,2.5,1.5,0.05,-405.51261357888967
419,ksqexp,1.25,2.5,1.5,0.01,-4853.70735865093
420,ksqexp,1.25,2.5,1.5,0,-12201.91294874327
421,ksqexp,1.25,3,0.5,0.5,-73.31138628230653
422,ksqexp,1.25,3,0.5,0.1,-229.6990392944451
423,ksqexp,1.25,3,0.5,0.05,-522.6857219052545
424,ksqexp,1.25,3,0.5,0.01,-4129.094850577101
425,ksqexp,1.25,3,0.5,0,-8309.861714639108
426,ksqexp,1.25,3,1,0.5,-77.55306173592825
427,ksqexp,1.25,3,1,0.1,-179.82215338376434
428,ksqexp,1.25,3,1,0.05,-397.0803413402524
429,ksqexp,1.25,3,1,0.01,-2737.8883700400656
430,ksqexp,1.25,3,1,0,-4139.373000126503
431,ksqexp,1.25,3,1.5,0.5,-81.05231784372216
432,ksqexp,1.25,3,1.5,0.1,-158.49605655095485
433,ksqexp,1.25,3,1.5,0.05,-349.25723450955314
434,ksqexp,1.25,3,1.5,0.01,-2054.5437756604697
435,ksqexp,1.25,3,1.5,0,-2756.6227678622517
436,ksqexp,1.25,3.5,0.5,0.5,-72.09848623265493
437,ksqexp,1.25,3.5,0.5,0.1,-204.0561525080439
438,ksqexp,1.25,3.5,0.5,0.05,-492.7781857104704
439,ksqexp,1.25,3.5,0.5,0.01,-2426.0341852532592
440,ksqexp,1.25,3.5,0.5,0,-3265.4158229094546
441,ksqexp,1.25,3.5,1,0.5,-76.76128112470849
442,ksqexp,1.25,3.5,1,0.1,-169.4888945393563
443,ksqexp,1.25,3.5,1,0.05,-376.05625198440873
444,ksqexp,1.25,3.5,1,0.01,-1381.6929764820993
445,ksqexp,1.25,3.5,1,0,-1624.3443247871091
446,ksqexp,1.25,3.5,1.5,0.5,-80.77230127609252
447,ksqexp,1.25,3.5,1.5,0.1,-153.8138945893659
448,ksqexp,1.25,3.5,1.5,0.05,-324.36433119014316
449,ksqexp,1.25,3.5,1.5,0.01,-971.174873146414
450,ksqexp,1.25,3.5,1.5,0,-1084.7331728237366
451,ksqexp,1.25,4,0.5,0.5,-71.41339777308559
452,ksqexp,1.25,4,0.5,0.1,-196.37977867748705
453,ksqexp,1.25,4,0.5,0.05,-474.23094329001196
454,ksqexp,1.25,4,0.5,0.01,-1496.131525527539
455,ksqexp,1.25,4,0.5,0,-1710.0332888506596
456,ksqexp,1.25,4,1,0.5,-76.69962855020717
457,ksqexp,1.25,4,1,0.1,-167.47337377809308
458,ksqexp,1.25,4,1,0.05,-348.91254166373454
459,ksqexp,1.25,4,1,0.01,-794.7327318233566
460,ksqexp,1.25,4,1,0,-851.8936854702107
461,ksqexp,1.25,4,1.5,0.5,-81.29421432878485
462,ksqexp,1.25,4,1.5,0.1,-153.06359815501
463,ksqexp,1.25,4,1.5,0.05,-289.319745690458
464,ksqexp,1.25,4,1.5,0.01,-547.3878189440996
465,ksqexp,1.25,4,1.5,0,-573.2598327669036
466,ksqexp,1.25,6,0.5,0.5,-70.72630443208057
467,ksqexp,1.25,6,0.5,0.1,-179.45862039979892
468,ksqexp,1.25,6,0.5,0.05,-357.6166028523385
469,ksqexp,1.25,6,0.5,0.01,-572.2916476232227
470,ksqexp,1.25,6,0.5,0,-589.362742125356
471,ksqexp,1.25,6,1,0.5,-78.11556711146604
