pruid,prename,prfname,week_end,sex,age,numtotal_atleast1dose,numtotal_partially,numtotal_fully,numtotal_additional,numtotal_2nd_additional,numtotal_recommended_vax,numtotal_vax_interest,proptotal_atleast1dose,proptotal_partially,proptotal_fully,proptotal_additional,proptotal_2nd_additional,proptotal_recommended_vax,proptotal_vax_interest
35,Ontario,Ontario,2021-12-04,Not reported,40–49,0,0,0,,,,,na,na,na,na,na,,
35,Ontario,Ontario,2021-12-04,Not reported,50–59,0,0,0,,,,,na,na,na,na,na,,
35,Ontario,Ontario,2021-12-04,Not reported,60–69,0,0,0,,,,,na,na,na,na,na,,
35,Ontario,Ontario,2021-12-04,Not reported,70–79,0,0,0,,,,,na,na,na,na,na,,
35,Ontario,Ontario,2021-12-04,Not reported,80+,0,0,0,,,,,na,na,na,na,na,,
35,Ontario,Ontario,2021-12-04,Not reported,All ages,0,0,0,,,,,na,na,na,na,na,,
35,Ontario,Ontario,2021-12-04,Not reported,Not reported,0,0,0,,,,,na,na,na,na,na,,
35,Ontario,Ontario,2021-12-04,Not reported,Unknown,0,0,0,,,,,na,na,na,na,na,,
46,Manitoba,Manitoba,2021-12-04,All sexes,0–4,0,0,0,,,,,0,0,0,,,,
46,Manitoba,Manitoba,2021-12-04,All sexes,05–11,26925,26916,9,,,,,21.5,21.5,<0.1,,,,
46,Manitoba,Manitoba,2021-12-04,All sexes,12–17,84656,4799,79857,,,,,83.4,4.7,78.7,,,,
46,Manitoba,Manitoba,2021-12-04,All sexes,18–29,201776,9934,191842,,,,,88.4,4.4,84,,,,
46,Manitoba,Manitoba,2021-12-04,All sexes,30–39,167140,6414,160726,,,,,85.6,3.3,82.3,,,,
46,Manitoba,Manitoba,2021-12-04,All sexes,40–49,152621,4242,148379,,,,,89.4,2.5,86.9,,,,
46,Manitoba,Manitoba,2021-12-04,All sexes,50–59,151993,3250,148743,,,,,90.6,1.9,88.7,,,,
46,Manitoba,Manitoba,2021-12-04,All sexes,60–69,149478,2252,147226,,,,,94.9,1.4,93.4,,,,
46,Manitoba,Manitoba,2021-12-04,All sexes,70–79,97387,1278,96109,,,,,98.5,1.3,97.2,,,,
46,Manitoba,Manitoba,2021-12-04,All sexes,80+,57016,1094,55922,,,,,>=99,2,>=99,,,,
46,Manitoba,Manitoba,2021-12-04,All sexes,All ages,1089070,60231,1028839,,,,,78.7,4.4,74.4,,,,
46,Manitoba,Manitoba,2021-12-04,All sexes,Not reported,0,0,0,,,,,na,na,na,na,na,,
46,Manitoba,Manitoba,2021-12-04,All sexes,Unknown,78,52,26,,,,,na,na,na,na,na,,
46,Manitoba,Manitoba,2021-12-04,f,0–4,0,0,0,,,,,0,0,0,,,,
46,Manitoba,Manitoba,2021-12-04,f,05–11,13121,13118,3,,,,,21.5,21.5,<0.1,,,,
46,Manitoba,Manitoba,2021-12-04,f,12–17,41736,2309,39427,,,,,82.9,4.6,78.3,,,,
46,Manitoba,Manitoba,2021-12-04,f,18–29,97075,3980,93095,,,,,89.2,3.7,85.5,,,,
46,Manitoba,Manitoba,2021-12-04,f,30–39,83677,2758,80919,,,,,86.1,2.8,83.3,,,,
46,Manitoba,Manitoba,2021-12-04,f,40–49,76785,1722,75063,,,,,90.8,2,88.8,,,,
46,Manitoba,Manitoba,2021-12-04,f,50–59,76783,1323,75460,,,,,90.5,1.6,89,,,,
46,Manitoba,Manitoba,2021-12-04,f,60–69,76274,991,75283,,,,,95.4,1.2,94.2,,,,
46,Manitoba,Manitoba,2021-12-04,f,70–79,51516,649,50867,,,,,>=99,1.3,98.3,,,,
46,Manitoba,Manitoba,2021-12-04,f,80+,34343,632,33711,,,,,>=99,1.9,>=99,,,,
46,Manitoba,Manitoba,2021-12-04,f,All ages,551331,27495,523836,,,,,79.6,4,75.6,,,,
46,Manitoba,Manitoba,2021-12-04,f,Not reported,0,0,0,,,,,na,na,na,na,na,,
46,Manitoba,Manitoba,2021-12-04,f,Unknown,21,13,8,,,,,na,na,na,na,na,,
46,Manitoba,Manitoba,2021-12-04,m,0–4,0,0,0,,,,,0,0,0,,,,
46,Manitoba,Manitoba,2021-12-04,m,05–11,13802,13796,6,,,,,21.4,21.4,<0.1,,,,
46,Manitoba,Manitoba,2021-12-04,m,12–17,42801,2469,40332,,,,,83.7,4.8,78.9,,,,
46,Manitoba,Manitoba,2021-12-04,m,18–29,103555,5855,97700,,,,,86.7,4.9,81.8,,,,
46,Manitoba,Manitoba,2021-12-04,m,30–39,82979,3617,79362,,,,,84.5,3.7,80.9,,,,
46,Manitoba,Manitoba,2021-12-04,m,40–49,75611,2499,73112,,,,,87.7,2.9,84.8,,,,
46,Manitoba,Manitoba,2021-12-04,m,50–59,75081,1902,73179,,,,,90.6,2.3,88.3,,,,
46,Manitoba,Manitoba,2021-12-04,m,60–69,73098,1244,71854,,,,,94.2,1.6,92.6,,,,
46,Manitoba,Manitoba,2021-12-04,m,70–79,45816,622,45194,,,,,97.3,1.3,96,,,,
46,Manitoba,Manitoba,2021-12-04,m,80+,22665,460,22205,,,,,>=99,2.1,>=99,,,,
46,Manitoba,Manitoba,2021-12-04,m,All ages,535444,32489,502955,,,,,77.5,4.7,72.8,,,,
46,Manitoba,Manitoba,2021-12-04,m,Not reported,0,0,0,,,,,na,na,na,na,na,,
46,Manitoba,Manitoba,2021-12-04,m,Unknown,36,25,11,,,,,na,na,na,na,na,,
46,Manitoba,Manitoba,2021-12-04,Other,0–4,0,0,0,,,,,na,na,na,na,na,,
46,Manitoba,Manitoba,2021-12-04,Other,05–11,0,0,0,,,,,na,na,na,na,na,,
46,Manitoba,Manitoba,2021-12-04,Other,12–17,0,0,0,,,,,na,na,na,na,na,,
46,Manitoba,Manitoba,2021-12-04,Other,18–29,0,0,0,,,,,na,na,na,na,na,,
46,Manitoba,Manitoba,2021-12-04,Other,30–39,0,0,0,,,,,na,na,na,na,na,,
46,Manitoba,Manitoba,2021-12-04,Other,40–49,0,0,0,,,,,na,na,na,na,na,,
46,Manitoba,Manitoba,2021-12-04,Other,50–59,0,0,0,,,,,na,na,na,na,na,,
46,Manitoba,Manitoba,2021-12-04,Other,60–69,0,0,0,,,,,na,na,na,na,na,,
46,Manitoba,Manitoba,2021-12-04,Other,70–79,0,0,0,,,,,na,na,na,na,na,,
46,Manitoba,Manitoba,2021-12-04,Other,80+,0,0,0,,,,,na,na,na,na,na,,
46,Manitoba,Manitoba,2021-12-04,Other,All ages,0,0,0,,,,,na,na,na,na,na,,
46,Manitoba,Manitoba,2021-12-04,Other,Not reported,0,0,0,,,,,na,na,na,na,na,,
46,Manitoba,Manitoba,2021-12-04,Other,Unknown,0,0,0,,,,,na,na,na,na,na,,
46,Manitoba,Manitoba,2021-12-04,Unknown,0–4,0,0,0,,,,,na,na,na,na,na,,
46,Manitoba,Manitoba,2021-12-04,Unknown,05–11,2,2,0,,,,,na,na,na,na,na,,
46,Manitoba,Manitoba,2021-12-04,Unknown,12–17,119,21,98,,,,,na,na,na,na,na,,
46,Manitoba,Manitoba,2021-12-04,Unknown,18–29,1146,99,1047,,,,,na,na,na,na,na,,
46,Manitoba,Manitoba,2021-12-04,Unknown,30–39,484,39,445,,,,,na,na,na,na,na,,
46,Manitoba,Manitoba,2021-12-04,Unknown,40–49,225,21,204,,,,,na,na,na,na,na,,
46,Manitoba,Manitoba,2021-12-04,Unknown,50–59,129,25,104,,,,,na,na,na,na,na,,
46,Manitoba,Manitoba,2021-12-04,Unknown,60–69,106,17,89,,,,,na,na,na,na,na,,
46,Manitoba,Manitoba,2021-12-04,Unknown,70–79,55,7,48,,,,,na,na,na,na,na,,
46,Manitoba,Manitoba,2021-12-04,Unknown,80+,8,2,6,,,,,na,na,na,na,na,,
46,Manitoba,Manitoba,2021-12-04,Unknown,All ages,2295,247,2048,,,,,na,na,na,na,na,,
46,Manitoba,Manitoba,2021-12-04,Unknown,Not reported,0,0,0,,,,,na,na,na,na,na,,
46,Manitoba,Manitoba,2021-12-04,Unknown,Unknown,21,14,7,,,,,na,na,na,na,na,,
46,Manitoba,Manitoba,2021-12-04,Not reported,0–4,0,0,0,,,,,na,na,na,na,na,,
46,Manitoba,Manitoba,2021-12-04,Not reported,05–11,0,0,0,,,,,na,na,na,na,na,,
46,Manitoba,Manitoba,2021-12-04,Not reported,12–17,0,0,0,,,,,na,na,na,na,na,,
46,Manitoba,Manitoba,2021-12-04,Not reported,18–29,0,0,0,,,,,na,na,na,na,na,,
46,Manitoba,Manitoba,2021-12-04,Not reported,30–39,0,0,0,,,,,na,na,na,na,na,,
46,Manitoba,Manitoba,2021-12-04,Not reported,40–49,0,0,0,,,,,na,na,na,na,na,,
46,Manitoba,Manitoba,2021-12-04,Not reported,50–59,0,0,0,,,,,na,na,na,na,na,,
46,Manitoba,Manitoba,2021-12-04,Not reported,60–69,0,0,0,,,,,na,na,na,na,na,,
46,Manitoba,Manitoba,2021-12-04,Not reported,70–79,0,0,0,,,,,na,na,na,na,na,,
46,Manitoba,Manitoba,2021-12-04,Not reported,80+,0,0,0,,,,,na,na,na,na,na,,
46,Manitoba,Manitoba,2021-12-04,Not reported,All ages,0,0,0,,,,,na,na,na,na,na,,
46,Manitoba,Manitoba,2021-12-04,Not reported,Not reported,0,0,0,,,,,na,na,na,na,na,,
46,Manitoba,Manitoba,2021-12-04,Not reported,Unknown,0,0,0,,,,,na,na,na,na,na,,
47,Saskatchewan,Saskatchewan,2021-12-04,All sexes,0–4,26,26,0,,,,,<0.1,<0.1,0,,,,
47,Saskatchewan,Saskatchewan,2021-12-04,All sexes,05–11,35425,33700,1725,,,,,32.2,30.6,1.6,,,,
47,Saskatchewan,Saskatchewan,2021-12-04,All sexes,12–17,75143,6041,69102,,,,,84.1,6.8,77.3,,,,
47,Saskatchewan,Saskatchewan,2021-12-04,All sexes,18–29,150454,12477,137977,,,,,84.4,7,77.4,,,,
47,Saskatchewan,Saskatchewan,2021-12-04,All sexes,30–39,143656,8269,135387,,,,,83.7,4.8,78.8,,,,
47,Saskatchewan,Saskatchewan,2021-12-04,All sexes,40–49,126592,5469,121123,,,,,86.6,3.7,82.9,,,,
47,Saskatchewan,Saskatchewan,2021-12-04,All sexes,50–59,123381,4164,119217,,,,,88.3,3,85.3,,,,
47,Saskatchewan,Saskatchewan,2021-12-04,All sexes,60–69,127463,3149,124314,,,,,91.4,2.3,89.1,,,,
47,Saskatchewan,Saskatchewan,2021-12-04,All sexes,70–79,75894,1641,74253,,,,,92.9,2,90.9,,,,
47,Saskatchewan,Saskatchewan,2021-12-04,All sexes,80+,49301,1447,47854,,,,,97.6,2.9,94.8,,,,
47,Saskatchewan,Saskatchewan,2021-12-04,All sexes,All ages,907463,76461,831002,,,,,76.9,6.5,70.4,,,,
47,Saskatchewan,Saskatchewan,2021-12-04,All sexes,Not reported,0,0,0,,,,,na,na,na,na,na,,
47,Saskatchewan,Saskatchewan,2021-12-04,All sexes,Unknown,128,78,50,,,,,na,na,na,na,na,,
47,Saskatchewan,Saskatchewan,2021-12-04,f,0–4,9,9,0,,,,,<0.1,<0.1,0,,,,
47,Saskatchewan,Saskatchewan,2021-12-04,f,05–11,17288,16477,811,,,,,32.1,30.6,1.5,,,,
47,Saskatchewan,Saskatchewan,2021-12-04,f,12–17,37272,2843,34429,,,,,84.7,6.5,78.3,,,,
47,Saskatchewan,Saskatchewan,2021-12-04,f,18–29,73858,5345,68513,,,,,86.7,6.3,80.5,,,,
47,Saskatchewan,Saskatchewan,2021-12-04,f,30–39,71969,3646,68323,,,,,85.1,4.3,80.8,,,,
47,Saskatchewan,Saskatchewan,2021-12-04,f,40–49,62923,2226,60697,,,,,88,3.1,84.9,,,,
47,Saskatchewan,Saskatchewan,2021-12-04,f,50–59,62250,1799,60451,,,,,90.6,2.6,88,,,,
47,Saskatchewan,Saskatchewan,2021-12-04,f,60–69,64141,1453,62688,,,,,92.5,2.1,90.4,,,,
47,Saskatchewan,Saskatchewan,2021-12-04,f,70–79,39173,829,38344,,,,,92.9,2,90.9,,,,
47,Saskatchewan,Saskatchewan,2021-12-04,f,80+,29551,818,28733,,,,,96.3,2.7,93.6,,,,
47,Saskatchewan,Saskatchewan,2021-12-04,f,All ages,458451,35457,422994,,,,,78.3,6.1,72.2,,,,
47,Saskatchewan,Saskatchewan,2021-12-04,f,Not reported,0,0,0,,,,,na,na,na,na,na,,
47,Saskatchewan,Saskatchewan,2021-12-04,f,Unknown,17,12,5,,,,,na,na,na,na,na,,
47,Saskatchewan,Saskatchewan,2021-12-04,m,0–4,17,17,0,,,,,<0.1,<0.1,0,,,,
47,Saskatchewan,Saskatchewan,2021-12-04,m,05–11,18105,17191,914,,,,,32.2,30.6,1.6,,,,
47,Saskatchewan,Saskatchewan,2021-12-04,m,12–17,37812,3175,34637,,,,,83.4,7,76.4,,,,
47,Saskatchewan,Saskatchewan,2021-12-04,m,18–29,76357,7056,69301,,,,,82,7.6,74.4,,,,
47,Saskatchewan,Saskatchewan,2021-12-04,m,30–39,71412,4539,66873,,,,,81.9,5.2,76.7,,,,
47,Saskatchewan,Saskatchewan,2021-12-04,m,40–49,63468,3202,60266,,,,,85,4.3,80.7,,,,
47,Saskatchewan,Saskatchewan,2021-12-04,m,50–59,60914,2308,58606,,,,,85.8,3.3,82.5,,,,
47,Saskatchewan,Saskatchewan,2021-12-04,m,60–69,63108,1651,61457,,,,,89.9,2.4,87.6,,,,
47,Saskatchewan,Saskatchewan,2021-12-04,m,70–79,36631,790,35841,,,,,92.7,2,90.7,,,,
47,Saskatchewan,Saskatchewan,2021-12-04,m,80+,19720,629,19091,,,,,>=99,3.2,96.3,,,,
47,Saskatchewan,Saskatchewan,2021-12-04,m,All ages,447557,40571,406986,,,,,75.3,6.8,68.5,,,,
47,Saskatchewan,Saskatchewan,2021-12-04,m,Not reported,0,0,0,,,,,na,na,na,na,na,,
47,Saskatchewan,Saskatchewan,2021-12-04,m,Unknown,13,13,0,,,,,na,na,na,na,na,,
47,Saskatchewan,Saskatchewan,2021-12-04,Other,0–4,0,0,0,,,,,na,na,na,na,na,,
47,Saskatchewan,Saskatchewan,2021-12-04,Other,05–11,0,0,0,,,,,na,na,na,na,na,,
47,Saskatchewan,Saskatchewan,2021-12-04,Other,12–17,0,0,0,,,,,na,na,na,na,na,,
47,Saskatchewan,Saskatchewan,2021-12-04,Other,18–29,0,0,0,,,,,na,na,na,na,na,,
47,Saskatchewan,Saskatchewan,2021-12-04,Other,30–39,0,0,0,,,,,na,na,na,na,na,,
47,Saskatchewan,Saskatchewan,2021-12-04,Other,40–49,0,0,0,,,,,na,na,na,na,na,,
47,Saskatchewan,Saskatchewan,2021-12-04,Other,50–59,0,0,0,,,,,na,na,na,na,na,,
47,Saskatchewan,Saskatchewan,2021-12-04,Other,60–69,0,0,0,,,,,na,na,na,na,na,,
47,Saskatchewan,Saskatchewan,2021-12-04,Other,70–79,0,0,0,,,,,na,na,na,na,na,,
47,Saskatchewan,Saskatchewan,2021-12-04,Other,80+,0,0,0,,,,,na,na,na,na,na,,
47,Saskatchewan,Saskatchewan,2021-12-04,Other,All ages,0,0,0,,,,,na,na,na,na,na,,
47,Saskatchewan,Saskatchewan,2021-12-04,Other,Not reported,0,0,0,,,,,na,na,na,na,na,,
47,Saskatchewan,Saskatchewan,2021-12-04,Other,Unknown,0,0,0,,,,,na,na,na,na,na,,
47,Saskatchewan,Saskatchewan,2021-12-04,Unknown,0–4,0,0,0,,,,,na,na,na,na,na,,
47,Saskatchewan,Saskatchewan,2021-12-04,Unknown,05–11,32,32,0,,,,,na,na,na,na,na,,
47,Saskatchewan,Saskatchewan,2021-12-04,Unknown,12–17,59,23,36,,,,,na,na,na,na,na,,
47,Saskatchewan,Saskatchewan,2021-12-04,Unknown,18–29,239,76,163,,,,,na,na,na,na,na,,
47,Saskatchewan,Saskatchewan,2021-12-04,Unknown,30–39,275,84,191,,,,,na,na,na,na,na,,
47,Saskatchewan,Saskatchewan,2021-12-04,Unknown,40–49,201,41,160,,,,,na,na,na,na,na,,
47,Saskatchewan,Saskatchewan,2021-12-04,Unknown,50–59,217,57,160,,,,,na,na,na,na,na,,
47,Saskatchewan,Saskatchewan,2021-12-04,Unknown,60–69,214,45,169,,,,,na,na,na,na,na,,
47,Saskatchewan,Saskatchewan,2021-12-04,Unknown,70–79,90,22,68,,,,,na,na,na,na,na,,
47,Saskatchewan,Saskatchewan,2021-12-04,Unknown,80+,30,0,30,,,,,na,na,na,na,na,,
47,Saskatchewan,Saskatchewan,2021-12-04,Unknown,All ages,1455,433,1022,,,,,na,na,na,na,na,,
47,Saskatchewan,Saskatchewan,2021-12-04,Unknown,Not reported,0,0,0,,,,,na,na,na,na,na,,
47,Saskatchewan,Saskatchewan,2021-12-04,Unknown,Unknown,98,53,45,,,,,na,na,na,na,na,,
47,Saskatchewan,Saskatchewan,2021-12-04,Not reported,0–4,0,0,0,,,,,na,na,na,na,na,,
47,Saskatchewan,Saskatchewan,2021-12-04,Not reported,05–11,0,0,0,,,,,na,na,na,na,na,,
47,Saskatchewan,Saskatchewan,2021-12-04,Not reported,12–17,0,0,0,,,,,na,na,na,na,na,,
47,Saskatchewan,Saskatchewan,2021-12-04,Not reported,18–29,0,0,0,,,,,na,na,na,na,na,,
47,Saskatchewan,Saskatchewan,2021-12-04,Not reported,30–39,0,0,0,,,,,na,na,na,na,na,,
47,Saskatchewan,Saskatchewan,2021-12-04,Not reported,40–49,0,0,0,,,,,na,na,na,na,na,,
47,Saskatchewan,Saskatchewan,2021-12-04,Not reported,50–59,0,0,0,,,,,na,na,na,na,na,,
47,Saskatchewan,Saskatchewan,2021-12-04,Not reported,60–69,0,0,0,,,,,na,na,na,na,na,,
47,Saskatchewan,Saskatchewan,2021-12-04,Not reported,70–79,0,0,0,,,,,na,na,na,na,na,,
47,Saskatchewan,Saskatchewan,2021-12-04,Not reported,80+,0,0,0,,,,,na,na,na,na,na,,
47,Saskatchewan,Saskatchewan,2021-12-04,Not reported,All ages,0,0,0,,,,,na,na,na,na,na,,
47,Saskatchewan,Saskatchewan,2021-12-04,Not reported,Not reported,0,0,0,,,,,na,na,na,na,na,,
47,Saskatchewan,Saskatchewan,2021-12-04,Not reported,Unknown,0,0,0,,,,,na,na,na,na,na,,
48,Alberta,Alberta,2021-12-04,All sexes,0–4,0,0,0,,,,,0,0,0,,,,
48,Alberta,Alberta,2021-12-04,All sexes,05–11,78184,65103,13081,,,,,19.9,16.6,3.3,,,,
48,Alberta,Alberta,2021-12-04,All sexes,12–17,264577,17203,247374,,,,,82,5.3,76.6,,,,
48,Alberta,Alberta,2021-12-04,All sexes,18–29,569110,41650,527460,,,,,83.6,6.1,77.5,,,,
48,Alberta,Alberta,2021-12-04,All sexes,30–39,594408,31965,562443,,,,,83.1,4.5,78.7,,,,
48,Alberta,Alberta,2021-12-04,All sexes,40–49,532751,20802,511949,,,,,86,3.4,82.7,,,,
48,Alberta,Alberta,2021-12-04,All sexes,50–59,487936,16123,471813,,,,,89.2,2.9,86.3,,,,
48,Alberta,Alberta,2021-12-04,All sexes,60–69,448212,11538,436674,,,,,91.6,2.4,89.3,,,,
48,Alberta,Alberta,2021-12-04,All sexes,70–79,251900,5003,246897,,,,,91.9,1.8,90.1,,,,
48,Alberta,Alberta,2021-12-04,All sexes,80+,138781,3344,135437,,,,,96.2,2.3,93.9,,,,
48,Alberta,Alberta,2021-12-04,All sexes,All ages,3365876,212747,3153129,,,,,75.8,4.8,71,,,,
48,Alberta,Alberta,2021-12-04,All sexes,Not reported,0,0,0,,,,,na,na,na,na,na,,
48,Alberta,Alberta,2021-12-04,All sexes,Unknown,17,16,1,,,,,na,na,na,na,na,,
48,Alberta,Alberta,2021-12-04,f,0–4,0,0,0,,,,,0,0,0,,,,
48,Alberta,Alberta,2021-12-04,f,05–11,38216,31909,6307,,,,,19.9,16.6,3.3,,,,
48,Alberta,Alberta,2021-12-04,f,12–17,130280,8289,121991,,,,,82.4,5.2,77.2,,,,
48,Alberta,Alberta,2021-12-04,f,18–29,282505,17761,264744,,,,,85.8,5.4,80.4,,,,
48,Alberta,Alberta,2021-12-04,f,30–39,299067,13789,285278,,,,,84.8,3.9,80.9,,,,
48,Alberta,Alberta,2021-12-04,f,40–49,265461,8528,256933,,,,,86.6,2.8,83.8,,,,
48,Alberta,Alberta,2021-12-04,f,50–59,244367,6993,237374,,,,,90.3,2.6,87.7,,,,
48,Alberta,Alberta,2021-12-04,f,60–69,226763,5451,221312,,,,,91.9,2.2,89.7,,,,
48,Alberta,Alberta,2021-12-04,f,70–79,130887,2605,128282,,,,,91.1,1.8,89.3,,,,
48,Alberta,Alberta,2021-12-04,f,80+,80957,1905,79052,,,,,95.2,2.2,93,,,,
48,Alberta,Alberta,2021-12-04,f,All ages,1698510,97237,1601273,,,,,76.8,4.4,72.4,,,,
48,Alberta,Alberta,2021-12-04,f,Not reported,0,0,0,,,,,na,na,na,na,na,,
48,Alberta,Alberta,2021-12-04,f,Unknown,7,7,0,,,,,na,na,na,na,na,,
48,Alberta,Alberta,2021-12-04,m,0–4,0,0,0,,,,,0,0,0,,,,
48,Alberta,Alberta,2021-12-04,m,05–11,39961,33192,6769,,,,,19.9,16.6,3.4,,,,
48,Alberta,Alberta,2021-12-04,m,12–17,134246,8909,125337,,,,,81.5,5.4,76.1,,,,
48,Alberta,Alberta,2021-12-04,m,18–29,286432,23876,262556,,,,,81.5,6.8,74.7,,,,
48,Alberta,Alberta,2021-12-04,m,30–39,295268,18173,277095,,,,,81.5,5,76.4,,,,
48,Alberta,Alberta,2021-12-04,m,40–49,267259,12272,254987,,,,,85.4,3.9,81.5,,,,
48,Alberta,Alberta,2021-12-04,m,50–59,243537,9129,234408,,,,,88.2,3.3,84.9,,,,
48,Alberta,Alberta,2021-12-04,m,60–69,221437,6086,215351,,,,,91.4,2.5,88.8,,,,
48,Alberta,Alberta,2021-12-04,m,70–79,121002,2398,118604,,,,,92.8,1.8,90.9,,,,
48,Alberta,Alberta,2021-12-04,m,80+,57809,1439,56370,,,,,97.6,2.4,95.2,,,,
48,Alberta,Alberta,2021-12-04,m,All ages,1666961,115483,1551478,,,,,74.7,5.2,69.5,,,,
48,Alberta,Alberta,2021-12-04,m,Not reported,0,0,0,,,,,na,na,na,na,na,,
48,Alberta,Alberta,2021-12-04,m,Unknown,10,9,1,,,,,na,na,na,na,na,,
48,Alberta,Alberta,2021-12-04,Other,0–4,0,0,0,,,,,na,na,na,na,na,,
48,Alberta,Alberta,2021-12-04,Other,05–11,0,0,0,,,,,na,na,na,na,na,,
48,Alberta,Alberta,2021-12-04,Other,12–17,0,0,0,,,,,na,na,na,na,na,,
48,Alberta,Alberta,2021-12-04,Other,18–29,0,0,0,,,,,na,na,na,na,na,,
48,Alberta,Alberta,2021-12-04,Other,30–39,0,0,0,,,,,na,na,na,na,na,,
48,Alberta,Alberta,2021-12-04,Other,40–49,0,0,0,,,,,na,na,na,na,na,,
48,Alberta,Alberta,2021-12-04,Other,50–59,0,0,0,,,,,na,na,na,na,na,,
48,Alberta,Alberta,2021-12-04,Other,60–69,0,0,0,,,,,na,na,na,na,na,,
48,Alberta,Alberta,2021-12-04,Other,70–79,0,0,0,,,,,na,na,na,na,na,,
48,Alberta,Alberta,2021-12-04,Other,80+,0,0,0,,,,,na,na,na,na,na,,
48,Alberta,Alberta,2021-12-04,Other,All ages,0,0,0,,,,,na,na,na,na,na,,
48,Alberta,Alberta,2021-12-04,Other,Not reported,0,0,0,,,,,na,na,na,na,na,,
48,Alberta,Alberta,2021-12-04,Other,Unknown,0,0,0,,,,,na,na,na,na,na,,
48,Alberta,Alberta,2021-12-04,Unknown,0–4,0,0,0,,,,,na,na,na,na,na,,
48,Alberta,Alberta,2021-12-04,Unknown,05–11,7,2,5,,,,,na,na,na,na,na,,
48,Alberta,Alberta,2021-12-04,Unknown,12–17,51,5,46,,,,,na,na,na,na,na,,
48,Alberta,Alberta,2021-12-04,Unknown,18–29,173,13,160,,,,,na,na,na,na,na,,
48,Alberta,Alberta,2021-12-04,Unknown,30–39,73,3,70,,,,,na,na,na,na,na,,
48,Alberta,Alberta,2021-12-04,Unknown,40–49,31,2,29,,,,,na,na,na,na,na,,
48,Alberta,Alberta,2021-12-04,Unknown,50–59,32,1,31,,,,,na,na,na,na,na,,
48,Alberta,Alberta,2021-12-04,Unknown,60–69,12,1,11,,,,,na,na,na,na,na,,
48,Alberta,Alberta,2021-12-04,Unknown,70–79,11,0,11,,,,,na,na,na,na,na,,
48,Alberta,Alberta,2021-12-04,Unknown,80+,15,0,15,,,,,na,na,na,na,na,,
48,Alberta,Alberta,2021-12-04,Unknown,All ages,405,27,378,,,,,na,na,na,na,na,,
48,Alberta,Alberta,2021-12-04,Unknown,Not reported,0,0,0,,,,,na,na,na,na,na,,
48,Alberta,Alberta,2021-12-04,Unknown,Unknown,0,0,0,,,,,na,na,na,na,na,,
48,Alberta,Alberta,2021-12-04,Not reported,0–4,0,0,0,,,,,na,na,na,na,na,,
48,Alberta,Alberta,2021-12-04,Not reported,05–11,0,0,0,,,,,na,na,na,na,na,,
48,Alberta,Alberta,2021-12-04,Not reported,12–17,0,0,0,,,,,na,na,na,na,na,,
48,Alberta,Alberta,2021-12-04,Not reported,18–29,0,0,0,,,,,na,na,na,na,na,,
48,Alberta,Alberta,2021-12-04,Not reported,30–39,0,0,0,,,,,na,na,na,na,na,,
48,Alberta,Alberta,2021-12-04,Not reported,40–49,0,0,0,,,,,na,na,na,na,na,,
48,Alberta,Alberta,2021-12-04,Not reported,50–59,0,0,0,,,,,na,na,na,na,na,,
48,Alberta,Alberta,2021-12-04,Not reported,60–69,0,0,0,,,,,na,na,na,na,na,,
48,Alberta,Alberta,2021-12-04,Not reported,70–79,0,0,0,,,,,na,na,na,na,na,,
48,Alberta,Alberta,2021-12-04,Not reported,80+,0,0,0,,,,,na,na,na,na,na,,
48,Alberta,Alberta,2021-12-04,Not reported,All ages,0,0,0,,,,,na,na,na,na,na,,
48,Alberta,Alberta,2021-12-04,Not reported,Not reported,0,0,0,,,,,na,na,na,na,na,,
48,Alberta,Alberta,2021-12-04,Not reported,Unknown,0,0,0,,,,,na,na,na,na,na,,
59,British Columbia,Colombie-Britannique,2021-12-04,All sexes,0–4,0,0,0,,,,,0,0,0,,,,
59,British Columbia,Colombie-Britannique,2021-12-04,All sexes,05–11,30537,28707,1830,,,,,8.8,8.3,0.5,,,,
59,British Columbia,Colombie-Britannique,2021-12-04,All sexes,12–17,266356,15002,251354,,,,,87.6,4.9,82.7,,,,
59,British Columbia,Colombie-Britannique,2021-12-04,All sexes,18–29,733754,40814,692940,,,,,90.4,5,85.4,,,,
59,British Columbia,Colombie-Britannique,2021-12-04,All sexes,30–39,675095,28760,646335,,,,,88.5,3.8,84.7,,,,
59,British Columbia,Colombie-Britannique,2021-12-04,All sexes,40–49,587580,19335,568245,,,,,89.3,2.9,86.4,,,,
59,British Columbia,Colombie-Britannique,2021-12-04,All sexes,50–59,628701,16705,611996,,,,,87.5,2.3,85.1,,,,
59,British Columbia,Colombie-Britannique,2021-12-04,All sexes,60–69,629633,12256,617377,,,,,91.3,1.8,89.6,,,,
59,British Columbia,Colombie-Britannique,2021-12-04,All sexes,70–79,436490,7153,429337,,,,,95.4,1.6,93.8,,,,
59,British Columbia,Colombie-Britannique,2021-12-04,All sexes,80+,243470,7482,235988,,,,,>=99,3.1,97,,,,
59,British Columbia,Colombie-Britannique,2021-12-04,All sexes,All ages,4231616,176214,4055402,,,,,81.1,3.4,77.8,,,,
59,British Columbia,Colombie-Britannique,2021-12-04,All sexes,Not reported,0,0,0,,,,,na,na,na,na,na,,
59,British Columbia,Colombie-Britannique,2021-12-04,All sexes,Unknown,0,0,0,,,,,na,na,na,na,na,,
