pruid,prename,prfname,week_end,sex,age,numtotal_atleast1dose,numtotal_partially,numtotal_fully,numtotal_additional,numtotal_2nd_additional,numtotal_recommended_vax,numtotal_vax_interest,proptotal_atleast1dose,proptotal_partially,proptotal_fully,proptotal_additional,proptotal_2nd_additional,proptotal_recommended_vax,proptotal_vax_interest
12,Nova Scotia,Nouvelle-Écosse,2021-08-28,m,Not reported,0,0,0,,,,,na,na,na,na,na,,
12,Nova Scotia,Nouvelle-Écosse,2021-08-28,m,Unknown,7,3,4,,,,,na,na,na,na,na,,
12,Nova Scotia,Nouvelle-Écosse,2021-08-28,Other,0–4,0,0,0,,,,,na,na,na,na,na,,
12,Nova Scotia,Nouvelle-Écosse,2021-08-28,Other,05–11,0,0,0,,,,,na,na,na,na,na,,
12,Nova Scotia,Nouvelle-Écosse,2021-08-28,Other,12–17,0,0,0,,,,,na,na,na,na,na,,
12,Nova Scotia,Nouvelle-Écosse,2021-08-28,Other,18–29,0,0,0,,,,,na,na,na,na,na,,
12,Nova Scotia,Nouvelle-Écosse,2021-08-28,Other,30–39,0,0,0,,,,,na,na,na,na,na,,
12,Nova Scotia,Nouvelle-Écosse,2021-08-28,Other,40–49,0,0,0,,,,,na,na,na,na,na,,
12,Nova Scotia,Nouvelle-Écosse,2021-08-28,Other,50–59,0,0,0,,,,,na,na,na,na,na,,
12,Nova Scotia,Nouvelle-Écosse,2021-08-28,Other,60–69,0,0,0,,,,,na,na,na,na,na,,
12,Nova Scotia,Nouvelle-Écosse,2021-08-28,Other,70–79,0,0,0,,,,,na,na,na,na,na,,
12,Nova Scotia,Nouvelle-Écosse,2021-08-28,Other,80+,0,0,0,,,,,na,na,na,na,na,,
12,Nova Scotia,Nouvelle-Écosse,2021-08-28,Other,All ages,0,0,0,,,,,na,na,na,na,na,,
12,Nova Scotia,Nouvelle-Écosse,2021-08-28,Other,Not reported,0,0,0,,,,,na,na,na,na,na,,
12,Nova Scotia,Nouvelle-Écosse,2021-08-28,Other,Unknown,0,0,0,,,,,na,na,na,na,na,,
12,Nova Scotia,Nouvelle-Écosse,2021-08-28,Unknown,0–4,0,0,0,,,,,na,na,na,na,na,,
12,Nova Scotia,Nouvelle-Écosse,2021-08-28,Unknown,05–11,0,0,0,,,,,na,na,na,na,na,,
12,Nova Scotia,Nouvelle-Écosse,2021-08-28,Unknown,12–17,0,0,0,,,,,na,na,na,na,na,,
12,Nova Scotia,Nouvelle-Écosse,2021-08-28,Unknown,18–29,7,3,4,,,,,na,na,na,na,na,,
12,Nova Scotia,Nouvelle-Écosse,2021-08-28,Unknown,30–39,4,3,1,,,,,na,na,na,na,na,,
12,Nova Scotia,Nouvelle-Écosse,2021-08-28,Unknown,40–49,6,1,5,,,,,na,na,na,na,na,,
12,Nova Scotia,Nouvelle-Écosse,2021-08-28,Unknown,50–59,6,1,5,,,,,na,na,na,na,na,,
12,Nova Scotia,Nouvelle-Écosse,2021-08-28,Unknown,60–69,2,1,1,,,,,na,na,na,na,na,,
12,Nova Scotia,Nouvelle-Écosse,2021-08-28,Unknown,70–79,0,0,0,,,,,na,na,na,na,na,,
12,Nova Scotia,Nouvelle-Écosse,2021-08-28,Unknown,80+,0,0,0,,,,,na,na,na,na,na,,
12,Nova Scotia,Nouvelle-Écosse,2021-08-28,Unknown,All ages,25,9,16,,,,,na,na,na,na,na,,
12,Nova Scotia,Nouvelle-Écosse,2021-08-28,Unknown,Not reported,0,0,0,,,,,na,na,na,na,na,,
12,Nova Scotia,Nouvelle-Écosse,2021-08-28,Unknown,Unknown,0,0,0,,,,,na,na,na,na,na,,
12,Nova Scotia,Nouvelle-Écosse,2021-08-28,Not reported,0–4,0,0,0,,,,,na,na,na,na,na,,
12,Nova Scotia,Nouvelle-Écosse,2021-08-28,Not reported,05–11,0,0,0,,,,,na,na,na,na,na,,
12,Nova Scotia,Nouvelle-Écosse,2021-08-28,Not reported,12–17,0,0,0,,,,,na,na,na,na,na,,
12,Nova Scotia,Nouvelle-Écosse,2021-08-28,Not reported,18–29,0,0,0,,,,,na,na,na,na,na,,
12,Nova Scotia,Nouvelle-Écosse,2021-08-28,Not reported,30–39,0,0,0,,,,,na,na,na,na,na,,
12,Nova Scotia,Nouvelle-Écosse,2021-08-28,Not reported,40–49,0,0,0,,,,,na,na,na,na,na,,
12,Nova Scotia,Nouvelle-Écosse,2021-08-28,Not reported,50–59,0,0,0,,,,,na,na,na,na,na,,
12,Nova Scotia,Nouvelle-Écosse,2021-08-28,Not reported,60–69,0,0,0,,,,,na,na,na,na,na,,
12,Nova Scotia,Nouvelle-Écosse,2021-08-28,Not reported,70–79,0,0,0,,,,,na,na,na,na,na,,
12,Nova Scotia,Nouvelle-Écosse,2021-08-28,Not reported,80+,0,0,0,,,,,na,na,na,na,na,,
12,Nova Scotia,Nouvelle-Écosse,2021-08-28,Not reported,All ages,0,0,0,,,,,na,na,na,na,na,,
12,Nova Scotia,Nouvelle-Écosse,2021-08-28,Not reported,Not reported,0,0,0,,,,,na,na,na,na,na,,
12,Nova Scotia,Nouvelle-Écosse,2021-08-28,Not reported,Unknown,0,0,0,,,,,na,na,na,na,na,,
13,New Brunswick,Nouveau-Brunswick,2021-08-28,All sexes,0–4,0,0,0,,,,,0,0,0,,,,
13,New Brunswick,Nouveau-Brunswick,2021-08-28,All sexes,05–11,117,117,0,,,,,0.2,0.2,0,,,,
13,New Brunswick,Nouveau-Brunswick,2021-08-28,All sexes,12–17,37153,6851,30302,,,,,76.6,14.1,62.5,,,,
13,New Brunswick,Nouveau-Brunswick,2021-08-28,All sexes,18–29,77206,16536,60670,,,,,73.3,15.7,57.6,,,,
13,New Brunswick,Nouveau-Brunswick,2021-08-28,All sexes,30–39,68411,11169,57242,,,,,73.7,12,61.7,,,,
13,New Brunswick,Nouveau-Brunswick,2021-08-28,All sexes,40–49,80792,9053,71739,,,,,81.2,9.1,72.1,,,,
13,New Brunswick,Nouveau-Brunswick,2021-08-28,All sexes,50–59,99948,7974,91974,,,,,86.1,6.9,79.3,,,,
13,New Brunswick,Nouveau-Brunswick,2021-08-28,All sexes,60–69,107506,5561,101945,,,,,90.2,4.7,85.5,,,,
13,New Brunswick,Nouveau-Brunswick,2021-08-28,All sexes,70–79,74441,2688,71753,,,,,92.2,3.3,88.9,,,,
13,New Brunswick,Nouveau-Brunswick,2021-08-28,All sexes,80+,36183,2087,34096,,,,,91.1,5.3,85.8,,,,
13,New Brunswick,Nouveau-Brunswick,2021-08-28,All sexes,All ages,581890,62084,519806,,,,,73.7,7.9,65.9,,,,
13,New Brunswick,Nouveau-Brunswick,2021-08-28,All sexes,Not reported,0,0,0,,,,,na,na,na,na,na,,
13,New Brunswick,Nouveau-Brunswick,2021-08-28,All sexes,Unknown,133,48,85,,,,,na,na,na,na,na,,
13,New Brunswick,Nouveau-Brunswick,2021-08-28,f,0–4,0,0,0,,,,,0,0,0,,,,
13,New Brunswick,Nouveau-Brunswick,2021-08-28,f,05–11,65,65,0,,,,,0.2,0.2,0,,,,
13,New Brunswick,Nouveau-Brunswick,2021-08-28,f,12–17,18630,3315,15315,,,,,78.3,13.9,64.4,,,,
13,New Brunswick,Nouveau-Brunswick,2021-08-28,f,18–29,39350,7543,31807,,,,,77.7,14.9,62.8,,,,
13,New Brunswick,Nouveau-Brunswick,2021-08-28,f,30–39,36068,5363,30705,,,,,77.9,11.6,66.3,,,,
13,New Brunswick,Nouveau-Brunswick,2021-08-28,f,40–49,42754,4175,38579,,,,,85.7,8.4,77.4,,,,
13,New Brunswick,Nouveau-Brunswick,2021-08-28,f,50–59,51651,3647,48004,,,,,88.7,6.3,82.5,,,,
13,New Brunswick,Nouveau-Brunswick,2021-08-28,f,60–69,55410,2648,52762,,,,,91.2,4.4,86.8,,,,
13,New Brunswick,Nouveau-Brunswick,2021-08-28,f,70–79,38596,1350,37246,,,,,91.8,3.2,88.6,,,,
13,New Brunswick,Nouveau-Brunswick,2021-08-28,f,80+,21443,1260,20183,,,,,90.2,5.3,84.9,,,,
13,New Brunswick,Nouveau-Brunswick,2021-08-28,f,All ages,303967,29366,274601,,,,,76.3,7.4,69,,,,
13,New Brunswick,Nouveau-Brunswick,2021-08-28,f,Not reported,0,0,0,,,,,na,na,na,na,na,,
13,New Brunswick,Nouveau-Brunswick,2021-08-28,f,Unknown,0,0,0,,,,,na,na,na,na,na,,
13,New Brunswick,Nouveau-Brunswick,2021-08-28,m,0–4,0,0,0,,,,,0,0,0,,,,
13,New Brunswick,Nouveau-Brunswick,2021-08-28,m,05–11,52,52,0,,,,,0.2,0.2,0,,,,
13,New Brunswick,Nouveau-Brunswick,2021-08-28,m,12–17,18489,3536,14953,,,,,74.8,14.3,60.5,,,,
13,New Brunswick,Nouveau-Brunswick,2021-08-28,m,18–29,37782,8975,28807,,,,,69,16.4,52.6,,,,
13,New Brunswick,Nouveau-Brunswick,2021-08-28,m,30–39,32317,5792,26525,,,,,69.5,12.5,57.1,,,,
13,New Brunswick,Nouveau-Brunswick,2021-08-28,m,40–49,38026,4878,33148,,,,,76.7,9.8,66.8,,,,
13,New Brunswick,Nouveau-Brunswick,2021-08-28,m,50–59,48287,4322,43965,,,,,83.5,7.5,76,,,,
13,New Brunswick,Nouveau-Brunswick,2021-08-28,m,60–69,52089,2913,49176,,,,,89.1,5,84.1,,,,
13,New Brunswick,Nouveau-Brunswick,2021-08-28,m,70–79,35845,1338,34507,,,,,92.6,3.5,89.2,,,,
13,New Brunswick,Nouveau-Brunswick,2021-08-28,m,80+,14735,827,13908,,,,,92.3,5.2,87.1,,,,
13,New Brunswick,Nouveau-Brunswick,2021-08-28,m,All ages,277622,32633,244989,,,,,71,8.3,62.6,,,,
13,New Brunswick,Nouveau-Brunswick,2021-08-28,m,Not reported,0,0,0,,,,,na,na,na,na,na,,
13,New Brunswick,Nouveau-Brunswick,2021-08-28,m,Unknown,0,0,0,,,,,na,na,na,na,na,,
13,New Brunswick,Nouveau-Brunswick,2021-08-28,Other,0–4,0,0,0,,,,,na,na,na,na,na,,
13,New Brunswick,Nouveau-Brunswick,2021-08-28,Other,05–11,0,0,0,,,,,na,na,na,na,na,,
13,New Brunswick,Nouveau-Brunswick,2021-08-28,Other,12–17,0,0,0,,,,,na,na,na,na,na,,
13,New Brunswick,Nouveau-Brunswick,2021-08-28,Other,18–29,0,0,0,,,,,na,na,na,na,na,,
13,New Brunswick,Nouveau-Brunswick,2021-08-28,Other,30–39,0,0,0,,,,,na,na,na,na,na,,
13,New Brunswick,Nouveau-Brunswick,2021-08-28,Other,40–49,0,0,0,,,,,na,na,na,na,na,,
13,New Brunswick,Nouveau-Brunswick,2021-08-28,Other,50–59,0,0,0,,,,,na,na,na,na,na,,
13,New Brunswick,Nouveau-Brunswick,2021-08-28,Other,60–69,0,0,0,,,,,na,na,na,na,na,,
13,New Brunswick,Nouveau-Brunswick,2021-08-28,Other,70–79,0,0,0,,,,,na,na,na,na,na,,
13,New Brunswick,Nouveau-Brunswick,2021-08-28,Other,80+,0,0,0,,,,,na,na,na,na,na,,
13,New Brunswick,Nouveau-Brunswick,2021-08-28,Other,All ages,0,0,0,,,,,na,na,na,na,na,,
13,New Brunswick,Nouveau-Brunswick,2021-08-28,Other,Not reported,0,0,0,,,,,na,na,na,na,na,,
13,New Brunswick,Nouveau-Brunswick,2021-08-28,Other,Unknown,0,0,0,,,,,na,na,na,na,na,,
13,New Brunswick,Nouveau-Brunswick,2021-08-28,Unknown,0–4,0,0,0,,,,,na,na,na,na,na,,
13,New Brunswick,Nouveau-Brunswick,2021-08-28,Unknown,05–11,0,0,0,,,,,na,na,na,na,na,,
13,New Brunswick,Nouveau-Brunswick,2021-08-28,Unknown,12–17,34,0,34,,,,,na,na,na,na,na,,
13,New Brunswick,Nouveau-Brunswick,2021-08-28,Unknown,18–29,74,18,56,,,,,na,na,na,na,na,,
13,New Brunswick,Nouveau-Brunswick,2021-08-28,Unknown,30–39,26,14,12,,,,,na,na,na,na,na,,
13,New Brunswick,Nouveau-Brunswick,2021-08-28,Unknown,40–49,12,0,12,,,,,na,na,na,na,na,,
13,New Brunswick,Nouveau-Brunswick,2021-08-28,Unknown,50–59,10,5,5,,,,,na,na,na,na,na,,
13,New Brunswick,Nouveau-Brunswick,2021-08-28,Unknown,60–69,7,0,7,,,,,na,na,na,na,na,,
13,New Brunswick,Nouveau-Brunswick,2021-08-28,Unknown,70–79,0,0,0,,,,,na,na,na,na,na,,
13,New Brunswick,Nouveau-Brunswick,2021-08-28,Unknown,80+,5,0,5,,,,,na,na,na,na,na,,
13,New Brunswick,Nouveau-Brunswick,2021-08-28,Unknown,All ages,301,85,216,,,,,na,na,na,na,na,,
13,New Brunswick,Nouveau-Brunswick,2021-08-28,Unknown,Not reported,0,0,0,,,,,na,na,na,na,na,,
13,New Brunswick,Nouveau-Brunswick,2021-08-28,Unknown,Unknown,133,48,85,,,,,na,na,na,na,na,,
13,New Brunswick,Nouveau-Brunswick,2021-08-28,Not reported,0–4,0,0,0,,,,,na,na,na,na,na,,
13,New Brunswick,Nouveau-Brunswick,2021-08-28,Not reported,05–11,0,0,0,,,,,na,na,na,na,na,,
13,New Brunswick,Nouveau-Brunswick,2021-08-28,Not reported,12–17,0,0,0,,,,,na,na,na,na,na,,
13,New Brunswick,Nouveau-Brunswick,2021-08-28,Not reported,18–29,0,0,0,,,,,na,na,na,na,na,,
13,New Brunswick,Nouveau-Brunswick,2021-08-28,Not reported,30–39,0,0,0,,,,,na,na,na,na,na,,
13,New Brunswick,Nouveau-Brunswick,2021-08-28,Not reported,40–49,0,0,0,,,,,na,na,na,na,na,,
13,New Brunswick,Nouveau-Brunswick,2021-08-28,Not reported,50–59,0,0,0,,,,,na,na,na,na,na,,
13,New Brunswick,Nouveau-Brunswick,2021-08-28,Not reported,60–69,0,0,0,,,,,na,na,na,na,na,,
13,New Brunswick,Nouveau-Brunswick,2021-08-28,Not reported,70–79,0,0,0,,,,,na,na,na,na,na,,
13,New Brunswick,Nouveau-Brunswick,2021-08-28,Not reported,80+,0,0,0,,,,,na,na,na,na,na,,
13,New Brunswick,Nouveau-Brunswick,2021-08-28,Not reported,All ages,0,0,0,,,,,na,na,na,na,na,,
13,New Brunswick,Nouveau-Brunswick,2021-08-28,Not reported,Not reported,0,0,0,,,,,na,na,na,na,na,,
13,New Brunswick,Nouveau-Brunswick,2021-08-28,Not reported,Unknown,0,0,0,,,,,na,na,na,na,na,,
24,Quebec,Québec,2021-08-28,All sexes,0–4,206,206,0,,,,,<0.1,<0.1,0,,,,
24,Quebec,Québec,2021-08-28,All sexes,05–11,89,89,0,,,,,<0.1,<0.1,0,,,,
24,Quebec,Québec,2021-08-28,All sexes,12–17,442871,60910,381961,,,,,83.7,11.5,72.1,,,,
24,Quebec,Québec,2021-08-28,All sexes,18–29,923044,144598,778446,,,,,76.1,11.9,64.1,,,,
24,Quebec,Québec,2021-08-28,All sexes,30–39,889201,106274,782927,,,,,78.9,9.4,69.5,,,,
24,Quebec,Québec,2021-08-28,All sexes,40–49,945507,74484,871023,,,,,84.1,6.6,77.4,,,,
24,Quebec,Québec,2021-08-28,All sexes,50–59,1009761,54043,955718,,,,,87.1,4.7,82.4,,,,
24,Quebec,Québec,2021-08-28,All sexes,60–69,1085046,30212,1054834,,,,,92.7,2.6,90.1,,,,
24,Quebec,Québec,2021-08-28,All sexes,70–79,752282,15308,736974,,,,,96,2,94.1,,,,
24,Quebec,Québec,2021-08-28,All sexes,80+,411249,11985,399264,,,,,97,2.8,94.1,,,,
24,Quebec,Québec,2021-08-28,All sexes,All ages,6459261,498109,5961152,,,,,75.1,5.8,69.3,,,,
24,Quebec,Québec,2021-08-28,All sexes,Not reported,0,0,0,,,,,na,na,na,na,na,,
24,Quebec,Québec,2021-08-28,All sexes,Unknown,5,0,5,,,,,na,na,na,na,na,,
24,Quebec,Québec,2021-08-28,f,0–4,99,99,0,,,,,<0.1,<0.1,0,,,,
24,Quebec,Québec,2021-08-28,f,05–11,41,41,0,,,,,<0.1,<0.1,0,,,,
24,Quebec,Québec,2021-08-28,f,12–17,218725,28398,190327,,,,,84.1,10.9,73.2,,,,
24,Quebec,Québec,2021-08-28,f,18–29,466456,63079,403377,,,,,79.8,10.8,69,,,,
24,Quebec,Québec,2021-08-28,f,30–39,452306,48209,404097,,,,,82,8.7,73.3,,,,
24,Quebec,Québec,2021-08-28,f,40–49,476650,32726,443924,,,,,86.2,5.9,80.3,,,,
24,Quebec,Québec,2021-08-28,f,50–59,506840,23719,483121,,,,,88.1,4.1,83.9,,,,
24,Quebec,Québec,2021-08-28,f,60–69,552039,14380,537659,,,,,93.5,2.4,91,,,,
24,Quebec,Québec,2021-08-28,f,70–79,395494,8169,387325,,,,,97,2,95,,,,
24,Quebec,Québec,2021-08-28,f,80+,248605,7434,241171,,,,,97.9,2.9,94.9,,,,
24,Quebec,Québec,2021-08-28,f,All ages,3317255,226254,3091001,,,,,77.1,5.3,71.9,,,,
24,Quebec,Québec,2021-08-28,f,Not reported,0,0,0,,,,,na,na,na,na,na,,
24,Quebec,Québec,2021-08-28,f,Unknown,0,0,0,,,,,na,na,na,na,na,,
24,Quebec,Québec,2021-08-28,m,0–4,107,107,0,,,,,<0.1,<0.1,0,,,,
24,Quebec,Québec,2021-08-28,m,05–11,48,48,0,,,,,<0.1,<0.1,0,,,,
24,Quebec,Québec,2021-08-28,m,12–17,223937,32372,191565,,,,,83.1,12,71.1,,,,
24,Quebec,Québec,2021-08-28,m,18–29,455603,81011,374592,,,,,72.4,12.9,59.5,,,,
24,Quebec,Québec,2021-08-28,m,30–39,436385,57842,378543,,,,,75.8,10.1,65.8,,,,
24,Quebec,Québec,2021-08-28,m,40–49,468499,41617,426882,,,,,81.9,7.3,74.7,,,,
24,Quebec,Québec,2021-08-28,m,50–59,502639,30220,472419,,,,,86.1,5.2,80.9,,,,
24,Quebec,Québec,2021-08-28,m,60–69,532752,15738,517014,,,,,91.9,2.7,89.2,,,,
24,Quebec,Québec,2021-08-28,m,70–79,356625,7081,349544,,,,,94.9,1.9,93,,,,
24,Quebec,Québec,2021-08-28,m,80+,162583,4525,158058,,,,,95.5,2.7,92.9,,,,
24,Quebec,Québec,2021-08-28,m,All ages,3139178,270561,2868617,,,,,72.9,6.3,66.6,,,,
24,Quebec,Québec,2021-08-28,m,Not reported,0,0,0,,,,,na,na,na,na,na,,
24,Quebec,Québec,2021-08-28,m,Unknown,0,0,0,,,,,na,na,na,na,na,,
24,Quebec,Québec,2021-08-28,Other,0–4,0,0,0,,,,,na,na,na,na,na,,
24,Quebec,Québec,2021-08-28,Other,05–11,0,0,0,,,,,na,na,na,na,na,,
24,Quebec,Québec,2021-08-28,Other,12–17,0,0,0,,,,,na,na,na,na,na,,
24,Quebec,Québec,2021-08-28,Other,18–29,0,0,0,,,,,na,na,na,na,na,,
24,Quebec,Québec,2021-08-28,Other,30–39,0,0,0,,,,,na,na,na,na,na,,
24,Quebec,Québec,2021-08-28,Other,40–49,0,0,0,,,,,na,na,na,na,na,,
24,Quebec,Québec,2021-08-28,Other,50–59,0,0,0,,,,,na,na,na,na,na,,
24,Quebec,Québec,2021-08-28,Other,60–69,0,0,0,,,,,na,na,na,na,na,,
24,Quebec,Québec,2021-08-28,Other,70–79,0,0,0,,,,,na,na,na,na,na,,
24,Quebec,Québec,2021-08-28,Other,80+,0,0,0,,,,,na,na,na,na,na,,
24,Quebec,Québec,2021-08-28,Other,All ages,0,0,0,,,,,na,na,na,na,na,,
24,Quebec,Québec,2021-08-28,Other,Not reported,0,0,0,,,,,na,na,na,na,na,,
24,Quebec,Québec,2021-08-28,Other,Unknown,0,0,0,,,,,na,na,na,na,na,,
24,Quebec,Québec,2021-08-28,Unknown,0–4,0,0,0,,,,,na,na,na,na,na,,
24,Quebec,Québec,2021-08-28,Unknown,05–11,0,0,0,,,,,na,na,na,na,na,,
24,Quebec,Québec,2021-08-28,Unknown,12–17,209,140,69,,,,,na,na,na,na,na,,
24,Quebec,Québec,2021-08-28,Unknown,18–29,985,508,477,,,,,na,na,na,na,na,,
24,Quebec,Québec,2021-08-28,Unknown,30–39,510,223,287,,,,,na,na,na,na,na,,
24,Quebec,Québec,2021-08-28,Unknown,40–49,358,141,217,,,,,na,na,na,na,na,,
24,Quebec,Québec,2021-08-28,Unknown,50–59,282,104,178,,,,,na,na,na,na,na,,
24,Quebec,Québec,2021-08-28,Unknown,60–69,255,94,161,,,,,na,na,na,na,na,,
24,Quebec,Québec,2021-08-28,Unknown,70–79,163,58,105,,,,,na,na,na,na,na,,
24,Quebec,Québec,2021-08-28,Unknown,80+,61,26,35,,,,,na,na,na,na,na,,
24,Quebec,Québec,2021-08-28,Unknown,All ages,2828,1294,1534,,,,,na,na,na,na,na,,
24,Quebec,Québec,2021-08-28,Unknown,Not reported,0,0,0,,,,,na,na,na,na,na,,
24,Quebec,Québec,2021-08-28,Unknown,Unknown,5,0,5,,,,,na,na,na,na,na,,
24,Quebec,Québec,2021-08-28,Not reported,0–4,0,0,0,,,,,na,na,na,na,na,,
24,Quebec,Québec,2021-08-28,Not reported,05–11,0,0,0,,,,,na,na,na,na,na,,
24,Quebec,Québec,2021-08-28,Not reported,12–17,0,0,0,,,,,na,na,na,na,na,,
24,Quebec,Québec,2021-08-28,Not reported,18–29,0,0,0,,,,,na,na,na,na,na,,
24,Quebec,Québec,2021-08-28,Not reported,30–39,0,0,0,,,,,na,na,na,na,na,,
24,Quebec,Québec,2021-08-28,Not reported,40–49,0,0,0,,,,,na,na,na,na,na,,
24,Quebec,Québec,2021-08-28,Not reported,50–59,0,0,0,,,,,na,na,na,na,na,,
24,Quebec,Québec,2021-08-28,Not reported,60–69,0,0,0,,,,,na,na,na,na,na,,
24,Quebec,Québec,2021-08-28,Not reported,70–79,0,0,0,,,,,na,na,na,na,na,,
24,Quebec,Québec,2021-08-28,Not reported,80+,0,0,0,,,,,na,na,na,na,na,,
24,Quebec,Québec,2021-08-28,Not reported,All ages,0,0,0,,,,,na,na,na,na,na,,
24,Quebec,Québec,2021-08-28,Not reported,Not reported,0,0,0,,,,,na,na,na,na,na,,
24,Quebec,Québec,2021-08-28,Not reported,Unknown,0,0,0,,,,,na,na,na,na,na,,
35,Ontario,Ontario,2021-08-28,All sexes,0–4,0,0,0,,,,,0,0,0,,,,
35,Ontario,Ontario,2021-08-28,All sexes,05–11,0,0,0,,,,,0,0,0,,,,
35,Ontario,Ontario,2021-08-28,All sexes,12–17,760056,104539,655517,,,,,79,10.9,68.2,,,,
35,Ontario,Ontario,2021-08-28,All sexes,18–29,1857780,267587,1590193,,,,,75.7,10.9,64.8,,,,
35,Ontario,Ontario,2021-08-28,All sexes,30–39,1588167,167678,1420489,,,,,76.5,8.1,68.4,,,,
35,Ontario,Ontario,2021-08-28,All sexes,40–49,1529246,117955,1411291,,,,,82.4,6.4,76.1,,,,
35,Ontario,Ontario,2021-08-28,All sexes,50–59,1756089,98670,1657419,,,,,87,4.9,82.1,,,,
35,Ontario,Ontario,2021-08-28,All sexes,60–69,1610619,59203,1551416,,,,,88.8,3.3,85.5,,,,
35,Ontario,Ontario,2021-08-28,All sexes,70–79,1064259,27197,1037062,,,,,90.1,2.3,87.8,,,,
35,Ontario,Ontario,2021-08-28,All sexes,80+,606838,20537,586301,,,,,89.9,3,86.9,,,,
35,Ontario,Ontario,2021-08-28,All sexes,All ages,10797333,883832,9913501,,,,,72.8,6,66.9,,,,
35,Ontario,Ontario,2021-08-28,All sexes,Not reported,0,0,0,,,,,na,na,na,na,na,,
35,Ontario,Ontario,2021-08-28,All sexes,Unknown,24279,20466,3813,,,,,na,na,na,na,na,,
35,Ontario,Ontario,2021-08-28,f,0–4,0,0,0,,,,,0,0,0,,,,
35,Ontario,Ontario,2021-08-28,f,05–11,0,0,0,,,,,0,0,0,,,,
35,Ontario,Ontario,2021-08-28,f,12–17,373658,49341,324317,,,,,79.3,10.5,68.8,,,,
35,Ontario,Ontario,2021-08-28,f,18–29,919437,113834,805603,,,,,77.9,9.6,68.2,,,,
35,Ontario,Ontario,2021-08-28,f,30–39,806654,78340,728314,,,,,78.3,7.6,70.7,,,,
35,Ontario,Ontario,2021-08-28,f,40–49,796936,55221,741715,,,,,83.6,5.8,77.8,,,,
35,Ontario,Ontario,2021-08-28,f,50–59,902177,45309,856868,,,,,88.4,4.4,84,,,,
35,Ontario,Ontario,2021-08-28,f,60–69,835135,28630,806505,,,,,89.2,3.1,86.1,,,,
35,Ontario,Ontario,2021-08-28,f,70–79,564338,14214,550124,,,,,89.5,2.3,87.3,,,,
35,Ontario,Ontario,2021-08-28,f,80+,358566,11826,346740,,,,,89,2.9,86.1,,,,
35,Ontario,Ontario,2021-08-28,f,All ages,5567675,406694,5160981,,,,,74.2,5.4,68.8,,,,
35,Ontario,Ontario,2021-08-28,f,Not reported,0,0,0,,,,,na,na,na,na,na,,
35,Ontario,Ontario,2021-08-28,f,Unknown,10774,9979,795,,,,,na,na,na,na,na,,
35,Ontario,Ontario,2021-08-28,m,0–4,0,0,0,,,,,0,0,0,,,,
35,Ontario,Ontario,2021-08-28,m,05–11,0,0,0,,,,,0,0,0,,,,
35,Ontario,Ontario,2021-08-28,m,12–17,384769,55037,329732,,,,,78.5,11.2,67.2,,,,
35,Ontario,Ontario,2021-08-28,m,18–29,932136,153154,778982,,,,,73.2,12,61.2,,,,
35,Ontario,Ontario,2021-08-28,m,30–39,777571,89040,688531,,,,,74.3,8.5,65.8,,,,
35,Ontario,Ontario,2021-08-28,m,40–49,729575,62542,667033,,,,,80.9,6.9,73.9,,,,
35,Ontario,Ontario,2021-08-28,m,50–59,851409,53215,798194,,,,,85.2,5.3,79.9,,,,
35,Ontario,Ontario,2021-08-28,m,60–69,773768,30487,743281,,,,,88.2,3.5,84.7,,,,
35,Ontario,Ontario,2021-08-28,m,70–79,498734,12923,485811,,,,,90.5,2.3,88.2,,,,
35,Ontario,Ontario,2021-08-28,m,80+,245415,8408,237007,,,,,90.2,3.1,87.1,,,,
35,Ontario,Ontario,2021-08-28,m,All ages,5204499,475168,4729331,,,,,71,6.5,64.5,,,,
35,Ontario,Ontario,2021-08-28,m,Not reported,0,0,0,,,,,na,na,na,na,na,,
35,Ontario,Ontario,2021-08-28,m,Unknown,11122,10362,760,,,,,na,na,na,na,na,,
35,Ontario,Ontario,2021-08-28,Other,0–4,0,0,0,,,,,na,na,na,na,na,,
35,Ontario,Ontario,2021-08-28,Other,05–11,0,0,0,,,,,na,na,na,na,na,,
35,Ontario,Ontario,2021-08-28,Other,12–17,0,0,0,,,,,na,na,na,na,na,,
35,Ontario,Ontario,2021-08-28,Other,18–29,0,0,0,,,,,na,na,na,na,na,,
35,Ontario,Ontario,2021-08-28,Other,30–39,0,0,0,,,,,na,na,na,na,na,,
35,Ontario,Ontario,2021-08-28,Other,40–49,0,0,0,,,,,na,na,na,na,na,,
35,Ontario,Ontario,2021-08-28,Other,50–59,0,0,0,,,,,na,na,na,na,na,,
35,Ontario,Ontario,2021-08-28,Other,60–69,0,0,0,,,,,na,na,na,na,na,,
35,Ontario,Ontario,2021-08-28,Other,70–79,0,0,0,,,,,na,na,na,na,na,,
35,Ontario,Ontario,2021-08-28,Other,80+,0,0,0,,,,,na,na,na,na,na,,
35,Ontario,Ontario,2021-08-28,Other,All ages,0,0,0,,,,,na,na,na,na,na,,
35,Ontario,Ontario,2021-08-28,Other,Not reported,0,0,0,,,,,na,na,na,na,na,,
35,Ontario,Ontario,2021-08-28,Other,Unknown,0,0,0,,,,,na,na,na,na,na,,
35,Ontario,Ontario,2021-08-28,Unknown,0–4,0,0,0,,,,,na,na,na,na,na,,
35,Ontario,Ontario,2021-08-28,Unknown,05–11,0,0,0,,,,,na,na,na,na,na,,
